Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Mean,Std Deviation
Black,3.8,3.95,4.0,4.05,4.0,3.95,3.95,3.85,4.2,3.9,3.75,3.9,4.15,4.2,3.928571428571429,3.971904761904762,0.13383409366021187
Blue,22.35,22.45,22.3,22.5,23.0,22.6,22.5,22.5,22.3,22.7,22.4,22.05,22.3,22.45,22.692307692307693,22.472820512820512,0.22134352432855695
Green,55.47619047619048,55.47619047619048,56.142857142857146,55.04761904761905,55.19047619047619,54.95238095238095,55.23809523809524,55.15,54.8,55.3,55.05,55.95,55.65,55.05,55.35714285714285,55.32206349206349,0.3694900427567194
Red,51.095238095238095,50.61904761904762,50.285714285714285,50.23809523809524,51.095238095238095,51.095238095238095,49.66666666666666,49.80952380952381,50.523809523809526,50.23809523809524,50.523809523809526,50.0,51.23809523809524,50.142857142857146,49.5,50.4047619047619,0.5489484012753072
White,119.76190476190476,120.42857142857144,120.8095238095238,120.42857142857144,120.61904761904762,120.1904761904762,120.04761904761904,120.33333333333331,120.28571428571428,121.14285714285714,119.76190476190476,120.66666666666669,120.85714285714286,120.0952380952381,120.0,120.36190476190475,0.4035797061338819
