D_60ms_1x_0  :  Time_60ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 7,13,16,65
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
Light Source Color - WHITE	 , 08/05/2024,16:41:06
1, 379,332,437,1104
1, 378,331,434,1100
1, 377,331,432,1097
1, 377,331,431,1096
1, 377,331,430,1095
1, 377,331,429,1094
1, 377,331,429,1093
1, 376,331,428,1092
1, 376,331,428,1092
1, 376,331,427,1091
1, 376,331,427,1091
1, 376,331,426,1090
Light Source Color - OFF	 , 08/05/2024,16:41:12
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
Light Source Color - RED	 , 08/05/2024,16:41:18
3, 50,33,401,447
3, 50,33,400,445
3, 50,33,399,445
3, 50,32,399,444
3, 50,32,399,444
3, 50,32,399,444
3, 50,32,398,444
3, 50,32,398,443
3, 50,32,398,443
3, 50,32,398,443
3, 50,32,398,443
3, 50,32,398,443
Light Source Color - OFF	 , 08/05/2024,16:41:23
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
Light Source Color - GREEN	 , 08/05/2024,16:41:29
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
5, 90,240,50,386
Light Source Color - OFF	 , 08/05/2024,16:41:35
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
Light Source Color - BLUE	 , 08/05/2024,16:41:41
7, 279,101,18,248
7, 279,101,20,391
7, 279,101,20,391
7, 279,101,20,391
7, 279,101,20,391
7, 279,101,20,391
7, 279,101,20,391
7, 279,101,20,391
7, 279,102,20,391
7, 279,102,20,391
7, 279,101,20,391
7, 279,102,20,391
Light Source Color - OFF	 , 08/05/2024,16:41:46
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
Light Source Color - WHITE	 , 08/05/2024,16:41:52
9, 249,221,290,732
9, 378,331,432,1098
9, 377,331,430,1096
9, 377,331,429,1094
9, 377,331,428,1093
9, 377,331,427,1092
9, 377,331,427,1091
9, 376,331,426,1091
9, 376,331,426,1090
9, 376,331,425,1089
9, 376,331,425,1089
9, 376,331,424,1088
Light Source Color - OFF	 , 08/05/2024,16:41:58
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
Light Source Color - RED	 , 08/05/2024,16:42:04
11, 50,33,400,445
11, 50,32,398,443
11, 50,32,398,443
11, 50,32,397,442
11, 50,32,397,442
11, 50,32,397,442
11, 50,32,397,442
11, 50,32,397,442
11, 50,32,397,442
11, 50,32,396,441
11, 50,32,396,441
11, 50,32,396,441
Light Source Color - OFF	 , 08/05/2024,16:42:10
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
Light Source Color - GREEN	 , 08/05/2024,16:42:16
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
13, 90,240,50,386
Light Source Color - OFF	 , 08/05/2024,16:42:21
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
Light Source Color - BLUE	 , 08/05/2024,16:42:27
15, 279,101,20,391
15, 279,101,20,391
15, 279,101,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 279,102,20,391
15, 278,102,20,391
Light Source Color - OFF	 , 08/05/2024,16:42:33
