C_154ms_1x_0  :  Time_154ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 19,34,42,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
Light Source Color - WHITE	 , 08/05/2024,15:41:46
1, 19,34,41,99
1, 1215,1049,1276,3406
1, 1214,1048,1270,3397
1, 1213,1048,1267,3393
1, 1212,1047,1263,3388
1, 1212,1047,1261,3386
1, 1211,1047,1259,3383
1, 1211,1047,1256,3380
1, 1211,1047,1255,3378
1, 1210,1046,1253,3376
Light Source Color - OFF	 , 08/05/2024,15:41:51
2, 1210,1046,1251,3373
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
Light Source Color - RED	 , 08/05/2024,15:41:57
3, 62,53,428,508
3, 145,91,1169,1294
3, 145,91,1167,1292
3, 145,91,1166,1290
3, 145,91,1165,1289
3, 145,91,1164,1289
3, 145,91,1164,1288
3, 145,90,1163,1287
3, 144,90,1163,1287
3, 144,90,1162,1287
Light Source Color - OFF	 , 08/05/2024,15:42:03
4, 144,90,1162,1286
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
Light Source Color - GREEN	 , 08/05/2024,15:42:08
5, 146,380,93,628
5, 281,750,148,1194
5, 281,749,148,1193
5, 281,749,148,1193
5, 281,749,148,1193
5, 281,749,148,1192
5, 281,749,148,1193
5, 281,749,148,1192
5, 281,749,148,1192
5, 280,749,148,1192
Light Source Color - OFF	 , 08/05/2024,15:42:14
6, 270,719,143,1147
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
Light Source Color - BLUE	 , 08/05/2024,15:42:19
7, 19,34,41,99
7, 905,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1247
7, 904,323,53,1246
Light Source Color - OFF	 , 08/05/2024,15:42:25
8, 742,270,51,1037
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
Light Source Color - WHITE	 , 08/05/2024,15:42:31
9, 19,34,41,99
9, 1214,1049,1271,3399
9, 1213,1048,1265,3391
9, 1212,1048,1262,3387
9, 1211,1047,1259,3383
9, 1211,1047,1256,3380
9, 1210,1047,1254,3377
9, 1210,1046,1252,3374
9, 1210,1046,1250,3372
9, 1209,1046,1249,3370
Light Source Color - OFF	 , 08/05/2024,15:42:36
10, 1209,1046,1247,3368
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
Light Source Color - RED	 , 08/05/2024,15:42:42
11, 58,51,389,467
11, 145,91,1165,1290
11, 144,90,1163,1287
11, 144,90,1162,1286
11, 144,90,1161,1285
11, 144,90,1160,1284
11, 144,90,1160,1284
11, 144,90,1159,1283
11, 144,90,1159,1283
11, 144,90,1158,1282
Light Source Color - OFF	 , 08/05/2024,15:42:48
12, 144,90,1158,1282
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
Light Source Color - GREEN	 , 08/05/2024,15:42:53
13, 125,322,84,541
13, 281,749,148,1193
13, 281,749,148,1192
13, 281,749,148,1192
13, 280,749,148,1192
13, 280,749,148,1192
13, 280,748,148,1192
13, 280,748,148,1192
13, 280,748,148,1192
13, 280,748,148,1191
Light Source Color - OFF	 , 08/05/2024,15:42:59
14, 280,748,148,1191
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
Light Source Color - BLUE	 , 08/05/2024,15:43:04
15, 409,161,47,604
15, 904,323,53,1247
15, 904,323,53,1246
15, 904,323,53,1247
15, 904,323,53,1247
15, 904,323,53,1246
15, 904,323,53,1247
15, 904,323,53,1246
15, 904,323,53,1246
15, 904,323,53,1246
Light Source Color - OFF	 , 08/05/2024,15:43:10
