D_120ms_1x_0  :  Time_120ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
Light Source Color - WHITE	 , 08/05/2024,16:37:18
1, 129,124,160,403
1, 763,668,864,2208
1, 762,668,861,2204
1, 761,667,858,2200
1, 761,667,856,2198
1, 761,667,855,2196
1, 760,667,853,2194
1, 760,667,852,2192
1, 760,666,851,2191
1, 759,666,850,2189
Light Source Color - OFF	 , 08/05/2024,16:37:24
2, 462,411,523,1346
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
Light Source Color - RED	 , 08/05/2024,16:37:30
3, 84,58,655,738
3, 100,65,797,887
3, 100,65,796,886
3, 100,65,795,885
3, 100,65,794,885
3, 100,65,794,884
3, 100,65,794,884
3, 100,65,793,883
3, 100,65,793,883
3, 100,65,793,883
3, 100,65,792,882
Light Source Color - OFF	 , 08/05/2024,16:37:36
4, 75,54,571,648
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
Light Source Color - GREEN	 , 08/05/2024,16:37:42
5, 141,374,84,610
5, 180,481,100,773
5, 180,481,100,773
5, 180,480,100,772
5, 180,480,100,772
5, 180,480,100,772
5, 180,480,100,772
5, 180,480,100,772
5, 180,480,100,772
5, 180,480,100,772
5, 179,480,100,772
Light Source Color - OFF	 , 08/05/2024,16:37:48
6, 142,376,85,613
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
Light Source Color - BLUE	 , 08/05/2024,16:37:54
7, 389,148,37,563
7, 559,203,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
7, 559,204,40,783
Light Source Color - OFF	 , 08/05/2024,16:38:00
8, 482,179,39,684
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
Light Source Color - WHITE	 , 08/05/2024,16:38:06
9, 481,426,553,1407
9, 762,668,862,2206
9, 761,667,858,2200
9, 761,667,856,2198
9, 760,667,854,2195
9, 760,667,853,2193
9, 760,667,851,2191
9, 759,666,850,2190
9, 759,666,849,2188
9, 759,666,848,2187
Light Source Color - OFF	 , 08/05/2024,16:38:11
10, 759,666,847,2185
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
Light Source Color - RED	 , 08/05/2024,16:38:17
11, 30,33,164,216
11, 100,65,795,885
11, 100,65,794,884
11, 100,65,793,883
11, 100,65,793,883
11, 100,65,792,882
11, 100,65,792,882
11, 100,65,792,881
11, 100,65,791,881
11, 100,65,791,881
11, 100,65,791,881
Light Source Color - OFF	 , 08/05/2024,16:38:23
12, 42,39,278,337
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
Light Source Color - GREEN	 , 08/05/2024,16:38:29
13, 48,118,46,218
13, 180,481,100,773
13, 180,480,100,772
13, 180,480,100,772
13, 180,480,100,772
13, 180,480,100,772
13, 179,480,100,772
13, 179,480,100,772
13, 179,480,100,772
13, 179,480,100,772
13, 179,480,100,772
Light Source Color - OFF	 , 08/05/2024,16:38:35
14, 65,166,53,291
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
Light Source Color - BLUE	 , 08/05/2024,16:38:41
15, 98,53,33,184
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
15, 559,204,40,783
Light Source Color - OFF	 , 08/05/2024,16:38:47
