A_180ms_1x_0  :  Time_180ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
0, 22,38,47,113
Light Source Color - WHITE	 , 08/05/2024,14:24:41
1, 96,101,120,314
1, 1114,960,1109,3069
1, 1113,959,1104,3063
1, 1113,959,1100,3058
1, 1112,959,1097,3054
1, 1111,958,1094,3050
1, 1111,958,1092,3048
1, 1111,958,1090,3046
1, 1110,958,1089,3044
1, 1110,958,1087,3042
Light Source Color - OFF	 , 08/05/2024,14:24:46
2, 796,693,786,2196
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
2, 22,38,47,113
Light Source Color - RED	 , 08/05/2024,14:24:52
3, 22,38,47,113
3, 131,87,1011,1134
3, 131,87,1009,1131
3, 131,87,1008,1130
3, 131,87,1007,1129
3, 131,87,1006,1129
3, 130,87,1006,1128
3, 130,87,1005,1127
3, 130,87,1005,1127
3, 130,87,1004,1126
Light Source Color - OFF	 , 08/05/2024,14:24:58
4, 130,87,1004,1126
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
4, 22,38,47,113
Light Source Color - GREEN	 , 08/05/2024,14:25:03
5, 81,198,70,357
5, 260,686,143,1107
5, 259,686,143,1106
5, 259,686,143,1106
5, 259,686,143,1106
5, 259,686,143,1105
5, 259,686,143,1105
5, 259,685,143,1105
5, 259,685,143,1105
5, 259,685,143,1105
Light Source Color - OFF	 , 08/05/2024,14:25:09
6, 259,685,143,1105
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
6, 22,38,47,113
Light Source Color - BLUE	 , 08/05/2024,14:25:15
7, 22,38,47,113
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
7, 844,309,58,1182
Light Source Color - OFF	 , 08/05/2024,14:25:20
8, 640,242,55,917
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
8, 22,38,47,113
Light Source Color - WHITE	 , 08/05/2024,14:25:26
9, 22,38,47,113
9, 1116,961,1103,3067
9, 1115,961,1097,3059
9, 1114,960,1094,3054
9, 1113,960,1091,3050
9, 1113,960,1088,3047
9, 1112,959,1086,3044
9, 1112,959,1084,3042
9, 1111,959,1082,3040
9, 1111,959,1081,3038
Light Source Color - OFF	 , 08/05/2024,14:25:32
10, 868,753,849,2384
10, 22,38,47,112
10, 22,38,47,113
10, 22,38,47,113
10, 22,38,47,113
10, 22,38,47,113
10, 22,38,47,113
10, 22,38,47,113
10, 22,38,47,113
10, 22,38,47,113
Light Source Color - RED	 , 08/05/2024,14:25:37
11, 22,38,47,113
11, 131,87,1005,1128
11, 130,87,1004,1126
11, 130,87,1002,1124
11, 130,87,1002,1123
11, 130,87,1001,1123
11, 130,87,1000,1122
11, 130,87,1000,1122
11, 130,87,999,1121
11, 130,87,999,1121
Light Source Color - OFF	 , 08/05/2024,14:25:43
12, 130,87,999,1120
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
12, 22,38,47,113
Light Source Color - GREEN	 , 08/05/2024,14:25:49
13, 70,170,66,314
13, 259,686,143,1106
13, 259,686,143,1105
13, 259,685,143,1105
13, 259,685,143,1105
13, 259,685,143,1104
13, 259,685,143,1104
13, 259,685,143,1104
13, 259,685,143,1104
13, 259,685,143,1104
Light Source Color - OFF	 , 08/05/2024,14:25:54
14, 259,685,143,1104
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
14, 22,38,47,113
Light Source Color - BLUE	 , 08/05/2024,14:26:00
15, 22,38,47,113
15, 844,309,58,1182
15, 844,309,58,1182
15, 844,309,58,1182
15, 844,309,58,1182
15, 843,309,58,1182
15, 843,309,58,1182
15, 843,309,58,1182
15, 843,309,58,1182
15, 843,309,58,1181
Light Source Color - OFF	 , 08/05/2024,14:26:06
