B_154ms_1x_0  :  Time_154ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
Light Source Color - WHITE	 , 08/05/2024,15:16:54
1, 24,38,47,114
1, 1181,1058,1389,3485
1, 1180,1058,1384,3478
1, 1179,1057,1379,3472
1, 1178,1057,1376,3468
1, 1178,1057,1373,3464
1, 1177,1056,1370,3461
1, 1177,1056,1368,3459
1, 1176,1056,1366,3456
1, 1176,1056,1364,3454
Light Source Color - OFF	 , 08/05/2024,15:16:59
2, 613,558,720,1820
2, 19,33,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
Light Source Color - RED	 , 08/05/2024,15:17:05
3, 70,57,495,580
3, 158,96,1279,1410
3, 157,96,1276,1407
3, 157,96,1275,1406
3, 157,96,1274,1405
3, 157,96,1273,1404
3, 157,96,1273,1403
3, 157,96,1272,1403
3, 157,96,1272,1402
3, 157,96,1271,1402
Light Source Color - OFF	 , 08/05/2024,15:17:10
4, 115,77,896,1004
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
Light Source Color - GREEN	 , 08/05/2024,15:17:16
5, 80,203,67,357
5, 286,774,153,1229
5, 286,773,153,1229
5, 285,773,153,1228
5, 285,773,153,1228
5, 285,773,153,1228
5, 285,773,153,1228
5, 285,773,153,1228
5, 285,773,153,1228
5, 285,773,153,1228
Light Source Color - OFF	 , 08/05/2024,15:17:21
6, 250,674,138,1077
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
Light Source Color - BLUE	 , 08/05/2024,15:17:27
7, 59,47,42,150
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
7, 861,311,53,1193
Light Source Color - OFF	 , 08/05/2024,15:17:33
8, 861,311,53,1193
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
Light Source Color - WHITE	 , 08/05/2024,15:17:38
9, 19,34,41,99
9, 1180,1058,1384,3479
9, 1179,1057,1379,3472
9, 1178,1057,1374,3466
9, 1177,1056,1370,3461
9, 1176,1056,1368,3459
9, 1176,1056,1365,3455
9, 1176,1056,1364,3453
9, 1175,1055,1361,3450
9, 1174,1055,1359,3447
Light Source Color - OFF	 , 08/05/2024,15:17:44
10, 823,745,958,2429
10, 19,33,41,98
10, 19,33,41,99
10, 19,33,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
Light Source Color - RED	 , 08/05/2024,15:17:49
11, 41,44,239,308
11, 157,96,1275,1406
11, 157,96,1273,1403
11, 157,96,1271,1402
11, 157,96,1270,1401
11, 157,96,1270,1400
11, 157,96,1269,1400
11, 157,96,1268,1399
11, 157,96,1268,1399
11, 157,96,1268,1398
Light Source Color - OFF	 , 08/05/2024,15:17:55
12, 153,94,1234,1363
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
Light Source Color - GREEN	 , 08/05/2024,15:18:00
13, 19,34,41,99
13, 285,773,153,1228
13, 285,773,153,1228
13, 285,773,153,1228
13, 285,773,153,1228
13, 285,773,153,1227
13, 285,773,153,1227
13, 285,773,153,1227
13, 285,772,153,1227
13, 285,773,153,1227
Light Source Color - OFF	 , 08/05/2024,15:18:06
14, 285,772,153,1227
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
Light Source Color - BLUE	 , 08/05/2024,15:18:12
15, 19,34,41,99
15, 861,311,53,1193
15, 861,311,53,1193
15, 861,311,53,1193
15, 861,311,53,1193
15, 861,311,53,1193
15, 861,311,53,1192
15, 861,311,53,1193
15, 861,311,53,1193
15, 861,311,53,1193
Light Source Color - OFF	 , 08/05/2024,15:18:17
