BLACK_101ms_1x_0  :  Time_101ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 12,22,16,38
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
Light Source Color - WHITE	 , 08/05/2024,18:53:46
1, 291,255,231,764
1, 334,291,261,870
1, 333,291,260,868
1, 333,291,259,867
1, 333,291,259,866
1, 333,291,258,866
1, 333,291,258,865
1, 333,291,257,864
1, 333,291,257,864
1, 333,291,257,864
Light Source Color - OFF	 , 08/05/2024,18:53:52
2, 12,22,26,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
Light Source Color - RED	 , 08/05/2024,18:53:58
3, 34,32,225,274
3, 35,32,234,284
3, 35,32,233,283
3, 35,32,233,283
3, 35,32,233,283
3, 35,32,233,283
3, 35,32,233,283
3, 35,32,233,283
3, 35,32,233,283
3, 35,32,233,282
Light Source Color - OFF	 , 08/05/2024,18:54:03
4, 15,23,48,87
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
Light Source Color - GREEN	 , 08/05/2024,18:54:09
5, 71,181,49,309
5, 84,216,53,364
5, 84,216,53,364
5, 84,216,53,364
5, 84,216,53,364
5, 84,216,53,364
5, 83,216,53,364
5, 83,216,53,364
5, 83,216,53,364
5, 83,216,53,364
Light Source Color - OFF	 , 08/05/2024,18:54:15
6, 14,25,27,69
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
Light Source Color - BLUE	 , 08/05/2024,18:54:20
7, 253,99,30,378
7, 270,105,30,400
7, 270,105,30,400
7, 270,105,30,400
7, 270,105,30,400
7, 270,105,30,400
7, 270,105,30,400
7, 270,105,30,399
7, 270,105,30,399
7, 270,105,30,399
Light Source Color - OFF	 , 08/05/2024,18:54:26
8, 50,34,27,113
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
Light Source Color - WHITE	 , 08/05/2024,18:54:32
9, 235,208,189,621
9, 334,291,260,868
9, 333,291,259,866
9, 333,291,258,865
9, 333,291,257,865
9, 333,291,257,864
9, 333,291,257,863
9, 333,291,256,863
9, 332,291,256,863
9, 332,291,256,862
Light Source Color - OFF	 , 08/05/2024,18:54:37
10, 71,71,68,210
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
Light Source Color - RED	 , 08/05/2024,18:54:43
11, 27,28,160,206
11, 35,32,233,283
11, 35,32,232,282
11, 35,32,232,282
11, 35,32,232,282
11, 35,32,232,282
11, 35,32,232,282
11, 35,32,232,281
11, 35,32,232,281
11, 35,32,232,281
Light Source Color - OFF	 , 08/05/2024,18:54:48
12, 25,27,138,183
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
Light Source Color - GREEN	 , 08/05/2024,18:54:54
13, 84,216,53,364
13, 84,216,53,364
13, 84,216,53,364
13, 83,216,53,364
13, 83,216,53,364
13, 83,216,53,364
13, 83,216,53,364
13, 83,216,53,364
13, 83,216,53,364
13, 83,216,53,364
Light Source Color - OFF	 , 08/05/2024,18:55:00
14, 56,142,43,249
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
Light Source Color - BLUE	 , 08/05/2024,18:55:05
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
15, 270,105,30,400
Light Source Color - OFF	 , 08/05/2024,18:55:11
