C_101ms_1x_0  :  Time_101ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 13,22,16,39
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
Light Source Color - WHITE	 , 08/05/2024,15:38:16
1, 605,525,644,1708
1, 799,690,840,2240
1, 798,689,837,2236
1, 798,689,834,2233
1, 797,689,832,2230
1, 797,689,831,2228
1, 797,688,829,2227
1, 797,688,828,2225
1, 796,688,827,2224
1, 796,688,826,2222
1, 796,688,825,2221
Light Source Color - OFF	 , 08/05/2024,15:38:21
2, 760,658,788,2123
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
Light Source Color - RED	 , 08/05/2024,15:38:27
3, 25,28,142,187
3, 95,60,770,852
3, 95,60,769,851
3, 95,60,768,850
3, 95,60,767,849
3, 95,60,767,849
3, 95,60,766,848
3, 95,60,766,848
3, 95,60,766,848
3, 95,59,766,848
3, 95,59,765,847
Light Source Color - OFF	 , 08/05/2024,15:38:33
4, 72,49,564,633
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
Light Source Color - GREEN	 , 08/05/2024,15:38:38
5, 89,232,58,386
5, 185,493,97,785
5, 185,493,97,784
5, 185,493,97,784
5, 185,492,97,784
5, 185,492,97,784
5, 184,492,97,784
5, 184,492,97,784
5, 184,492,97,784
5, 184,492,97,784
5, 184,492,97,784
Light Source Color - OFF	 , 08/05/2024,15:38:44
6, 76,196,53,331
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
Light Source Color - BLUE	 , 08/05/2024,15:38:49
7, 425,157,33,600
7, 595,212,35,820
7, 595,212,35,820
7, 595,212,35,820
7, 595,212,35,820
7, 595,212,35,820
7, 595,212,35,820
7, 595,212,35,820
7, 594,212,35,820
7, 594,212,35,820
7, 594,212,35,820
Light Source Color - OFF	 , 08/05/2024,15:38:55
8, 594,212,35,819
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
Light Source Color - WHITE	 , 08/05/2024,15:39:00
9, 38,44,54,136
9, 798,689,838,2236
9, 797,689,834,2231
9, 797,688,831,2228
9, 796,688,830,2226
9, 796,688,828,2224
9, 796,688,827,2222
9, 796,688,825,2220
9, 795,688,824,2219
9, 795,688,823,2218
9, 795,688,822,2217
Light Source Color - OFF	 , 08/05/2024,15:39:06
10, 461,403,482,1297
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
Light Source Color - RED	 , 08/05/2024,15:39:12
11, 53,40,389,449
11, 95,60,767,849
11, 95,60,766,848
11, 95,59,765,847
11, 95,59,765,847
11, 95,59,764,846
11, 95,59,764,846
11, 95,59,764,845
11, 95,59,764,845
11, 95,59,763,845
11, 95,59,763,845
Light Source Color - OFF	 , 08/05/2024,15:39:17
12, 41,35,284,337
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
Light Source Color - GREEN	 , 08/05/2024,15:39:23
13, 148,391,82,629
13, 185,493,97,784
13, 185,493,97,784
13, 184,492,97,784
13, 184,492,97,784
13, 184,492,97,784
13, 184,492,97,784
13, 184,492,97,784
13, 184,492,97,784
13, 184,492,97,783
13, 184,492,97,784
Light Source Color - OFF	 , 08/05/2024,15:39:29
14, 184,492,97,783
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
Light Source Color - BLUE	 , 08/05/2024,15:39:34
15, 35,29,28,94
15, 595,212,35,820
15, 595,212,35,820
15, 594,212,35,820
15, 594,212,35,820
15, 594,212,35,820
15, 594,212,35,820
15, 594,212,35,819
15, 594,212,35,819
15, 594,212,35,819
15, 594,212,35,819
Light Source Color - OFF	 , 08/05/2024,15:39:40
