E_101ms_1x_0  :  Time_101ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 13,22,16,39
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
0, 13,22,27,65
Light Source Color - WHITE	 , 08/05/2024,17:03:53
1, 499,442,589,1474
1, 665,585,775,1950
1, 664,585,772,1946
1, 664,585,770,1944
1, 663,585,768,1942
1, 663,585,767,1940
1, 663,585,766,1939
1, 663,585,765,1937
1, 663,585,764,1936
1, 662,585,763,1935
1, 662,585,762,1934
Light Source Color - OFF	 , 08/05/2024,17:03:59
2, 246,225,291,738
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
2, 13,22,27,65
Light Source Color - RED	 , 08/05/2024,17:04:05
3, 38,34,262,314
3, 88,57,714,794
3, 88,57,713,793
3, 87,57,712,792
3, 87,57,711,791
3, 87,57,711,791
3, 87,57,711,790
3, 87,57,710,790
3, 87,57,710,790
3, 87,57,710,789
3, 87,57,709,789
Light Source Color - OFF	 , 08/05/2024,17:04:10
4, 78,52,624,698
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
4, 13,22,27,65
Light Source Color - GREEN	 , 08/05/2024,17:04:16
5, 147,390,81,627
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
5, 161,429,87,687
Light Source Color - OFF	 , 08/05/2024,17:04:22
6, 62,158,47,272
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
6, 13,22,27,65
Light Source Color - BLUE	 , 08/05/2024,17:04:28
7, 168,72,29,266
7, 493,178,34,688
7, 493,178,34,688
7, 493,178,34,688
7, 492,178,34,687
7, 492,178,34,687
7, 492,178,34,688
7, 492,178,34,688
7, 492,178,34,687
7, 492,178,34,687
7, 492,178,34,687
Light Source Color - OFF	 , 08/05/2024,17:04:34
8, 456,166,33,641
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
8, 13,22,27,65
Light Source Color - WHITE	 , 08/05/2024,17:04:40
9, 553,489,644,1623
9, 663,585,766,1939
9, 663,585,763,1936
9, 662,585,761,1933
9, 662,585,759,1931
9, 662,585,757,1929
9, 662,585,756,1928
9, 661,584,755,1926
9, 661,584,754,1925
9, 661,584,754,1924
9, 661,584,753,1923
Light Source Color - OFF	 , 08/05/2024,17:04:46
10, 191,177,227,576
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
10, 13,22,27,65
Light Source Color - RED	 , 08/05/2024,17:04:51
11, 42,36,299,353
11, 87,56,706,785
11, 87,56,705,784
11, 87,56,704,783
11, 87,56,703,782
11, 87,56,703,782
11, 87,56,703,781
11, 87,56,702,781
11, 87,56,702,781
11, 87,56,702,780
11, 87,56,701,780
Light Source Color - OFF	 , 08/05/2024,17:04:57
12, 77,52,611,684
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
12, 13,22,27,65
Light Source Color - GREEN	 , 08/05/2024,17:05:03
13, 142,377,80,607
13, 160,429,87,687
13, 160,429,87,687
13, 160,428,87,686
13, 160,428,87,686
13, 160,428,87,686
13, 160,428,87,686
13, 160,428,87,686
13, 160,428,87,686
13, 160,428,87,686
13, 160,428,87,686
Light Source Color - OFF	 , 08/05/2024,17:05:09
14, 72,186,51,315
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
14, 13,22,27,65
Light Source Color - BLUE	 , 08/05/2024,17:05:15
15, 122,58,29,207
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
15, 492,178,34,687
Light Source Color - OFF	 , 08/05/2024,17:05:21
