RER_101ms_1x_0  :  Time_101ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 12,22,32,76
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
0, 12,22,27,64
Light Source Color - WHITE	 , 08/05/2024,18:36:31
1, 342,301,505,1108
1, 341,300,501,1102
1, 340,300,498,1099
1, 340,300,497,1098
1, 340,300,496,1096
1, 340,300,495,1095
1, 339,299,494,1094
1, 339,299,493,1092
1, 339,299,492,1092
1, 339,299,492,1091
Light Source Color - OFF	 , 08/05/2024,18:36:36
2, 89,87,136,305
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
2, 12,22,27,64
Light Source Color - RED	 , 08/05/2024,18:36:42
3, 62,44,473,537
3, 62,44,471,535
3, 62,44,471,534
3, 62,44,470,534
3, 62,44,470,533
3, 62,44,470,533
3, 62,44,469,533
3, 62,44,469,533
3, 62,44,469,532
3, 62,44,469,532
Light Source Color - OFF	 , 08/05/2024,18:36:47
4, 28,29,166,212
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
4, 12,22,27,64
Light Source Color - GREEN	 , 08/05/2024,18:36:53
5, 82,217,57,368
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
5, 82,217,57,367
Light Source Color - OFF	 , 08/05/2024,18:36:59
6, 31,75,35,146
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
6, 12,22,27,64
Light Source Color - BLUE	 , 08/05/2024,18:37:04
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
7, 243,96,30,366
Light Source Color - OFF	 , 08/05/2024,18:37:10
8, 115,55,28,198
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
8, 12,22,27,64
Light Source Color - WHITE	 , 08/05/2024,18:37:15
9, 341,301,502,1104
9, 340,300,497,1098
9, 340,300,495,1095
9, 339,300,494,1093
9, 339,299,493,1092
9, 339,299,491,1091
9, 339,299,491,1090
9, 339,299,490,1089
9, 338,299,489,1088
9, 338,299,488,1087
Light Source Color - OFF	 , 08/05/2024,18:37:21
10, 130,122,194,434
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
10, 12,22,27,64
Light Source Color - RED	 , 08/05/2024,18:37:27
11, 62,44,470,534
11, 62,44,469,532
11, 62,44,468,531
11, 62,44,467,531
11, 62,44,467,530
11, 62,44,467,530
11, 62,44,467,530
11, 62,44,467,530
11, 61,44,466,530
11, 61,44,466,529
Light Source Color - OFF	 , 08/05/2024,18:37:32
12, 38,33,258,309
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
12, 12,22,27,64
Light Source Color - GREEN	 , 08/05/2024,18:37:38
13, 76,199,54,339
13, 82,217,57,367
13, 82,217,57,367
13, 82,217,57,367
13, 82,217,57,367
13, 82,216,57,367
13, 82,216,57,367
13, 82,216,57,367
13, 82,216,57,367
13, 82,216,57,367
Light Source Color - OFF	 , 08/05/2024,18:37:43
14, 45,114,41,207
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
14, 12,22,27,64
Light Source Color - BLUE	 , 08/05/2024,18:37:49
15, 225,91,30,343
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
15, 243,96,30,366
Light Source Color - OFF	 , 08/05/2024,18:37:54
