E_50ms_1x_0  :  Time_50ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 6,11,6,15
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
0, 6,11,14,33
Light Source Color - WHITE	 , 08/05/2024,16:53:22
1, 332,293,378,966
1, 331,293,375,962
1, 331,293,373,960
1, 331,292,372,958
1, 331,292,371,957
1, 330,292,371,956
1, 330,292,370,956
1, 330,292,369,955
1, 330,292,369,955
1, 330,292,369,954
1, 330,292,368,953
1, 330,292,368,953
Light Source Color - OFF	 , 08/05/2024,16:53:28
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,33
2, 6,11,14,33
2, 6,11,14,33
2, 6,11,14,33
Light Source Color - RED	 , 08/05/2024,16:53:33
3, 43,28,346,365
3, 43,28,345,383
3, 43,28,344,383
3, 43,28,344,383
3, 43,28,344,382
3, 43,28,343,382
3, 43,28,343,382
3, 43,28,343,382
3, 43,28,343,382
3, 43,28,343,382
3, 43,28,343,381
3, 43,28,343,381
Light Source Color - OFF	 , 08/05/2024,16:53:39
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,33
4, 6,11,14,33
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
Light Source Color - GREEN	 , 08/05/2024,16:53:45
5, 80,214,44,343
5, 80,214,44,342
5, 80,214,44,342
5, 80,214,44,342
5, 80,214,44,342
5, 80,214,44,342
5, 80,213,44,342
5, 80,213,44,342
5, 80,213,44,342
5, 80,213,44,342
5, 80,213,44,342
5, 80,213,44,342
Light Source Color - OFF	 , 08/05/2024,16:53:50
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,33
6, 6,11,14,32
6, 6,11,14,33
6, 6,11,14,33
6, 6,11,14,33
6, 6,11,14,33
Light Source Color - BLUE	 , 08/05/2024,16:53:56
7, 246,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
7, 245,89,17,343
Light Source Color - OFF	 , 08/05/2024,16:54:02
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,33
8, 6,11,14,33
8, 6,11,14,33
8, 6,11,14,33
8, 6,11,14,33
8, 6,11,14,33
8, 6,11,14,33
Light Source Color - WHITE	 , 08/05/2024,16:54:08
9, 331,292,375,961
9, 331,293,373,960
9, 331,293,371,958
9, 331,292,370,957
9, 330,292,370,956
9, 330,292,369,955
9, 330,292,368,954
9, 330,292,368,953
9, 330,292,368,953
9, 330,292,367,952
9, 330,292,367,952
9, 330,292,366,951
Light Source Color - OFF	 , 08/05/2024,16:54:13
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
Light Source Color - RED	 , 08/05/2024,16:54:19
11, 43,28,344,383
11, 43,28,343,382
11, 43,28,343,381
11, 43,28,342,381
11, 43,28,342,381
11, 43,28,342,381
11, 43,28,342,380
11, 43,28,342,380
11, 43,28,342,380
11, 43,28,342,380
11, 43,28,341,380
11, 43,28,341,380
Light Source Color - OFF	 , 08/05/2024,16:54:25
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,33
12, 6,11,14,33
12, 6,11,14,33
12, 6,11,14,32
12, 6,11,14,33
12, 6,11,14,32
Light Source Color - GREEN	 , 08/05/2024,16:54:30
13, 80,214,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
13, 80,213,44,342
Light Source Color - OFF	 , 08/05/2024,16:54:36
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,33
14, 6,11,14,32
14, 6,11,14,32
Light Source Color - BLUE	 , 08/05/2024,16:54:42
15, 246,86,17,331
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
15, 245,89,17,343
Light Source Color - OFF	 , 08/05/2024,16:54:48
