C_120ms_1x_0  :  Time_120ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 15,26,32,78
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
0, 15,26,32,77
Light Source Color - WHITE	 , 08/05/2024,15:39:59
1, 15,26,32,77
1, 952,821,999,2666
1, 951,821,995,2661
1, 950,820,993,2658
1, 949,820,990,2654
1, 949,820,988,2652
1, 949,820,987,2650
1, 948,819,985,2648
1, 948,819,984,2646
1, 948,819,982,2644
1, 947,819,981,2643
Light Source Color - OFF	 , 08/05/2024,15:40:05
2, 779,676,809,2180
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
2, 15,26,32,77
Light Source Color - RED	 , 08/05/2024,15:40:11
3, 18,28,64,110
3, 113,71,916,1014
3, 113,71,914,1012
3, 113,71,913,1011
3, 113,71,913,1010
3, 113,71,912,1010
3, 113,71,912,1009
3, 113,71,911,1009
3, 113,71,911,1008
3, 113,71,911,1008
3, 113,71,910,1008
Light Source Color - OFF	 , 08/05/2024,15:40:16
4, 113,71,910,1007
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
4, 15,26,32,77
Light Source Color - GREEN	 , 08/05/2024,15:40:22
5, 15,26,32,77
5, 220,587,115,934
5, 220,586,115,934
5, 220,586,115,934
5, 220,586,115,933
5, 220,586,115,933
5, 220,586,115,933
5, 220,586,115,933
5, 220,586,115,933
5, 220,586,115,933
5, 220,586,115,933
Light Source Color - OFF	 , 08/05/2024,15:40:28
6, 219,586,115,933
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
6, 15,26,32,77
Light Source Color - BLUE	 , 08/05/2024,15:40:34
7, 15,26,32,77
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
7, 708,253,42,976
Light Source Color - OFF	 , 08/05/2024,15:40:40
8, 252,104,36,385
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
8, 15,26,32,77
Light Source Color - WHITE	 , 08/05/2024,15:40:45
9, 525,459,561,1489
9, 951,821,996,2662
9, 950,820,992,2657
9, 949,820,989,2652
9, 949,820,987,2650
9, 948,819,984,2646
9, 948,819,983,2645
9, 947,819,981,2643
9, 947,819,980,2641
9, 947,819,979,2639
9, 947,819,978,2638
Light Source Color - OFF	 , 08/05/2024,15:40:51
10, 946,819,977,2636
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
10, 15,26,32,77
Light Source Color - RED	 , 08/05/2024,15:40:57
11, 69,51,519,593
11, 113,71,912,1010
11, 113,71,911,1008
11, 113,71,910,1007
11, 113,71,909,1007
11, 113,71,909,1006
11, 113,71,908,1006
11, 113,71,908,1005
11, 113,71,908,1005
11, 113,71,908,1005
11, 113,71,907,1004
Light Source Color - OFF	 , 08/05/2024,15:41:03
12, 68,50,510,583
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
12, 15,26,32,77
Light Source Color - GREEN	 , 08/05/2024,15:41:09
13, 84,214,60,364
13, 220,586,115,934
13, 220,586,115,933
13, 220,586,115,933
13, 219,586,115,933
13, 219,586,115,933
13, 219,586,115,933
13, 219,586,115,933
13, 219,586,115,933
13, 219,586,115,932
13, 219,586,115,932
Light Source Color - OFF	 , 08/05/2024,15:41:15
14, 219,586,115,932
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
14, 15,26,32,77
Light Source Color - BLUE	 , 08/05/2024,15:41:20
15, 15,26,32,77
15, 708,253,42,976
15, 708,253,42,976
15, 708,253,42,976
15, 706,252,42,974
15, 706,252,42,974
15, 706,252,42,974
15, 706,252,42,974
15, 706,252,42,974
15, 706,252,42,974
15, 706,252,42,974
Light Source Color - OFF	 , 08/05/2024,15:41:26
