A_154ms_1x_0  :  Time_154ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
0, 19,33,40,96
Light Source Color - WHITE	 , 08/05/2024,14:22:40
1, 19,33,40,96
1, 966,829,948,2645
1, 964,828,942,2637
1, 963,827,939,2633
1, 962,827,936,2628
1, 962,827,935,2626
1, 961,826,933,2623
1, 961,826,931,2621
1, 961,826,930,2619
1, 960,826,928,2618
1, 960,825,927,2616
Light Source Color - OFF	 , 08/05/2024,14:22:46
2, 882,760,853,2407
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
2, 19,33,40,96
Light Source Color - RED	 , 08/05/2024,14:22:52
3, 19,33,40,96
3, 112,74,862,967
3, 112,74,861,965
3, 111,74,859,964
3, 111,74,859,963
3, 111,74,858,963
3, 111,74,858,962
3, 111,74,857,962
3, 111,74,857,961
3, 111,74,857,961
3, 111,74,856,961
Light Source Color - OFF	 , 08/05/2024,14:22:58
4, 77,59,552,639
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
4, 19,33,40,96
Light Source Color - GREEN	 , 08/05/2024,14:23:04
5, 23,44,42,114
5, 220,583,121,940
5, 220,583,121,940
5, 220,583,121,939
5, 220,583,121,940
5, 220,583,121,939
5, 220,583,121,939
5, 220,583,122,940
5, 220,583,122,940
5, 220,583,122,940
5, 220,583,122,940
Light Source Color - OFF	 , 08/05/2024,14:23:10
6, 220,583,122,940
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
6, 19,33,40,96
Light Source Color - BLUE	 , 08/05/2024,14:23:16
7, 256,111,43,404
7, 716,262,49,1003
7, 716,262,49,1003
7, 715,262,49,1003
7, 716,262,49,1003
7, 716,262,49,1003
7, 716,262,49,1003
7, 716,262,49,1003
7, 716,262,49,1003
7, 716,262,49,1003
7, 716,262,49,1003
Light Source Color - OFF	 , 08/05/2024,14:23:22
8, 716,262,49,1003
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
8, 19,33,40,96
Light Source Color - WHITE	 , 08/05/2024,14:23:28
9, 19,33,40,96
9, 939,811,940,2594
9, 939,811,936,2590
9, 938,811,933,2586
9, 938,811,931,2583
9, 938,811,928,2581
9, 938,811,927,2579
9, 937,811,925,2577
9, 937,810,924,2575
9, 937,810,923,2574
9, 937,811,922,2573
Light Source Color - OFF	 , 08/05/2024,14:23:34
10, 937,811,920,2572
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
10, 19,33,40,96
Light Source Color - RED	 , 08/05/2024,14:23:40
11, 54,48,348,422
11, 111,74,858,962
11, 111,74,857,961
11, 111,74,856,960
11, 111,74,855,959
11, 111,74,854,958
11, 111,74,854,958
11, 111,74,853,957
11, 111,74,853,957
11, 111,74,853,957
11, 111,74,853,956
Light Source Color - OFF	 , 08/05/2024,14:23:46
12, 109,73,836,938
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
12, 19,33,40,96
Light Source Color - GREEN	 , 08/05/2024,14:23:52
13, 19,33,40,96
13, 221,585,122,942
13, 221,584,122,942
13, 221,584,122,942
13, 221,584,122,942
13, 221,584,122,942
13, 221,584,122,941
13, 220,584,122,941
13, 220,584,122,941
13, 220,584,122,941
13, 220,584,122,941
Light Source Color - OFF	 , 08/05/2024,14:23:57
14, 161,420,97,690
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
14, 19,33,40,96
Light Source Color - BLUE	 , 08/05/2024,14:24:03
15, 19,33,40,96
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
15, 718,263,49,1006
Light Source Color - OFF	 , 08/05/2024,14:24:09
