BLACK_50ms_1x_0  :  Time_50ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 6,11,6,15
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
Light Source Color - WHITE	 , 08/05/2024,18:50:06
1, 167,145,132,436
1, 166,145,131,434
1, 166,145,131,434
1, 166,145,130,433
1, 166,145,130,433
1, 166,145,130,432
1, 166,145,129,432
1, 166,145,129,432
1, 166,145,129,432
1, 166,145,129,432
1, 166,145,129,431
Light Source Color - OFF	 , 08/05/2024,18:50:12
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
Light Source Color - RED	 , 08/05/2024,18:50:18
3, 17,16,118,143
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
3, 17,16,117,142
Light Source Color - OFF	 , 08/05/2024,18:50:23
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
Light Source Color - GREEN	 , 08/05/2024,18:50:29
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
5, 42,108,27,182
Light Source Color - OFF	 , 08/05/2024,18:50:35
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
Light Source Color - BLUE	 , 08/05/2024,18:50:40
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
7, 135,52,15,200
Light Source Color - OFF	 , 08/05/2024,18:50:46
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
Light Source Color - WHITE	 , 08/05/2024,18:50:51
9, 167,145,131,435
9, 166,145,130,434
9, 166,145,130,433
9, 166,145,129,432
9, 166,145,129,432
9, 166,145,129,432
9, 166,145,129,431
9, 166,145,129,431
9, 166,145,128,431
9, 166,145,128,431
9, 166,145,128,431
Light Source Color - OFF	 , 08/05/2024,18:50:57
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
Light Source Color - RED	 , 08/05/2024,18:51:03
11, 17,16,117,142
11, 17,16,117,142
11, 17,16,117,141
11, 17,16,116,141
11, 17,16,116,141
11, 17,16,116,141
11, 17,16,116,141
11, 17,16,116,141
11, 17,16,116,141
11, 17,16,116,141
11, 17,16,116,141
Light Source Color - OFF	 , 08/05/2024,18:51:08
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
Light Source Color - GREEN	 , 08/05/2024,18:51:14
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
13, 42,108,27,182
Light Source Color - OFF	 , 08/05/2024,18:51:19
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
Light Source Color - BLUE	 , 08/05/2024,18:51:25
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
15, 135,52,15,200
Light Source Color - OFF	 , 08/05/2024,18:51:31
