blank_50ms_1x_2  :  Time_50ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
Light Source Color - WHITE	 , 08/05/2024,20:32:38
1, 144,124,88,353
1, 144,124,87,352
1, 144,123,87,351
1, 144,123,87,351
1, 144,123,86,351
1, 144,123,86,350
1, 144,123,86,350
1, 144,123,86,350
1, 143,123,86,350
1, 143,123,86,350
1, 143,123,86,349
Light Source Color - OFF	 , 08/05/2024,20:32:44
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
Light Source Color - RED	 , 08/05/2024,20:32:50
3, 13,14,76,99
3, 13,14,76,99
3, 13,14,76,99
3, 13,14,76,98
3, 13,14,76,98
3, 13,14,76,98
3, 13,14,76,98
3, 13,14,76,98
3, 13,14,76,98
3, 13,14,76,98
3, 13,14,76,98
Light Source Color - OFF	 , 08/05/2024,20:32:56
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
Light Source Color - GREEN	 , 08/05/2024,20:33:02
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
5, 35,90,24,155
Light Source Color - OFF	 , 08/05/2024,20:33:08
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
Light Source Color - BLUE	 , 08/05/2024,20:33:14
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
7, 117,46,15,176
Light Source Color - OFF	 , 08/05/2024,20:33:19
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
Light Source Color - WHITE	 , 08/05/2024,20:33:25
9, 143,123,87,351
9, 143,123,87,350
9, 143,123,86,349
9, 143,123,86,349
9, 143,123,86,349
9, 143,123,86,348
9, 143,123,86,348
9, 143,123,86,348
9, 143,123,85,348
9, 143,123,85,348
9, 143,123,85,348
Light Source Color - OFF	 , 08/05/2024,20:33:31
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
Light Source Color - RED	 , 08/05/2024,20:33:37
11, 13,14,76,98
11, 13,14,76,98
11, 13,14,76,98
11, 13,14,75,98
11, 13,14,75,98
11, 13,14,75,98
11, 13,14,75,98
11, 13,14,75,98
11, 13,14,75,98
11, 13,14,75,98
11, 13,14,75,98
Light Source Color - OFF	 , 08/05/2024,20:33:43
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
Light Source Color - GREEN	 , 08/05/2024,20:33:49
13, 35,90,24,155
13, 35,90,24,155
13, 35,90,24,155
13, 35,90,24,154
13, 35,90,24,154
13, 35,90,24,154
13, 35,90,24,154
13, 35,90,24,154
13, 35,90,24,154
13, 35,90,24,154
13, 35,90,24,154
Light Source Color - OFF	 , 08/05/2024,20:33:55
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
Light Source Color - BLUE	 , 08/05/2024,20:34:01
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
15, 117,46,15,176
Light Source Color - OFF	 , 08/05/2024,20:34:07
