C_60ms_1x_0  :  Time_60ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 7,13,16,32
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
Light Source Color - WHITE	 , 08/05/2024,15:36:34
1, 189,167,205,542
1, 476,410,501,1334
1, 475,410,499,1331
1, 475,410,497,1330
1, 475,410,496,1328
1, 474,410,495,1327
1, 474,410,495,1326
1, 474,410,494,1325
1, 474,410,493,1324
1, 474,410,493,1324
1, 474,410,492,1323
1, 473,409,492,1322
Light Source Color - OFF	 , 08/05/2024,15:36:39
2, 227,200,240,644
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
Light Source Color - RED	 , 08/05/2024,15:36:45
3, 57,36,460,509
3, 57,36,459,508
3, 57,36,458,507
3, 57,35,458,506
3, 57,35,457,506
3, 57,35,457,506
3, 57,35,457,506
3, 57,35,457,506
3, 57,35,457,505
3, 57,35,456,505
3, 57,35,456,505
3, 57,35,456,505
Light Source Color - OFF	 , 08/05/2024,15:36:50
4, 9,14,32,56
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
Light Source Color - GREEN	 , 08/05/2024,15:36:56
5, 82,217,46,350
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
5, 110,293,58,467
Light Source Color - OFF	 , 08/05/2024,15:37:02
6, 70,184,42,300
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
Light Source Color - BLUE	 , 08/05/2024,15:37:07
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
7, 354,126,21,488
Light Source Color - OFF	 , 08/05/2024,15:37:13
8, 62,31,17,109
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
Light Source Color - WHITE	 , 08/05/2024,15:37:18
9, 268,234,287,761
9, 475,410,499,1331
9, 475,410,497,1329
9, 474,410,496,1327
9, 474,410,495,1326
9, 474,410,494,1324
9, 474,410,493,1323
9, 474,409,492,1323
9, 473,409,491,1322
9, 473,409,491,1321
9, 473,409,490,1320
9, 473,409,490,1320
Light Source Color - OFF	 , 08/05/2024,15:37:24
10, 131,118,142,378
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
Light Source Color - RED	 , 08/05/2024,15:37:30
11, 57,36,459,508
11, 57,35,457,506
11, 57,35,457,505
11, 57,35,456,505
11, 57,35,456,504
11, 57,35,456,504
11, 57,35,455,504
11, 56,35,455,504
11, 56,35,455,504
11, 56,35,455,503
11, 56,35,455,503
11, 56,35,455,503
Light Source Color - OFF	 , 08/05/2024,15:37:35
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
Light Source Color - GREEN	 , 08/05/2024,15:37:41
13, 81,213,46,344
13, 110,293,58,467
13, 110,293,58,467
13, 110,293,58,467
13, 110,293,58,467
13, 110,293,58,467
13, 110,293,58,467
13, 110,293,58,466
13, 110,293,58,466
13, 110,293,58,466
13, 110,293,58,466
13, 110,293,58,466
Light Source Color - OFF	 , 08/05/2024,15:37:46
14, 72,190,42,309
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
Light Source Color - BLUE	 , 08/05/2024,15:37:52
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
15, 354,126,21,488
Light Source Color - OFF	 , 08/05/2024,15:37:57
