B_180ms_1x_0  :  Time_180ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 23,39,49,116
0, 23,39,48,116
0, 23,39,48,116
0, 22,39,48,116
0, 22,39,48,116
0, 22,39,48,116
0, 22,39,48,116
0, 22,39,48,116
0, 22,39,48,116
Light Source Color - WHITE	 , 08/05/2024,15:15:08
1, 586,536,707,1762
1, 1383,1240,1628,4083
1, 1382,1239,1621,4074
1, 1381,1238,1616,4068
1, 1380,1238,1612,4063
1, 1379,1238,1608,4058
1, 1378,1237,1605,4054
1, 1378,1237,1603,4051
1, 1377,1237,1601,4048
1, 1377,1237,1599,4046
Light Source Color - OFF	 , 08/05/2024,15:15:14
2, 1377,1236,1596,4043
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
Light Source Color - RED	 , 08/05/2024,15:15:19
3, 22,39,48,116
3, 185,113,1499,1653
3, 184,113,1496,1649
3, 184,113,1494,1647
3, 184,113,1493,1646
3, 184,113,1492,1645
3, 184,113,1491,1645
3, 184,112,1491,1644
3, 184,112,1490,1643
3, 184,112,1490,1643
Light Source Color - OFF	 , 08/05/2024,15:15:25
4, 184,112,1489,1642
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,48,116
Light Source Color - GREEN	 , 08/05/2024,15:15:31
5, 119,308,89,525
5, 335,906,179,1440
5, 335,906,179,1439
5, 334,906,180,1439
5, 334,906,180,1439
5, 334,906,180,1439
5, 334,906,180,1439
5, 334,906,180,1438
5, 334,906,180,1438
5, 334,905,180,1438
Light Source Color - OFF	 , 08/05/2024,15:15:37
6, 302,817,166,1303
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
6, 22,39,48,116
Light Source Color - BLUE	 , 08/05/2024,15:15:43
7, 22,39,48,116
7, 1009,364,62,1398
7, 1009,364,62,1398
7, 1009,364,62,1398
7, 1009,364,62,1398
7, 1009,364,62,1397
7, 1008,364,62,1397
7, 1009,364,62,1397
7, 1008,364,62,1397
7, 1008,364,62,1397
Light Source Color - OFF	 , 08/05/2024,15:15:48
8, 1008,364,62,1397
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
Light Source Color - WHITE	 , 08/05/2024,15:15:54
9, 22,39,48,116
9, 1383,1240,1625,4079
9, 1380,1238,1615,4066
9, 1379,1238,1610,4060
9, 1379,1238,1606,4055
9, 1378,1237,1603,4051
9, 1377,1237,1599,4047
9, 1377,1237,1597,4044
9, 1376,1236,1595,4041
9, 1376,1236,1593,4039
Light Source Color - OFF	 , 08/05/2024,15:16:00
10, 1308,1177,1514,3842
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
Light Source Color - RED	 , 08/05/2024,15:16:06
11, 22,39,48,116
11, 184,113,1494,1648
11, 184,113,1492,1645
11, 184,112,1489,1643
11, 184,112,1489,1641
11, 184,112,1488,1641
11, 184,112,1487,1640
11, 184,112,1486,1639
11, 184,112,1486,1639
11, 184,112,1485,1638
Light Source Color - OFF	 , 08/05/2024,15:16:12
12, 184,112,1485,1638
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
Light Source Color - GREEN	 , 08/05/2024,15:16:18
13, 22,39,48,116
13, 335,906,179,1439
13, 334,906,180,1439
13, 334,906,180,1439
13, 334,906,180,1439
13, 334,906,180,1439
13, 334,905,180,1438
13, 334,905,180,1438
13, 334,905,180,1438
13, 334,905,180,1438
Light Source Color - OFF	 , 08/05/2024,15:16:23
14, 232,621,136,1004
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
Light Source Color - BLUE	 , 08/05/2024,15:16:29
15, 160,84,50,294
15, 1009,364,62,1397
15, 1008,364,62,1397
15, 1008,364,62,1397
15, 1008,364,62,1397
15, 1008,364,62,1397
15, 1008,364,62,1398
15, 1008,364,62,1398
15, 1008,364,62,1397
15, 1008,364,62,1397
Light Source Color - OFF	 , 08/05/2024,15:16:35
