E_614_manual_0  :  Time_6144ms. Gain_1X
Light Source Color - OFF
N,P,K
,C
180, 3797,3436,3644,10482
181, 3796,3436,3643,10480
182, 3795,3435,3642,10477
183, 3797,3436,3642,10481
184, 3796,3436,3641,10478
185, 3796,3436,3641,10477
186, 3797,3437,3640,10479
187, 3796,3436,3639,10477
188, 3797,3437,3638,10477
189, 3798,3437,3638,10478
190, 3797,3436,3636,10474
191, 3798,3437,3636,10476
192, 3797,3436,3635,10475
193, 3796,3436,3634,10472
194, 3798,3437,3634,10476
195, 3796,3436,3633,10472
196, 3796,3436,3632,10470
197, 3796,3436,3631,10470
198, 3794,3434,3630,10465
199, 3794,3434,3630,10465
200, 3795,3435,3629,10466
201, 3793,3434,3628,10462
202, 3795,3435,3628,10465
203, 3797,3437,3627,10468
204, 3797,3437,3626,10466
205, 3799,3438,3626,10469
206, 3799,3438,3625,10468
207, 3799,3438,3625,10468
208, 3800,3439,3624,10469
209, 3799,3438,3623,10466
210, 3799,3438,3623,10466
211, 3800,3438,3622,10466
212, 3799,3437,3621,10464
213, 3799,3438,3621,10465
214, 3800,3438,3620,10464
215, 3798,3437,3619,10460
216, 3800,3438,3618,10464
217, 3799,3438,3618,10462
218, 3799,3438,3617,10461
219, 3800,3439,3616,10462
220, 3798,3437,3616,10458
221, 3798,3437,3615,10457
222, 3798,3437,3614,10457
223, 3796,3436,3613,10452
224, 3797,3437,3613,10453
225, 3796,3436,3612,10451
226, 3793,3434,3611,10445
227, 3794,3435,3611,10448
228, 3792,3434,3610,10443
229, 3792,3433,3609,10442
230, 3794,3434,3609,10444
231, 3793,3434,3608,10442
232, 3793,3434,3608,10442
233, 3794,3435,3607,10443
234, 3792,3433,3606,10439
235, 3793,3434,3606,10441
