E_24ms_1x_0  :  Time_24ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 3,5,1,2
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
Light Source Color - WHITE	 , 08/05/2024,16:51:37
1, 158,139,181,461
1, 158,139,179,459
1, 157,139,179,458
1, 157,139,178,457
1, 157,139,178,457
1, 157,139,178,456
1, 157,139,177,456
1, 157,139,177,456
1, 157,139,177,455
1, 157,139,177,455
1, 157,139,176,455
1, 157,139,176,455
1, 157,139,176,454
Light Source Color - OFF	 , 08/05/2024,16:51:42
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
Light Source Color - RED	 , 08/05/2024,16:51:48
3, 20,13,165,184
3, 20,13,165,184
3, 20,13,165,183
3, 20,13,165,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,183
3, 20,13,164,182
Light Source Color - OFF	 , 08/05/2024,16:51:54
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
Light Source Color - GREEN	 , 08/05/2024,16:52:00
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
5, 38,102,21,163
Light Source Color - OFF	 , 08/05/2024,16:52:06
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
Light Source Color - BLUE	 , 08/05/2024,16:52:12
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
7, 117,42,8,163
Light Source Color - OFF	 , 08/05/2024,16:52:18
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
Light Source Color - WHITE	 , 08/05/2024,16:52:23
9, 158,139,179,459
9, 158,139,178,458
9, 157,139,178,457
9, 157,139,177,456
9, 157,139,177,456
9, 157,139,176,455
9, 157,139,176,455
9, 157,139,176,455
9, 157,139,176,454
9, 157,139,176,454
9, 157,139,175,454
9, 157,139,175,454
9, 157,139,175,453
Light Source Color - OFF	 , 08/05/2024,16:52:29
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
Light Source Color - RED	 , 08/05/2024,16:52:35
11, 20,13,164,183
11, 20,13,164,183
11, 20,13,164,182
11, 20,13,164,182
11, 20,13,164,182
11, 20,13,163,182
11, 20,13,163,182
11, 20,13,163,182
11, 20,13,163,182
11, 20,13,163,182
11, 20,13,163,182
11, 20,13,163,182
11, 20,13,163,181
Light Source Color - OFF	 , 08/05/2024,16:52:41
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
Light Source Color - GREEN	 , 08/05/2024,16:52:47
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
13, 38,102,21,163
Light Source Color - OFF	 , 08/05/2024,16:52:53
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
Light Source Color - BLUE	 , 08/05/2024,16:52:59
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
15, 117,42,8,163
Light Source Color - OFF	 , 08/05/2024,16:53:04
