RED_614_manual_1  :  Time_6144ms. Gain_1X
Light Source Color - OFF
N,P,K
,C
1, 76,132,161,388
2, 76,132,162,388
3, 76,132,161,388
4, 76,132,161,388
5, 76,132,162,388
6, 76,132,162,388
7, 76,132,162,388
8, 76,132,162,388
9, 76,132,162,388
10, 76,132,162,388
11, 76,132,162,388
12, 76,132,162,388
13, 76,132,162,388
14, 76,132,162,388
15, 76,132,162,388
16, 76,132,162,388
Light Source Color - WHITE	 , 08/05/2024,17:47:20
1, 76,132,162,388
2, 2020,1805,2669,6268
3, 2018,1804,2655,6252
4, 2015,1802,2639,6233
5, 2012,1801,2629,6219
6, 2013,1801,2626,6217
7, 2011,1800,2620,6209
8, 2009,1798,2614,6201
9, 2010,1799,2613,6200
10, 2008,1798,2609,6193
11, 2000,1793,2606,6178
12, 1972,1775,2602,6128
13, 1970,1774,2599,6122
14, 1963,1769,2597,6108
15, 1962,1768,2595,6106
16, 1998,1792,2595,6165
17, 2004,1795,2595,6173
18, 1999,1792,2592,6163
19, 1997,1791,2589,6157
20, 1997,1791,2588,6155
21, 1999,1792,2586,6157
22, 2001,1793,2584,6159
23, 2003,1794,2583,6161
Light Source Color - BLUE	 , 08/05/2024,17:47:43
1, 2002,1794,2581,6158
2, 1448,591,180,2196
3, 1450,591,180,2199
4, 1438,588,180,2184
5, 1449,591,180,2198
6, 1451,592,180,2201
7, 1452,592,180,2202
8, 1453,592,180,2203
9, 1456,593,180,2207
10, 1456,592,180,2206
11, 1455,592,180,2205
12, 1455,592,180,2205
13, 1455,592,180,2206
14, 1456,592,180,2207
15, 1457,592,180,2208
16, 1456,592,180,2207
17, 1456,592,180,2207
18, 1453,591,180,2203
19, 1456,592,180,2206
20, 1457,592,180,2208
21, 1458,592,180,2208
22, 1458,592,180,2208
23, 1459,593,180,2210
24, 1459,592,180,2209
Light Source Color - GREEN	 , 08/05/2024,17:48:07
1, 1400,634,190,2208
2, 483,1292,347,2194
3, 483,1291,347,2192
4, 482,1291,347,2191
5, 482,1291,347,2191
6, 482,1290,347,2191
7, 482,1290,347,2191
8, 482,1290,347,2191
9, 482,1291,347,2191
10, 482,1291,347,2192
11, 483,1291,347,2192
12, 482,1291,347,2192
13, 483,1291,347,2192
14, 483,1291,347,2193
15, 483,1291,347,2192
16, 483,1292,347,2193
17, 483,1292,347,2193
18, 482,1291,347,2192
19, 483,1292,347,2193
20, 483,1292,347,2193
21, 483,1292,347,2193
22, 483,1292,347,2194
23, 483,1292,347,2194
24, 483,1293,347,2194
25, 484,1293,347,2195
26, 484,1293,347,2195
27, 484,1293,347,2195
28, 484,1294,347,2196
29, 484,1293,347,2196
30, 484,1294,347,2196
31, 484,1294,347,2196
32, 484,1294,347,2196
33, 484,1294,347,2197
Light Source Color - RED	 , 08/05/2024,17:48:40
1, 484,1294,347,2197
Light Source Color - RED	 , 08/05/2024,17:48:42
1, 356,253,2571,2932
2, 357,253,2576,2937
3, 357,253,2578,2939
4, 357,253,2580,2942
5, 357,253,2582,2944
6, 358,253,2583,2945
7, 358,254,2585,2947
8, 358,253,2586,2947
9, 358,254,2587,2949
10, 358,254,2589,2951
11, 358,254,2590,2952
12, 358,254,2591,2953
13, 358,254,2592,2954
14, 358,254,2593,2955
15, 358,254,2594,2956
16, 359,254,2595,2957
17, 359,254,2596,2958
18, 359,254,2597,2960
19, 359,254,2598,2961
20, 359,254,2599,2962
21, 359,254,2600,2963
22, 359,254,2601,2964
23, 359,254,2602,2965
24, 359,254,2603,2967
Light Source Color - WHITE	 , 08/05/2024,17:49:06
1, 497,383,2619,3250
2, 2028,1809,2765,6370
3, 2026,1808,2744,6347
4, 2024,1807,2734,6335
5, 2025,1807,2730,6333
6, 2023,1806,2723,6323
7, 2023,1806,2720,6320
8, 2023,1806,2715,6314
9, 2021,1805,2710,6308
10, 2021,1805,2708,6306
11, 2020,1804,2704,6300
12, 2019,1804,2700,6295
13, 2020,1804,2698,6294
14, 1991,1786,2692,6242
15, 1983,1781,2688,6225
16, 1941,1752,2683,6149
17, 2012,1799,2687,6271
18, 2011,1799,2683,6266
19, 2011,1799,2682,6265
20, 2006,1795,2678,6253
21, 2007,1796,2676,6253
22, 2010,1798,2673,6255
23, 2009,1797,2670,6251
24, 2009,1798,2669,6251
25, 2003,1794,2666,6237
26, 1994,1788,2662,6219
27, 1999,1791,2661,6226
28, 2002,1793,2659,6229
29, 2001,1793,2656,6226
30, 2003,1794,2655,6227
31, 2002,1793,2653,6224
32, 2001,1792,2650,6219
33, 1998,1790,2649,6213
34, 1996,1789,2646,6207
