D_154ms_1x_0  :  Time_154ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 19,34,42,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
0, 19,34,41,99
Light Source Color - WHITE	 , 08/05/2024,16:35:34
1, 19,34,41,99
1, 976,855,1107,2828
1, 975,854,1102,2821
1, 975,854,1099,2818
1, 974,854,1096,2814
1, 973,854,1094,2811
1, 973,853,1092,2808
1, 973,853,1091,2806
1, 972,853,1089,2804
1, 972,853,1088,2802
Light Source Color - OFF	 , 08/05/2024,16:35:40
2, 972,853,1086,2800
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
2, 19,34,41,99
Light Source Color - RED	 , 08/05/2024,16:35:45
3, 50,48,321,396
3, 128,83,1020,1135
3, 128,83,1018,1134
3, 128,83,1017,1133
3, 128,83,1016,1132
3, 128,83,1016,1131
3, 128,83,1016,1131
3, 128,83,1015,1130
3, 128,83,1015,1130
3, 128,83,1014,1130
Light Source Color - OFF	 , 08/05/2024,16:35:51
4, 128,83,1014,1129
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
4, 19,34,41,99
Light Source Color - GREEN	 , 08/05/2024,16:35:57
5, 77,193,65,343
5, 230,615,128,989
5, 230,615,128,989
5, 230,615,128,989
5, 230,615,128,989
5, 230,615,128,989
5, 230,615,128,988
5, 230,615,128,988
5, 230,615,128,988
5, 230,615,128,988
Light Source Color - OFF	 , 08/05/2024,16:36:03
6, 230,614,128,988
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
6, 19,34,41,99
Light Source Color - BLUE	 , 08/05/2024,16:36:09
7, 167,82,43,291
7, 715,260,51,1003
7, 715,261,51,1003
7, 715,261,51,1003
7, 715,261,51,1002
7, 715,261,51,1003
7, 715,261,51,1003
7, 715,261,51,1002
7, 715,261,51,1002
7, 715,261,51,1002
Light Source Color - OFF	 , 08/05/2024,16:36:14
8, 715,261,51,1002
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
8, 19,34,41,99
Light Source Color - WHITE	 , 08/05/2024,16:36:20
9, 176,168,217,547
9, 975,854,1103,2822
9, 974,854,1099,2817
9, 974,854,1095,2812
9, 973,853,1093,2808
9, 972,853,1090,2805
9, 972,853,1089,2804
9, 972,853,1087,2801
9, 971,853,1086,2799
9, 971,852,1084,2797
Light Source Color - OFF	 , 08/05/2024,16:36:26
10, 845,744,945,2440
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
10, 19,34,41,99
Light Source Color - RED	 , 08/05/2024,16:36:32
11, 80,61,583,673
11, 128,83,1017,1133
11, 128,83,1015,1131
11, 128,83,1014,1129
11, 128,83,1014,1129
11, 128,83,1013,1128
11, 128,83,1013,1128
11, 128,83,1012,1127
11, 128,83,1012,1127
11, 128,83,1012,1127
Light Source Color - OFF	 , 08/05/2024,16:36:38
12, 125,81,985,1098
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
12, 19,34,41,99
Light Source Color - GREEN	 , 08/05/2024,16:36:43
13, 127,331,86,555
13, 230,615,128,989
13, 230,615,128,988
13, 230,615,128,988
13, 230,615,128,988
13, 230,614,128,988
13, 230,614,128,988
13, 230,614,128,988
13, 230,614,128,988
13, 230,614,128,988
Light Source Color - OFF	 , 08/05/2024,16:36:49
14, 230,614,128,988
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
14, 19,34,41,99
Light Source Color - BLUE	 , 08/05/2024,16:36:55
15, 322,132,46,492
15, 715,260,51,1002
15, 715,260,51,1002
15, 715,261,51,1002
15, 715,261,51,1002
15, 715,261,51,1002
15, 715,261,51,1002
15, 715,261,51,1002
15, 715,261,51,1002
15, 715,261,51,1002
Light Source Color - OFF	 , 08/05/2024,16:37:01
