BLACK_120ms_1x_0  :  Time_120ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 15,26,32,76
0, 15,26,32,76
0, 15,26,32,76
0, 15,26,32,76
0, 15,26,32,76
0, 15,26,32,76
0, 15,26,32,76
0, 15,26,32,76
Light Source Color - WHITE	 , 08/05/2024,18:55:31
1, 167,154,143,458
1, 398,347,310,1036
1, 398,347,309,1034
1, 397,347,308,1032
1, 397,347,307,1032
1, 397,347,306,1031
1, 397,347,306,1030
1, 397,347,305,1029
1, 397,347,305,1029
1, 397,347,305,1028
Light Source Color - OFF	 , 08/05/2024,18:55:36
2, 155,143,131,424
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
2, 15,26,32,76
Light Source Color - RED	 , 08/05/2024,18:55:42
3, 27,31,142,194
3, 41,38,277,337
3, 41,38,277,336
3, 41,38,277,336
3, 41,38,277,336
3, 41,38,276,336
3, 41,38,276,336
3, 41,38,276,336
3, 41,38,276,335
3, 41,38,276,335
Light Source Color - OFF	 , 08/05/2024,18:55:48
4, 34,35,209,264
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
4, 15,26,32,76
Light Source Color - GREEN	 , 08/05/2024,18:55:54
5, 100,258,64,434
5, 100,258,64,434
5, 100,257,64,433
5, 99,257,64,433
5, 99,257,64,433
5, 99,257,64,433
5, 99,257,64,433
5, 99,257,64,433
5, 99,257,64,433
5, 99,257,64,433
Light Source Color - OFF	 , 08/05/2024,18:56:00
6, 72,182,53,317
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
6, 15,26,32,76
Light Source Color - BLUE	 , 08/05/2024,18:56:06
7, 62,41,32,137
7, 322,125,35,476
7, 321,125,35,476
7, 321,125,35,476
7, 321,125,35,476
7, 321,125,35,476
7, 321,125,35,476
7, 321,125,35,476
7, 321,125,35,476
7, 321,125,35,476
Light Source Color - OFF	 , 08/05/2024,18:56:11
8, 20,28,32,83
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
8, 15,26,32,76
Light Source Color - WHITE	 , 08/05/2024,18:56:17
9, 341,300,270,894
9, 398,347,309,1034
9, 397,347,308,1032
9, 397,347,307,1031
9, 397,347,306,1030
9, 397,347,305,1029
9, 397,347,305,1028
9, 397,347,304,1028
9, 396,347,304,1027
9, 396,346,304,1027
Light Source Color - OFF	 , 08/05/2024,18:56:23
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
10, 15,26,32,76
Light Source Color - RED	 , 08/05/2024,18:56:29
11, 39,37,257,316
11, 41,38,277,336
11, 41,38,276,335
11, 41,38,276,335
11, 41,38,276,335
11, 41,38,275,335
11, 41,38,275,335
11, 41,38,275,334
11, 41,38,275,334
11, 41,38,275,334
Light Source Color - OFF	 , 08/05/2024,18:56:35
12, 21,29,88,136
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
12, 15,26,32,76
Light Source Color - GREEN	 , 08/05/2024,18:56:41
13, 62,156,50,277
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
13, 99,257,64,433
Light Source Color - OFF	 , 08/05/2024,18:56:47
14, 35,81,39,162
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
14, 15,26,32,76
Light Source Color - BLUE	 , 08/05/2024,18:56:52
15, 194,83,34,309
15, 322,125,35,476
15, 321,125,35,476
15, 321,125,35,476
15, 321,125,35,476
15, 321,125,35,476
15, 321,125,35,476
15, 321,125,35,476
15, 321,125,35,476
15, 321,125,35,476
Light Source Color - OFF	 , 08/05/2024,18:56:58
