RER_50ms_1x_0  :  Time_50ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 6,11,16,38
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
0, 6,11,13,32
Light Source Color - WHITE	 , 08/05/2024,18:40:01
1, 171,150,251,552
1, 170,150,249,549
1, 170,150,248,548
1, 170,150,247,547
1, 170,150,246,546
1, 169,150,246,545
1, 169,150,245,545
1, 169,150,245,544
1, 169,150,245,544
1, 169,150,244,544
1, 169,149,244,543
Light Source Color - OFF	 , 08/05/2024,18:40:06
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
2, 6,11,13,32
Light Source Color - RED	 , 08/05/2024,18:40:12
3, 31,22,235,267
3, 31,22,234,266
3, 31,22,234,265
3, 31,22,234,265
3, 31,22,233,265
3, 31,22,233,265
3, 31,22,233,265
3, 31,22,233,265
3, 31,22,233,265
3, 31,22,233,264
3, 31,22,233,264
Light Source Color - OFF	 , 08/05/2024,18:40:17
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
4, 6,11,13,32
Light Source Color - GREEN	 , 08/05/2024,18:40:23
5, 41,108,28,184
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
5, 41,108,28,183
Light Source Color - OFF	 , 08/05/2024,18:40:29
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
6, 6,11,13,32
Light Source Color - BLUE	 , 08/05/2024,18:40:34
7, 122,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
7, 121,48,15,183
Light Source Color - OFF	 , 08/05/2024,18:40:40
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
8, 6,11,13,32
Light Source Color - WHITE	 , 08/05/2024,18:40:45
9, 170,150,250,550
9, 170,150,248,548
9, 170,150,247,546
9, 169,150,246,545
9, 169,150,245,545
9, 169,150,245,544
9, 169,149,244,544
9, 169,149,244,543
9, 169,149,244,543
9, 169,149,243,542
9, 169,149,243,542
Light Source Color - OFF	 , 08/05/2024,18:40:51
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
10, 6,11,13,32
Light Source Color - RED	 , 08/05/2024,18:40:56
11, 31,22,234,266
11, 31,22,233,265
11, 31,22,233,265
11, 31,22,233,264
11, 31,22,233,264
11, 31,22,233,264
11, 31,22,232,264
11, 31,22,232,264
11, 31,22,232,264
11, 31,22,232,264
11, 31,22,232,264
Light Source Color - OFF	 , 08/05/2024,18:41:02
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
12, 6,11,13,32
Light Source Color - GREEN	 , 08/05/2024,18:41:08
13, 41,108,28,184
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
13, 41,108,28,183
Light Source Color - OFF	 , 08/05/2024,18:41:13
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
14, 6,11,13,32
Light Source Color - BLUE	 , 08/05/2024,18:41:19
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
15, 121,48,15,183
Light Source Color - OFF	 , 08/05/2024,18:41:24
