C_180ms_1x_0  :  Time_180ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
0, 23,39,49,116
Light Source Color - WHITE	 , 08/05/2024,15:43:46
1, 43,57,70,173
1, 1427,1231,1502,4001
1, 1425,1230,1495,3991
1, 1424,1229,1489,3983
1, 1423,1229,1486,3979
1, 1422,1228,1483,3976
1, 1421,1228,1480,3971
1, 1421,1228,1477,3968
1, 1421,1228,1475,3966
1, 1420,1227,1474,3964
Light Source Color - OFF	 , 08/05/2024,15:43:52
2, 1420,1227,1471,3960
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,48,116
2, 22,39,49,116
2, 22,39,49,116
2, 22,39,48,116
Light Source Color - RED	 , 08/05/2024,15:43:58
3, 57,55,362,448
3, 170,107,1374,1521
3, 170,107,1372,1518
3, 170,106,1370,1517
3, 170,106,1369,1515
3, 170,106,1368,1515
3, 170,106,1368,1514
3, 170,106,1367,1513
3, 170,106,1367,1513
3, 170,106,1366,1512
Light Source Color - OFF	 , 08/05/2024,15:44:04
4, 170,106,1365,1512
4, 22,39,48,116
4, 22,39,48,116
4, 22,39,49,116
4, 22,39,49,116
4, 22,39,49,116
4, 22,39,49,116
4, 22,39,49,116
4, 23,39,49,116
4, 22,39,49,116
Light Source Color - GREEN	 , 08/05/2024,15:44:09
5, 23,39,49,116
5, 330,879,173,1399
5, 329,878,173,1399
5, 329,878,173,1398
5, 329,878,173,1398
5, 329,878,173,1398
5, 329,878,173,1398
5, 329,878,173,1398
5, 329,878,173,1397
5, 329,878,173,1397
Light Source Color - OFF	 , 08/05/2024,15:44:15
6, 261,692,145,1113
6, 22,39,48,116
6, 22,39,48,116
6, 23,39,48,116
6, 22,39,49,116
6, 22,39,49,116
6, 23,39,49,116
6, 23,39,49,116
6, 22,39,49,116
6, 23,39,49,116
Light Source Color - BLUE	 , 08/05/2024,15:44:21
7, 22,39,49,116
7, 1060,378,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
7, 1060,379,62,1461
Light Source Color - OFF	 , 08/05/2024,15:44:27
8, 1060,379,62,1461
8, 22,39,48,116
8, 22,39,48,116
8, 22,39,48,116
8, 23,39,49,116
8, 23,39,49,116
8, 23,39,49,116
8, 23,39,49,116
8, 22,39,49,116
8, 23,39,49,116
Light Source Color - WHITE	 , 08/05/2024,15:44:33
9, 301,275,337,886
9, 1423,1229,1493,3987
9, 1422,1228,1486,3978
9, 1420,1227,1480,3970
9, 1420,1227,1477,3966
9, 1419,1227,1474,3963
9, 1418,1226,1472,3960
9, 1418,1226,1469,3956
9, 1418,1226,1467,3954
9, 1417,1226,1466,3951
Light Source Color - OFF	 , 08/05/2024,15:44:39
10, 1308,1134,1354,3652
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
10, 22,39,48,116
Light Source Color - RED	 , 08/05/2024,15:44:45
11, 73,62,502,596
11, 170,106,1367,1513
11, 170,106,1365,1511
11, 169,106,1363,1509
11, 169,106,1362,1508
11, 169,106,1361,1507
11, 169,106,1361,1507
11, 169,106,1360,1506
11, 169,106,1360,1506
11, 169,106,1359,1505
Light Source Color - OFF	 , 08/05/2024,15:44:51
12, 169,106,1359,1505
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
12, 22,39,48,116
Light Source Color - GREEN	 , 08/05/2024,15:44:57
13, 22,39,48,116
13, 329,878,173,1398
13, 329,878,173,1397
13, 329,877,173,1397
13, 329,877,173,1397
13, 329,877,173,1397
13, 329,877,173,1396
13, 329,877,173,1396
13, 328,877,173,1396
13, 328,877,173,1396
Light Source Color - OFF	 , 08/05/2024,15:45:03
14, 237,627,136,1014
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
14, 22,39,48,116
Light Source Color - BLUE	 , 08/05/2024,15:45:08
15, 22,39,48,116
15, 1059,378,62,1460
15, 1059,378,62,1460
15, 1059,378,62,1460
15, 1059,378,62,1460
15, 1059,379,62,1460
15, 1059,379,62,1460
15, 1059,379,62,1460
15, 1059,379,62,1460
15, 1059,379,62,1460
Light Source Color - OFF	 , 08/05/2024,15:45:14
