blank_60ms_1x_0  :  Time_60ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 7,13,16,64
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
Light Source Color - WHITE	 , 08/05/2024,20:26:23
1, 172,147,106,422
1, 172,147,105,421
1, 172,147,105,420
1, 172,147,104,419
1, 172,147,104,419
1, 171,147,104,419
1, 171,147,104,419
1, 171,147,104,418
1, 171,147,104,418
1, 171,147,103,418
1, 171,147,103,418
Light Source Color - OFF	 , 08/05/2024,20:26:29
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
Light Source Color - RED	 , 08/05/2024,20:26:35
3, 15,17,92,119
3, 15,17,92,119
3, 15,17,91,119
3, 15,17,91,118
3, 15,17,91,118
3, 15,17,91,118
3, 15,17,91,118
3, 15,17,91,118
3, 15,17,91,118
3, 15,17,91,118
3, 15,17,91,118
Light Source Color - OFF	 , 08/05/2024,20:26:41
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
Light Source Color - GREEN	 , 08/05/2024,20:26:47
5, 42,108,28,185
5, 42,108,28,185
5, 42,108,28,185
5, 42,108,28,185
5, 42,108,28,185
5, 42,107,28,184
5, 42,107,28,184
5, 42,107,28,184
5, 42,107,28,184
5, 42,107,28,184
5, 42,107,28,184
Light Source Color - OFF	 , 08/05/2024,20:26:53
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
Light Source Color - BLUE	 , 08/05/2024,20:26:59
7, 140,55,17,210
7, 140,55,17,210
7, 140,55,17,210
7, 139,55,17,210
7, 140,55,17,210
7, 140,55,17,210
7, 139,55,17,210
7, 139,55,17,210
7, 139,55,17,210
7, 139,55,17,210
7, 139,55,17,210
Light Source Color - OFF	 , 08/05/2024,20:27:05
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
Light Source Color - WHITE	 , 08/05/2024,20:27:11
9, 172,147,105,420
9, 171,147,104,419
9, 171,147,104,418
9, 171,147,103,418
9, 171,147,103,418
9, 171,147,103,417
9, 171,147,103,417
9, 171,147,103,417
9, 171,147,103,417
9, 171,147,102,416
9, 171,147,102,416
Light Source Color - OFF	 , 08/05/2024,20:27:17
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
Light Source Color - RED	 , 08/05/2024,20:27:23
11, 15,17,91,118
11, 15,17,91,118
11, 15,17,91,118
11, 15,17,91,118
11, 15,17,90,117
11, 15,17,90,117
11, 15,17,90,117
11, 15,17,90,117
11, 15,17,90,117
11, 15,17,90,117
11, 15,17,90,117
Light Source Color - OFF	 , 08/05/2024,20:27:29
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
Light Source Color - GREEN	 , 08/05/2024,20:27:35
13, 42,108,28,185
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
13, 42,107,28,184
Light Source Color - OFF	 , 08/05/2024,20:27:41
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
Light Source Color - BLUE	 , 08/05/2024,20:27:47
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
15, 139,55,17,210
Light Source Color - OFF	 , 08/05/2024,20:27:53
