blank0_24ms_1x_0  :  Time_24ms. Gain_1x
Light Source Color - OFF
N,P,K,C
Light Source Color - BLUE	 , 08/05/2024,13:49:50
15, 55,22,7,83
15, 55,22,7,83
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
15, 55,22,7,82
Light Source Color - OFF	 , 08/05/2024,13:49:55
