B_24ms_1x_0  :  Time_24ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 3,5,14,32
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
Light Source Color - WHITE	 , 08/05/2024,15:25:44
1, 185,166,219,547
1, 184,165,218,545
1, 184,165,217,544
1, 184,165,216,543
1, 184,165,216,543
1, 184,165,215,542
1, 184,165,215,542
1, 184,165,215,541
1, 184,165,214,541
1, 184,165,214,541
1, 184,165,214,540
1, 184,165,214,540
1, 184,165,214,540
Light Source Color - OFF	 , 08/05/2024,15:25:49
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
Light Source Color - RED	 , 08/05/2024,15:25:55
3, 25,15,201,222
3, 25,15,200,221
3, 25,15,200,221
3, 25,15,200,220
3, 25,15,200,220
3, 25,15,200,220
3, 25,15,200,220
3, 25,15,199,220
3, 25,15,199,220
3, 25,15,199,220
3, 25,15,199,220
3, 25,15,199,220
3, 24,15,199,220
Light Source Color - OFF	 , 08/05/2024,15:26:00
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
Light Source Color - GREEN	 , 08/05/2024,15:26:06
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
5, 45,121,24,192
Light Source Color - OFF	 , 08/05/2024,15:26:11
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
Light Source Color - BLUE	 , 08/05/2024,15:26:17
7, 135,48,8,187
7, 135,48,8,186
7, 135,49,8,186
7, 135,48,8,186
7, 135,49,8,186
7, 135,49,8,186
7, 135,49,8,186
7, 134,49,8,186
7, 135,49,8,186
7, 135,49,8,186
7, 134,49,8,186
7, 135,49,8,186
7, 134,49,8,186
Light Source Color - OFF	 , 08/05/2024,15:26:22
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
8, 3,5,6,15
Light Source Color - WHITE	 , 08/05/2024,15:26:28
9, 185,165,219,546
9, 184,165,217,544
9, 184,165,216,543
9, 184,165,215,542
9, 184,165,215,542
9, 184,165,215,541
9, 184,165,214,541
9, 184,165,214,540
9, 184,165,214,540
9, 184,165,213,540
9, 184,165,213,540
9, 184,165,213,539
9, 183,165,213,539
Light Source Color - OFF	 , 08/05/2024,15:26:34
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
10, 3,5,6,15
Light Source Color - RED	 , 08/05/2024,15:26:39
11, 25,15,200,221
11, 25,15,200,220
11, 25,15,199,220
11, 25,15,199,220
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
11, 24,15,199,219
Light Source Color - OFF	 , 08/05/2024,15:26:45
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
12, 3,5,6,15
Light Source Color - GREEN	 , 08/05/2024,15:26:50
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 45,121,24,192
13, 44,121,24,192
13, 44,121,24,192
13, 44,121,24,192
13, 44,121,24,192
Light Source Color - OFF	 , 08/05/2024,15:26:56
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
14, 3,5,6,15
Light Source Color - BLUE	 , 08/05/2024,15:27:01
15, 135,48,8,186
15, 134,48,8,186
15, 134,48,8,186
15, 134,48,8,186
15, 134,49,8,186
15, 134,48,8,186
15, 134,48,8,186
15, 134,49,8,186
15, 134,49,8,186
15, 134,49,8,186
15, 134,49,8,186
15, 134,49,8,186
15, 134,49,8,186
Light Source Color - OFF	 , 08/05/2024,15:27:07
