blank_2.4ms_60x_0  :  Time_2.4ms. Gain_60x
Light Source Color - OFF
N,P,K,C
0, 18,2102,2570,6190
0, 18,32,39,93
0, 18,32,39,93
0, 18,31,39,93
0, 18,32,39,93
0, 18,32,39,93
0, 18,31,39,93
0, 18,31,39,93
0, 18,32,39,93
0, 18,31,39,93
Light Source Color - WHITE	 , 08/05/2024,19:47:57
1, 424,363,251,1023
1, 422,363,249,1019
1, 422,363,248,1018
1, 422,363,247,1016
1, 422,362,246,1016
1, 422,362,246,1015
1, 421,362,246,1015
1, 421,362,245,1014
1, 421,362,245,1013
1, 421,362,245,1012
1, 420,362,244,1012
1, 421,362,244,1012
Light Source Color - OFF	 , 08/05/2024,19:48:03
2, 18,31,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,32,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,31,39,93
2, 18,32,39,93
Light Source Color - RED	 , 08/05/2024,19:48:09
3, 37,40,214,278
3, 37,40,213,277
3, 37,40,213,277
3, 37,40,213,277
3, 37,40,213,277
3, 37,40,213,277
3, 37,40,213,276
3, 37,40,213,277
3, 37,40,213,277
3, 37,40,213,276
3, 37,40,212,276
3, 37,40,212,276
Light Source Color - OFF	 , 08/05/2024,19:48:15
4, 18,32,39,93
4, 18,31,39,93
4, 18,32,39,93
4, 18,31,39,93
4, 18,31,39,93
4, 18,31,39,93
4, 18,32,39,93
4, 18,31,39,93
4, 18,31,39,93
4, 18,32,39,93
4, 18,31,39,93
4, 18,32,39,93
Light Source Color - GREEN	 , 08/05/2024,19:48:21
5, 103,262,70,450
5, 103,261,70,449
5, 103,261,70,449
5, 103,261,70,449
5, 102,261,70,449
5, 103,261,70,449
5, 102,261,70,449
5, 103,261,70,449
5, 103,261,70,449
5, 103,261,70,449
5, 103,261,70,448
5, 103,261,70,449
Light Source Color - OFF	 , 08/05/2024,19:48:26
6, 18,31,39,93
6, 18,32,39,93
6, 18,32,39,93
6, 18,31,39,93
6, 18,31,39,93
6, 18,31,39,93
6, 18,32,39,93
6, 18,32,39,93
6, 18,31,39,93
6, 18,32,39,93
6, 18,32,39,93
6, 18,32,39,93
Light Source Color - BLUE	 , 08/05/2024,19:48:32
7, 342,136,43,515
7, 342,136,43,516
7, 341,136,43,515
7, 341,136,43,515
7, 341,136,43,515
7, 342,136,43,515
7, 341,136,43,515
7, 341,136,43,515
7, 341,135,43,514
7, 341,136,43,515
7, 341,136,43,515
7, 341,136,43,515
Light Source Color - OFF	 , 08/05/2024,19:48:38
8, 18,31,39,93
8, 18,31,39,93
8, 18,31,39,93
8, 18,32,39,93
8, 18,32,39,93
8, 18,32,39,93
8, 18,32,39,93
8, 18,32,39,93
8, 18,31,39,93
8, 18,31,39,93
8, 18,31,39,93
8, 18,32,39,93
Light Source Color - WHITE	 , 08/05/2024,19:48:44
9, 423,363,250,1022
9, 422,363,249,1019
9, 422,362,248,1018
9, 422,362,247,1017
9, 421,362,247,1015
9, 421,362,246,1014
9, 421,362,246,1014
9, 421,362,245,1013
9, 421,362,245,1013
9, 421,362,245,1013
9, 421,362,245,1012
9, 420,361,244,1011
Light Source Color - OFF	 , 08/05/2024,19:48:49
10, 18,31,39,93
10, 18,31,39,93
10, 18,31,39,93
10, 18,32,39,93
10, 18,31,39,93
10, 18,32,39,93
10, 18,32,39,93
10, 18,32,39,93
10, 18,31,39,93
10, 18,32,39,93
10, 18,31,39,93
10, 18,32,39,93
Light Source Color - RED	 , 08/05/2024,19:48:55
11, 37,40,214,279
11, 37,40,214,278
11, 37,40,214,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
11, 37,40,213,277
Light Source Color - OFF	 , 08/05/2024,19:49:01
12, 18,31,39,93
12, 18,32,39,93
12, 18,31,39,93
12, 18,31,39,93
12, 18,31,39,93
12, 18,32,39,93
12, 18,32,39,93
12, 18,31,39,93
12, 18,32,39,93
12, 18,32,39,93
12, 18,31,39,93
12, 18,32,39,93
Light Source Color - GREEN	 , 08/05/2024,19:49:07
13, 103,262,70,450
13, 103,262,70,449
13, 103,261,70,449
13, 103,261,70,449
13, 103,261,70,449
13, 103,261,70,449
13, 102,261,70,449
13, 103,261,70,449
13, 102,261,70,449
13, 103,261,70,449
13, 103,261,70,449
13, 103,261,70,449
Light Source Color - OFF	 , 08/05/2024,19:49:12
14, 18,31,39,93
14, 18,32,39,93
14, 18,31,39,93
14, 18,32,39,93
14, 18,31,39,93
14, 18,31,39,93
14, 18,31,39,93
14, 18,31,39,93
14, 18,32,39,93
14, 18,31,39,93
14, 18,32,39,93
14, 18,31,39,93
Light Source Color - BLUE	 , 08/05/2024,19:49:18
15, 342,136,43,515
15, 342,136,43,516
15, 341,136,43,515
15, 341,136,43,515
15, 341,136,43,515
15, 341,136,43,515
15, 342,136,43,515
15, 342,136,43,515
15, 342,136,43,515
15, 341,136,43,515
15, 342,135,43,514
15, 341,136,43,515
Light Source Color - OFF	 , 08/05/2024,19:49:24
