A_101ms_1x_0  :  Time_101ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 12,22,16,38
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
0, 12,21,26,63
Light Source Color - WHITE	 , 08/05/2024,14:18:56
1, 369,321,373,1027
1, 635,545,628,1743
1, 634,544,625,1739
1, 634,544,623,1736
1, 633,544,622,1735
1, 633,543,620,1733
1, 633,543,619,1731
1, 632,543,618,1730
1, 632,543,617,1729
1, 632,543,616,1727
1, 632,543,615,1726
1, 632,543,615,1725
Light Source Color - OFF	 , 08/05/2024,14:19:02
2, 570,491,556,1560
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
2, 12,21,26,63
Light Source Color - RED	 , 08/05/2024,14:19:08
3, 45,36,315,369
3, 74,49,572,641
3, 74,49,571,640
3, 74,49,570,639
3, 74,49,570,638
3, 74,49,569,638
3, 73,49,569,638
3, 73,49,569,637
3, 73,49,568,637
3, 73,49,568,637
3, 73,49,568,637
3, 73,49,568,637
Light Source Color - OFF	 , 08/05/2024,14:19:13
4, 73,49,568,636
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
4, 12,21,26,63
Light Source Color - GREEN	 , 08/05/2024,14:19:19
5, 76,194,52,328
5, 146,386,80,622
5, 146,386,80,622
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
5, 146,385,80,621
Light Source Color - OFF	 , 08/05/2024,14:19:25
6, 146,385,80,621
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
6, 12,21,26,63
Light Source Color - BLUE	 , 08/05/2024,14:19:31
7, 187,79,29,290
7, 476,174,32,666
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
7, 475,174,32,665
Light Source Color - OFF	 , 08/05/2024,14:19:36
8, 475,174,32,665
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
8, 12,21,26,63
Light Source Color - WHITE	 , 08/05/2024,14:19:42
9, 223,199,230,633
9, 634,544,623,1737
9, 633,544,620,1733
9, 632,543,618,1730
9, 632,543,616,1727
9, 632,543,615,1726
9, 631,543,614,1724
9, 631,542,613,1723
9, 631,542,612,1721
9, 631,542,611,1721
9, 631,542,611,1720
9, 630,542,610,1718
Light Source Color - OFF	 , 08/05/2024,14:19:48
10, 630,542,609,1718
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
10, 12,21,26,63
Light Source Color - RED	 , 08/05/2024,14:19:54
11, 30,29,184,230
11, 73,49,567,636
11, 73,49,566,635
11, 73,49,566,634
11, 73,49,565,634
11, 73,49,565,633
11, 73,49,565,633
11, 73,49,564,633
11, 73,49,564,633
11, 73,49,564,632
11, 73,49,564,632
11, 73,49,564,632
Light Source Color - OFF	 , 08/05/2024,14:20:00
12, 73,49,563,632
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
12, 12,21,26,63
Light Source Color - GREEN	 , 08/05/2024,14:20:05
13, 47,117,40,210
13, 146,385,80,621
13, 146,385,80,621
13, 146,385,80,620
13, 145,385,80,620
13, 145,385,80,620
13, 145,385,80,620
13, 145,385,80,620
13, 145,385,80,620
13, 145,385,80,620
13, 145,384,80,620
13, 145,385,80,620
Light Source Color - OFF	 , 08/05/2024,14:20:11
14, 145,384,80,620
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
14, 12,21,26,63
Light Source Color - BLUE	 , 08/05/2024,14:20:17
15, 49,33,27,110
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
15, 475,174,32,665
Light Source Color - OFF	 , 08/05/2024,14:20:23
