B_50ms_1x_0  :  Time_50ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 6,11,16,39
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
0, 6,11,14,32
Light Source Color - WHITE	 , 08/05/2024,15:23:57
1, 388,347,461,1149
1, 387,347,457,1144
1, 386,347,455,1141
1, 386,346,454,1140
1, 386,346,453,1138
1, 386,346,452,1137
1, 386,346,451,1136
1, 386,346,451,1136
1, 385,346,450,1135
1, 385,346,449,1134
1, 385,346,449,1133
1, 385,346,448,1133
Light Source Color - OFF	 , 08/05/2024,15:24:02
2, 115,107,139,349
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
2, 6,11,14,32
Light Source Color - RED	 , 08/05/2024,15:24:08
3, 52,32,422,465
3, 52,32,421,464
3, 52,32,420,463
3, 52,32,420,463
3, 52,32,419,462
3, 52,32,419,462
3, 52,32,419,462
3, 52,32,419,462
3, 52,32,419,462
3, 52,32,418,461
3, 52,32,418,461
3, 52,31,418,461
3, 52,31,418,461
Light Source Color - OFF	 , 08/05/2024,15:24:14
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
4, 6,11,14,32
Light Source Color - GREEN	 , 08/05/2024,15:24:20
5, 77,206,43,331
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
5, 94,254,50,403
Light Source Color - OFF	 , 08/05/2024,15:24:25
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
6, 6,11,14,32
Light Source Color - BLUE	 , 08/05/2024,15:24:31
7, 283,102,17,392
7, 283,102,17,391
7, 283,102,17,391
7, 282,102,17,391
7, 283,102,17,391
7, 282,102,17,391
7, 282,102,17,391
7, 282,102,17,391
7, 282,102,17,391
7, 282,102,17,391
7, 282,102,17,391
7, 282,102,17,391
7, 282,102,17,391
Light Source Color - OFF	 , 08/05/2024,15:24:37
8, 51,26,14,90
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
8, 6,11,14,32
Light Source Color - WHITE	 , 08/05/2024,15:24:43
9, 388,347,459,1147
9, 387,347,455,1142
9, 386,347,454,1140
9, 386,346,452,1138
9, 386,346,451,1137
9, 386,346,450,1136
9, 386,346,450,1135
9, 385,346,449,1134
9, 385,346,449,1133
9, 385,346,448,1133
9, 385,346,448,1132
9, 385,346,447,1132
Light Source Color - OFF	 , 08/05/2024,15:24:49
10, 72,69,89,223
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
10, 6,11,14,32
Light Source Color - RED	 , 08/05/2024,15:24:54
11, 52,32,421,464
11, 52,32,420,463
11, 52,32,419,462
11, 52,32,419,461
11, 52,32,418,461
11, 52,31,418,461
11, 52,31,418,461
11, 51,31,418,461
11, 51,31,417,460
11, 51,31,417,460
11, 51,31,417,460
11, 51,31,417,460
11, 51,31,417,460
Light Source Color - OFF	 , 08/05/2024,15:25:00
12, 8,12,32,52
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
12, 6,11,14,32
Light Source Color - GREEN	 , 08/05/2024,15:25:06
13, 94,254,50,404
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 94,254,50,403
13, 93,254,50,403
13, 93,254,50,403
13, 93,254,50,403
Light Source Color - OFF	 , 08/05/2024,15:25:12
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
14, 6,11,14,32
Light Source Color - BLUE	 , 08/05/2024,15:25:18
15, 210,78,16,297
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
15, 282,102,17,391
Light Source Color - OFF	 , 08/05/2024,15:25:24
