blankA_8  :  Time_24ms. Gain_1x
Light Source Color - OFF
N,P,KC
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
0, 3,5,6,15
Light Source Color - WHITE	 , 08/05/2024,12:14:12
1, 65,57,48,168
1, 65,57,48,168
1, 65,57,48,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,168
1, 65,57,47,168
1, 65,57,47,168
1, 65,57,47,168
1, 65,57,47,168
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
1, 65,57,47,167
Light Source Color - OFF	 , 08/05/2024,12:14:22
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
2, 3,5,6,15
Light Source Color - RED	 , 08/05/2024,12:14:32
3, 7,7,43,54
3, 7,7,42,54
3, 7,7,42,54
3, 7,7,42,54
3, 7,7,42,54
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
3, 7,7,42,53
Light Source Color - OFF	 , 08/05/2024,12:14:42
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
4, 3,5,6,15
Light Source Color - GREEN	 , 08/05/2024,12:14:52
5, 17,43,11,74
5, 17,43,11,74
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
5, 17,43,11,73
Light Source Color - OFF	 , 08/05/2024,12:15:02
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
6, 3,5,6,15
Light Source Color - BLUE	 , 08/05/2024,12:15:11
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
7, 53,21,7,81
