RER_2.4ms_60x_0  :  Time_2.4ms. Gain_60x
Light Source Color - OFF
N,P,K,C
0, 18,32,39,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
0, 18,32,40,94
Light Source Color - WHITE	 , 08/05/2024,19:30:46
1, 522,459,781,1024
1, 520,458,774,1024
1, 519,458,771,1024
1, 518,458,770,1024
1, 519,458,769,1024
1, 520,458,768,1024
1, 519,458,766,1024
1, 517,457,765,1024
1, 518,457,764,1024
1, 518,457,763,1024
1, 517,457,762,1024
1, 517,457,761,1024
Light Source Color - OFF	 , 08/05/2024,19:30:52
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,40,94
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,39,94
2, 18,32,40,94
2, 18,32,39,94
Light Source Color - RED	 , 08/05/2024,19:30:58
3, 94,66,724,814
3, 94,66,722,812
3, 94,66,721,811
3, 94,66,720,810
3, 94,66,720,810
3, 94,66,719,809
3, 94,66,719,809
3, 94,66,719,809
3, 94,66,718,808
3, 94,66,718,808
3, 94,66,718,808
3, 94,66,718,808
Light Source Color - OFF	 , 08/05/2024,19:31:04
4, 18,32,39,94
4, 18,32,39,94
4, 18,32,40,94
4, 18,32,39,94
4, 18,32,39,94
4, 18,32,40,94
4, 18,32,39,94
4, 18,32,39,94
4, 18,32,39,94
4, 18,32,39,94
4, 18,32,39,94
4, 18,32,39,94
Light Source Color - GREEN	 , 08/05/2024,19:31:09
5, 122,323,85,546
5, 122,323,85,546
5, 122,322,85,545
5, 122,322,85,545
5, 122,322,85,546
5, 122,322,85,545
5, 122,323,85,545
5, 122,322,85,545
5, 122,322,85,545
5, 122,322,85,545
5, 122,322,85,545
5, 122,322,85,545
Light Source Color - OFF	 , 08/05/2024,19:31:15
6, 18,32,39,94
6, 18,32,39,94
6, 18,32,39,94
6, 18,32,39,94
6, 18,32,40,94
6, 18,32,40,94
6, 18,32,40,94
6, 18,32,40,94
6, 18,32,40,94
6, 18,32,40,94
6, 18,32,39,94
6, 18,32,40,94
Light Source Color - BLUE	 , 08/05/2024,19:31:21
7, 363,143,44,544
7, 363,143,44,545
7, 363,143,44,545
7, 363,143,44,544
7, 363,143,44,544
7, 363,143,44,545
7, 363,143,44,544
7, 363,144,44,544
7, 363,143,44,544
7, 363,143,44,545
7, 363,144,44,544
7, 362,143,44,543
Light Source Color - OFF	 , 08/05/2024,19:31:26
8, 18,32,39,94
8, 18,32,40,94
8, 18,32,40,94
8, 18,32,39,94
8, 18,32,39,94
8, 18,32,39,94
8, 18,32,40,94
8, 18,32,40,94
8, 18,32,40,94
8, 18,32,40,94
8, 18,32,39,94
8, 18,32,39,94
Light Source Color - WHITE	 , 08/05/2024,19:31:32
9, 521,459,775,1024
9, 519,458,769,1024
9, 519,458,767,1024
9, 517,457,765,1024
9, 518,457,763,1024
9, 518,457,762,1024
9, 517,457,760,1024
9, 517,457,759,1024
9, 516,457,758,1024
9, 515,456,757,1024
9, 516,457,756,1024
9, 515,457,755,1024
Light Source Color - OFF	 , 08/05/2024,19:31:38
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
10, 18,32,39,94
Light Source Color - RED	 , 08/05/2024,19:31:44
11, 94,66,719,809
11, 94,66,717,806
11, 94,66,716,806
11, 94,66,715,805
11, 94,66,715,804
11, 94,66,714,804
11, 93,66,714,803
11, 93,66,714,803
11, 93,66,713,802
11, 93,66,713,802
11, 93,66,713,803
11, 93,66,713,803
Light Source Color - OFF	 , 08/05/2024,19:31:49
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,40,94
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,39,94
12, 18,32,40,94
12, 18,32,40,94
Light Source Color - GREEN	 , 08/05/2024,19:31:55
13, 122,323,85,546
13, 122,322,85,545
13, 122,322,85,545
13, 122,322,85,545
13, 122,322,85,545
13, 122,322,85,545
13, 122,322,85,545
13, 122,322,85,544
13, 122,321,85,544
13, 122,322,85,545
13, 122,321,85,544
13, 122,322,85,544
Light Source Color - OFF	 , 08/05/2024,19:32:01
14, 18,32,39,94
14, 18,32,40,94
14, 18,32,40,94
14, 18,32,40,94
14, 18,32,39,94
14, 18,32,39,94
14, 18,32,39,94
14, 18,32,40,94
14, 18,32,39,94
14, 18,32,40,94
14, 18,32,39,94
14, 18,32,39,94
Light Source Color - BLUE	 , 08/05/2024,19:32:06
15, 363,143,44,545
15, 363,143,44,545
15, 363,144,44,544
15, 363,144,44,544
15, 363,143,44,545
15, 363,143,44,545
15, 362,143,44,544
15, 362,143,44,544
15, 363,144,44,545
15, 363,143,44,544
15, 363,143,44,544
15, 363,144,44,543
Light Source Color - OFF	 , 08/05/2024,19:32:12
