B_60ms_1x_0  :  Time_60ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 7,13,16,65
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
0, 7,13,16,39
Light Source Color - WHITE	 , 08/05/2024,15:22:14
1, 462,414,549,1369
1, 461,413,544,1363
1, 460,413,542,1359
1, 460,413,541,1358
1, 460,413,539,1356
1, 460,413,538,1355
1, 460,412,537,1354
1, 459,412,537,1353
1, 459,412,536,1352
1, 459,412,535,1351
1, 459,412,535,1350
1, 459,412,534,1350
Light Source Color - OFF	 , 08/05/2024,15:22:19
2, 121,113,146,368
2, 7,13,16,38
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
2, 7,13,16,39
Light Source Color - RED	 , 08/05/2024,15:22:25
3, 61,38,498,549
3, 62,38,501,552
3, 62,38,500,551
3, 61,38,500,551
3, 61,38,499,550
3, 61,38,499,550
3, 61,38,499,550
3, 61,38,499,550
3, 61,38,498,550
3, 61,38,498,549
3, 61,38,498,549
3, 61,38,498,549
Light Source Color - OFF	 , 08/05/2024,15:22:30
4, 45,30,351,394
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
4, 7,13,16,39
Light Source Color - GREEN	 , 08/05/2024,15:22:36
5, 77,206,45,334
5, 112,302,60,480
5, 112,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
5, 111,302,60,480
Light Source Color - OFF	 , 08/05/2024,15:22:41
6, 8,15,16,42
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
6, 7,13,16,39
Light Source Color - BLUE	 , 08/05/2024,15:22:47
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
7, 336,121,21,466
Light Source Color - OFF	 , 08/05/2024,15:22:52
8, 166,65,18,244
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
8, 7,13,16,39
Light Source Color - WHITE	 , 08/05/2024,15:22:58
9, 390,351,464,1158
9, 460,413,542,1359
9, 459,412,540,1356
9, 459,412,538,1354
9, 459,412,537,1352
9, 459,412,536,1351
9, 459,412,535,1350
9, 458,412,535,1349
9, 458,412,534,1348
9, 458,412,533,1348
9, 458,412,533,1347
9, 458,412,532,1346
Light Source Color - OFF	 , 08/05/2024,15:23:04
10, 202,185,239,603
10, 7,13,16,38
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
10, 7,13,16,39
Light Source Color - RED	 , 08/05/2024,15:23:09
11, 48,31,376,420
11, 61,38,499,550
11, 61,38,498,550
11, 61,38,498,549
11, 61,37,498,549
11, 61,37,497,548
11, 61,37,497,548
11, 61,37,497,548
11, 61,37,497,548
11, 61,37,497,548
11, 61,37,496,547
11, 61,37,496,547
Light Source Color - OFF	 , 08/05/2024,15:23:15
12, 8,14,25,48
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
12, 7,13,16,39
Light Source Color - GREEN	 , 08/05/2024,15:23:20
13, 112,302,60,150
13, 112,302,60,480
13, 111,302,60,480
13, 111,302,60,480
13, 111,302,60,480
13, 111,302,60,480
13, 111,302,60,480
13, 111,302,60,480
13, 111,302,60,480
13, 111,302,60,479
13, 111,302,60,479
13, 111,302,60,479
Light Source Color - OFF	 , 08/05/2024,15:23:26
14, 59,156,38,256
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
14, 7,13,16,39
Light Source Color - BLUE	 , 08/05/2024,15:23:31
15, 272,100,20,382
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
15, 336,121,21,466
Light Source Color - OFF	 , 08/05/2024,15:23:37
