E_154ms_1x_0  :  Time_154ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 19,34,42,100
0, 19,34,42,99
0, 19,34,42,99
0, 19,34,42,99
0, 19,34,42,99
0, 19,34,42,99
0, 19,34,42,99
0, 19,34,42,99
0, 19,34,42,99
Light Source Color - WHITE	 , 08/05/2024,17:07:28
1, 506,456,598,1506
1, 1000,885,1155,2928
1, 999,885,1150,2920
1, 998,884,1146,2916
1, 998,884,1143,2912
1, 997,884,1141,2910
1, 997,884,1140,2908
1, 997,883,1138,2905
1, 996,883,1136,2903
1, 996,883,1135,2901
Light Source Color - OFF	 , 08/05/2024,17:07:34
2, 908,807,1035,2648
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
2, 19,34,42,99
Light Source Color - RED	 , 08/05/2024,17:07:40
3, 39,43,218,287
3, 132,85,1063,1183
3, 132,85,1062,1181
3, 132,85,1061,1180
3, 132,85,1060,1179
3, 131,85,1059,1178
3, 131,85,1059,1178
3, 131,85,1058,1177
3, 131,85,1058,1177
3, 131,85,1058,1177
Light Source Color - OFF	 , 08/05/2024,17:07:45
4, 104,72,808,912
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
4, 19,34,42,99
Light Source Color - GREEN	 , 08/05/2024,17:07:51
5, 98,252,74,432
5, 243,651,133,1043
5, 243,651,133,1043
5, 243,651,133,1043
5, 243,651,133,1043
5, 243,651,133,1043
5, 243,651,133,1043
5, 243,651,133,1043
5, 243,650,133,1042
5, 243,650,133,1042
Light Source Color - OFF	 , 08/05/2024,17:07:57
6, 150,395,95,651
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
6, 19,34,42,99
Light Source Color - BLUE	 , 08/05/2024,17:08:03
7, 391,155,47,581
7, 747,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
7, 746,271,51,1043
Light Source Color - OFF	 , 08/05/2024,17:08:09
8, 300,125,45,464
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
8, 19,34,42,99
Light Source Color - WHITE	 , 08/05/2024,17:08:15
9, 19,34,42,99
9, 999,885,1148,2919
9, 998,884,1142,2912
9, 997,884,1139,2907
9, 997,884,1136,2904
9, 997,884,1134,2902
9, 996,883,1132,2900
9, 996,883,1131,2897
9, 996,883,1129,2895
9, 995,883,1128,2894
Light Source Color - OFF	 , 08/05/2024,17:08:21
10, 654,587,748,1917
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
10, 19,34,42,99
Light Source Color - RED	 , 08/05/2024,17:08:26
11, 66,55,463,546
11, 131,85,1057,1176
11, 131,85,1056,1174
11, 131,85,1055,1173
11, 131,85,1054,1172
11, 131,85,1053,1172
11, 131,85,1053,1171
11, 131,85,1052,1171
11, 131,85,1052,1170
11, 131,85,1052,1170
Light Source Color - OFF	 , 08/05/2024,17:08:32
12, 72,58,524,610
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
12, 19,34,42,99
Light Source Color - GREEN	 , 08/05/2024,17:08:38
13, 157,413,98,679
13, 243,651,133,1043
13, 243,650,133,1042
13, 243,650,133,1042
13, 243,650,133,1042
13, 243,650,133,1042
13, 243,650,133,1042
13, 243,650,133,1042
13, 243,650,133,1042
13, 243,650,133,1042
Light Source Color - OFF	 , 08/05/2024,17:08:44
14, 243,650,133,1042
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
14, 19,34,42,99
Light Source Color - BLUE	 , 08/05/2024,17:08:50
15, 19,34,42,99
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
15, 746,271,51,1043
Light Source Color - OFF	 , 08/05/2024,17:08:56
