RER_60ms_1x_0  :  Time_60ms. Gain_1x
Light Source Color - OFF
N,P,K,C
0, 7,13,16,64
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
0, 7,13,16,38
Light Source Color - WHITE	 , 08/05/2024,18:38:18
1, 203,179,300,658
1, 203,179,297,655
1, 202,178,296,653
1, 202,178,295,652
1, 202,178,294,651
1, 202,178,293,650
1, 202,178,293,650
1, 202,178,293,649
1, 202,178,292,649
1, 202,178,292,648
1, 202,178,291,648
Light Source Color - OFF	 , 08/05/2024,18:38:24
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
2, 7,13,16,38
Light Source Color - RED	 , 08/05/2024,18:38:29
3, 37,26,280,318
3, 37,26,280,317
3, 37,26,279,317
3, 37,26,279,317
3, 37,26,279,316
3, 37,26,279,316
3, 37,26,278,316
3, 37,26,278,316
3, 37,26,278,316
3, 37,26,278,316
3, 37,26,278,316
Light Source Color - OFF	 , 08/05/2024,18:38:35
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
4, 7,13,16,38
Light Source Color - GREEN	 , 08/05/2024,18:38:40
5, 49,129,34,219
5, 49,129,34,219
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
5, 49,129,34,218
Light Source Color - OFF	 , 08/05/2024,18:38:46
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
6, 7,13,16,38
Light Source Color - BLUE	 , 08/05/2024,18:38:52
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
7, 145,57,18,218
Light Source Color - OFF	 , 08/05/2024,18:38:58
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
8, 7,13,16,38
Light Source Color - WHITE	 , 08/05/2024,18:39:03
9, 203,179,298,657
9, 202,178,295,653
9, 202,178,294,651
9, 202,178,293,650
9, 202,178,293,649
9, 202,178,292,649
9, 202,178,292,648
9, 201,178,291,647
9, 201,178,291,647
9, 201,178,290,646
9, 201,178,290,646
Light Source Color - OFF	 , 08/05/2024,18:39:09
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
10, 7,13,16,38
Light Source Color - RED	 , 08/05/2024,18:39:15
11, 37,26,279,317
11, 37,26,278,316
11, 37,26,278,316
11, 37,26,278,315
11, 37,26,278,315
11, 37,26,277,315
11, 37,26,277,315
11, 37,26,277,315
11, 37,26,277,315
11, 36,26,277,314
11, 37,26,277,314
Light Source Color - OFF	 , 08/05/2024,18:39:20
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
12, 7,13,16,38
Light Source Color - GREEN	 , 08/05/2024,18:39:26
13, 49,129,34,219
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
13, 49,129,34,218
Light Source Color - OFF	 , 08/05/2024,18:39:32
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
14, 7,13,16,38
Light Source Color - BLUE	 , 08/05/2024,18:39:37
15, 145,57,18,218
15, 145,57,18,218
15, 145,57,18,218
15, 145,57,18,218
15, 145,57,18,218
15, 145,57,18,218
15, 145,57,18,218
15, 145,57,18,218
15, 144,57,18,218
15, 144,57,18,218
15, 144,57,18,218
Light Source Color - OFF	 , 08/05/2024,18:39:43
