Concentrate,Blue,Green,Red,White
10,51.98845588235293,85.0825,102.05791666666666,237.73184523809525
100,32.48380952380953,62.68158730158729,69.73190476190477,164.76206349206353
1000,23.273968253968253,52.1651282051282,55.37428571428572,131.06793650793654
