Color,Con_P10,StdDev_P10,Con_P100,StdDev_P100,Con_P1000,StdDev_P1000
Black,4.546249999999999,0.1190311000443908,3.887142857142857,0.1170644336792906,3.884444444444444,0.1236781965275056
Blue,56.53470588235293,0.5039250018956815,36.37095238095239,0.4751512469551081,27.158412698412697,0.3459748959936431
Green,89.62875,0.3256430603863347,66.56873015873015,0.4646534969845975,56.04957264957264,0.4434955262171469
Red,106.60416666666666,0.6053717423699763,73.61904761904763,0.3194382824999696,59.25873015873016,0.4083342423451023
White,242.27809523809523,0.6480204171731873,168.6492063492064,1.242876256358186,134.952380952381,1.0389249632986386
