No.,Order,Color,Intensity
1,1,White,131.0
2,2,White,128.0
3,3,White,129.0
4,4,White,131.0
5,5,White,128.0
6,6,White,126.0
7,7,White,131.0
8,8,White,126.0
9,9,White,129.0
10,10,White,129.0
11,11,White,126.0
12,12,White,128.0
13,13,White,130.0
14,14,White,131.0
15,15,White,127.0
16,16,White,129.0
17,17,White,126.0
18,18,White,128.0
19,19,White,130.0
20,20,White,130.0
21,21,White,129.0
22,22,White,131.0
23,23,White,131.0
24,24,White,135.0
25,25,White,130.0
26,26,White,128.0
27,27,White,130.0
28,28,White,130.0
29,29,White,135.0
30,1,Red,108.0
31,2,Red,112.0
32,3,Red,108.0
33,4,Red,107.0
34,5,Red,109.0
35,6,Red,112.0
36,7,Red,113.0
37,8,Red,112.0
38,9,Red,112.0
39,10,Red,107.0
40,11,Red,113.0
41,12,Red,112.0
42,13,Red,107.0
43,14,Red,109.0
44,15,Red,113.0
45,16,Red,111.0
46,17,Red,108.0
47,18,Red,112.0
48,19,Red,113.0
49,20,Red,113.0
50,21,Red,107.0
51,22,Red,112.0
52,23,Red,108.0
53,24,Red,107.0
54,25,Red,111.0
55,26,Red,111.0
56,27,Red,108.0
57,28,Red,111.0
58,29,Red,112.0
59,1,Green,20.0
60,2,Green,20.0
61,3,Green,21.0
62,4,Green,19.0
63,5,Green,20.0
64,6,Green,20.0
65,7,Green,21.0
66,8,Green,21.0
67,9,Green,19.0
68,10,Green,19.0
69,11,Green,19.0
70,12,Green,21.0
71,13,Green,19.0
72,14,Green,20.0
73,15,Green,21.0
74,16,Green,19.0
75,17,Green,19.0
76,18,Green,19.0
77,19,Green,18.0
78,20,Green,21.0
79,21,Green,21.0
80,22,Green,22.0
81,23,Green,19.0
82,24,Green,19.0
83,25,Green,20.0
84,26,Green,20.0
85,27,Green,18.0
86,28,Green,19.0
87,29,Green,21.0
88,30,Green,20.0
89,1,Blue,10.0
90,2,Blue,10.0
91,3,Blue,10.0
92,4,Blue,11.0
93,5,Blue,10.0
94,6,Blue,9.0
95,7,Blue,9.0
96,8,Blue,9.0
97,9,Blue,9.0
98,10,Blue,11.0
99,11,Blue,10.0
100,12,Blue,10.0
101,13,Blue,9.0
102,14,Blue,9.0
103,15,Blue,9.0
104,16,Blue,9.0
105,17,Blue,10.0
106,18,Blue,10.0
107,19,Blue,10.0
108,20,Blue,9.0
109,21,Blue,9.0
110,22,Blue,9.0
111,23,Blue,9.0
112,24,Blue,10.0
113,25,Blue,9.0
114,26,Blue,10.0
115,27,Blue,10.0
116,28,Blue,9.0
117,29,Blue,11.0
118,1,Black,4.0
119,2,Black,4.0
120,3,Black,4.0
121,4,Black,5.0
122,5,Black,4.0
123,6,Black,4.0
124,7,Black,5.0
125,8,Black,4.0
126,9,Black,4.0
127,10,Black,4.0
128,11,Black,4.0
129,12,Black,4.0
130,13,Black,5.0
131,14,Black,4.0
132,15,Black,4.0
133,16,Black,4.0
134,17,Black,5.0
135,18,Black,4.0
136,19,Black,5.0
137,20,Black,4.0
138,21,Black,3.0
139,22,Black,4.0
140,23,Black,4.0
141,24,Black,4.0
142,25,Black,5.0
143,26,Black,4.0
144,27,Black,4.0
145,28,Black,5.0
146,29,Black,4.0
176,1,White,130.0
177,2,White,131.0
178,3,White,127.0
179,4,White,128.0
180,5,White,128.0
181,6,White,132.0
182,7,White,130.0
183,8,White,127.0
184,9,White,128.0
185,10,White,128.0
186,11,White,128.0
187,12,White,130.0
188,13,White,131.0
189,14,White,127.0
190,15,White,130.0
191,16,White,126.0
192,17,White,127.0
193,18,White,131.0
194,19,White,133.0
195,20,White,127.0
196,21,White,126.0
197,22,White,126.0
198,23,White,126.0
199,24,White,127.0
200,25,White,128.0
201,26,White,126.0
202,27,White,129.0
203,28,White,129.0
204,29,White,131.0
205,30,White,128.0
206,1,Red,106.0
207,2,Red,105.0
208,3,Red,109.0
209,4,Red,111.0
210,5,Red,110.0
211,6,Red,109.0
212,7,Red,109.0
213,8,Red,108.0
214,9,Red,108.0
215,10,Red,107.0
216,11,Red,107.0
217,12,Red,110.0
218,13,Red,109.0
219,14,Red,108.0
220,15,Red,107.0
221,16,Red,107.0
222,17,Red,106.0
223,18,Red,107.0
224,19,Red,112.0
225,20,Red,111.0
226,21,Red,110.0
227,22,Red,106.0
228,23,Red,111.0
229,24,Red,107.0
230,25,Red,107.0
231,26,Red,107.0
232,27,Red,111.0
233,28,Red,112.0
234,29,Red,111.0
235,1,Green,20.0
236,2,Green,20.0
237,3,Green,19.0
238,4,Green,18.0
239,5,Green,21.0
240,6,Green,21.0
241,7,Green,20.0
242,8,Green,18.0
243,9,Green,18.0
244,10,Green,19.0
245,11,Green,18.0
246,12,Green,21.0
247,13,Green,21.0
248,14,Green,21.0
249,15,Green,21.0
250,16,Green,20.0
251,17,Green,20.0
252,18,Green,18.0
253,19,Green,19.0
254,20,Green,18.0
255,21,Green,18.0
256,22,Green,19.0
257,23,Green,19.0
258,24,Green,20.0
259,25,Green,19.0
260,26,Green,18.0
261,27,Green,20.0
262,28,Green,21.0
263,29,Green,19.0
264,1,Blue,9.0
265,2,Blue,11.0
266,3,Blue,10.0
267,4,Blue,9.0
268,5,Blue,9.0
269,6,Blue,10.0
270,7,Blue,9.0
271,8,Blue,9.0
272,9,Blue,11.0
273,10,Blue,10.0
274,11,Blue,8.0
275,12,Blue,9.0
276,13,Blue,11.0
277,14,Blue,10.0
278,15,Blue,10.0
279,16,Blue,9.0
280,17,Blue,9.0
281,18,Blue,11.0
282,19,Blue,10.0
283,20,Blue,10.0
284,21,Blue,9.0
285,22,Blue,10.0
286,23,Blue,10.0
287,24,Blue,10.0
288,25,Blue,11.0
289,26,Blue,10.0
290,27,Blue,10.0
291,28,Blue,10.0
292,29,Blue,9.0
293,1,Black,4.0
294,2,Black,4.0
295,3,Black,4.0
296,4,Black,4.0
297,5,Black,4.0
298,6,Black,5.0
299,7,Black,4.0
300,8,Black,4.0
301,9,Black,4.0
302,10,Black,5.0
303,11,Black,4.0
304,12,Black,4.0
305,13,Black,5.0
306,14,Black,4.0
307,15,Black,3.0
308,16,Black,4.0
309,17,Black,4.0
310,18,Black,4.0
311,19,Black,4.0
312,20,Black,3.0
313,21,Black,4.0
314,22,Black,4.0
315,23,Black,4.0
316,24,Black,4.0
317,25,Black,4.0
318,26,Black,5.0
319,27,Black,4.0
320,28,Black,4.0
321,29,Black,4.0
322,30,Black,4.0
352,1,White,130.0
353,2,White,126.0
354,3,White,133.0
355,4,White,129.0
356,5,White,130.0
357,6,White,130.0
358,7,White,128.0
359,8,White,127.0
360,9,White,132.0
361,10,White,133.0
362,11,White,127.0
363,12,White,127.0
364,13,White,130.0
365,14,White,127.0
366,15,White,129.0
367,16,White,127.0
368,17,White,133.0
369,18,White,133.0
370,19,White,127.0
371,20,White,125.0
372,21,White,127.0
373,22,White,131.0
374,23,White,129.0
375,24,White,130.0
376,25,White,127.0
377,26,White,129.0
378,27,White,129.0
379,28,White,127.0
380,29,White,128.0
381,1,Red,107.0
382,2,Red,112.0
383,3,Red,112.0
384,4,Red,110.0
385,5,Red,106.0
386,6,Red,109.0
387,7,Red,107.0
388,8,Red,106.0
389,9,Red,110.0
390,10,Red,106.0
391,11,Red,110.0
392,12,Red,112.0
393,13,Red,108.0
394,14,Red,107.0
395,15,Red,107.0
396,16,Red,106.0
397,17,Red,111.0
398,18,Red,106.0
399,19,Red,108.0
400,20,Red,105.0
401,21,Red,109.0
402,22,Red,105.0
403,23,Red,107.0
404,24,Red,108.0
405,25,Red,110.0
406,26,Red,108.0
407,27,Red,107.0
408,28,Red,109.0
409,29,Red,107.0
410,1,Green,18.0
411,2,Green,17.0
412,3,Green,18.0
413,4,Green,20.0
414,5,Green,19.0
415,6,Green,19.0
416,7,Green,20.0
417,8,Green,17.0
418,9,Green,21.0
419,10,Green,19.0
420,11,Green,21.0
421,12,Green,18.0
422,13,Green,19.0
423,14,Green,19.0
424,15,Green,19.0
425,16,Green,20.0
426,17,Green,18.0
427,18,Green,18.0
428,19,Green,18.0
429,20,Green,18.0
430,21,Green,17.0
431,22,Green,18.0
432,23,Green,19.0
433,24,Green,17.0
434,25,Green,18.0
435,26,Green,19.0
436,27,Green,21.0
437,28,Green,20.0
438,29,Green,20.0
439,30,Green,20.0
440,1,Blue,9.0
441,2,Blue,9.0
442,3,Blue,10.0
443,4,Blue,9.0
444,5,Blue,9.0
445,6,Blue,10.0
446,7,Blue,10.0
447,8,Blue,9.0
448,9,Blue,9.0
449,10,Blue,9.0
450,11,Blue,10.0
451,12,Blue,12.0
452,13,Blue,10.0
453,14,Blue,10.0
454,15,Blue,10.0
455,16,Blue,10.0
456,17,Blue,9.0
457,18,Blue,10.0
458,19,Blue,10.0
459,20,Blue,9.0
460,21,Blue,9.0
461,22,Blue,9.0
462,23,Blue,10.0
463,24,Blue,9.0
464,25,Blue,9.0
465,26,Blue,11.0
466,27,Blue,10.0
467,28,Blue,11.0
468,29,Blue,9.0
469,1,Black,4.0
470,2,Black,5.0
471,3,Black,5.0
472,4,Black,5.0
473,5,Black,4.0
474,6,Black,4.0
