Concentrate,Blue,Green,Red,White
10,0.8895165087701116,0.7922511306073068,0.8386089671400786,0.8413142234851364
100,0.9645636923655456,0.9336282829346588,0.9503639515557788,0.949872653570262
1000,1.0,1.0,1.0,1.0
