Order,Color,P1000.csv,P1000_NRe.csv,P0.csv,P_soil.csv,P100_NRe.csv,P_emp.csv,P10_NRe.csv,P100.csv,P10.csv,P_urea.csv,P_water.csv
10,Blue,27.35,337.1,291.3333333333333,134.66666666666666,331.45,276.0,324.85,36.6,55.64705882352941,320.3333333333333,291.3333333333333
10,Green,56.285714285714285,201.9047619047619,216.0,75.66666666666667,198.6,197.0,188.9047619047619,66.3,89.6875,227.0,216.0
10,Red,59.523809523809526,343.0952380952381,351.3333333333333,124.0,339.7142857142857,332.3333333333333,321.95238095238096,74.14285714285714,105.375,350.0,351.3333333333333
10,White,134.8095238095238,835.1428571428571,811.75,320.75,821.0,766.5,794.8095238095239,168.66666666666666,241.4,840.0,811.75
11,Black,3.75,5.1,6.333333333333333,4.0,6.3,6.0,5.05,3.75,,8.0,6.333333333333333
11,Blue,26.8,338.2,291.3333333333333,132.0,333.3,279.0,325.95,36.85,,315.6666666666667,291.3333333333333
11,Green,55.714285714285715,201.0,215.33333333333334,73.33333333333333,196.45,197.66666666666666,189.52380952380952,66.75,,228.66666666666666,215.33333333333334
11,Red,59.19047619047619,344.42857142857144,351.0,123.33333333333333,340.1904761904762,334.3333333333333,323.04761904761904,74.19047619047619,,347.0,351.0
11,White,134.61904761904762,834.3333333333334,810.25,324.75,820.952380952381,770.75,793.8095238095239,168.42857142857142,,846.75,810.25
12,Black,3.85,5.15,6.666666666666667,4.333333333333333,6.05,6.0,4.95,3.95,,7.333333333333333,6.666666666666667
12,Blue,27.25,337.8,290.6666666666667,134.66666666666666,332.7,276.6666666666667,326.8,36.6,,318.0,290.6666666666667
12,Green,55.23809523809524,201.28571428571428,219.66666666666666,74.0,197.65,201.33333333333334,189.28571428571428,67.55,,229.0,219.66666666666666
12,Red,58.666666666666664,343.9047619047619,352.0,125.33333333333333,340.6190476190476,335.6666666666667,322.14285714285717,73.52380952380952,,350.3333333333333,352.0
12,White,135.0952380952381,835.2857142857143,807.25,321.0,821.5714285714286,765.25,794.952380952381,168.61904761904762,,840.75,807.25
13,Black,3.9,5.05,6.0,3.3333333333333335,5.75,6.333333333333333,5.65,4.1,,8.0,6.0
13,Blue,26.55,337.4,290.0,134.66666666666666,331.9,274.6666666666667,325.75,36.15,,321.0,290.0
13,Green,56.476190476190474,201.33333333333334,215.66666666666666,73.66666666666667,198.0,198.66666666666666,189.42857142857142,66.9,,227.66666666666666,215.66666666666666
13,Red,58.333333333333336,343.5238095238095,352.3333333333333,127.33333333333333,340.42857142857144,335.3333333333333,321.23809523809524,73.42857142857143,,346.3333333333333,352.3333333333333
13,White,135.85714285714286,836.1904761904761,810.75,321.5,823.952380952381,766.5,794.1904761904761,168.0952380952381,,837.0,810.75
14,Black,3.9,5.1,6.0,4.333333333333333,5.75,6.333333333333333,5.25,3.85,,7.666666666666667,6.0
14,Blue,27.05,337.15,289.6666666666667,133.66666666666666,331.55,276.0,325.75,35.8,,319.6666666666667,289.6666666666667
14,Green,55.76190476190476,200.9047619047619,215.0,75.66666666666667,198.25,199.33333333333334,189.33333333333334,67.15,,230.0,215.0
14,Red,59.333333333333336,344.42857142857144,351.0,126.0,339.6190476190476,331.6666666666667,320.1904761904762,73.66666666666667,,347.3333333333333,351.0
14,White,135.14285714285714,836.7142857142857,808.75,319.0,821.8095238095239,773.0,792.8571428571429,168.95238095238096,,845.0,808.75
15,Black,3.9166666666666665,5.461538461538462,6.333333333333333,4.333333333333333,6.071428571428571,5.666666666666667,4.833333333333333,3.857142857142857,,7.0,6.333333333333333
15,Blue,26.785714285714285,336.84615384615387,290.6666666666667,134.0,331.3333333333333,275.6666666666667,325.0,35.214285714285715,,321.0,290.6666666666667
15,Green,56.07692307692308,201.41666666666666,218.0,74.66666666666667,197.78571428571428,200.66666666666666,189.5,67.0,,230.0,218.0
15,Red,59.833333333333336,344.85714285714283,349.6666666666667,123.66666666666667,339.06666666666666,333.0,319.6923076923077,73.66666666666667,,349.0,349.6666666666667
15,White,131.85714285714286,835.5,809.0,321.75,820.25,770.5,795.7692307692307,164.64285714285714,,842.5,809.0
16,Black,,,6.333333333333333,4.0,,6.333333333333333,,,,7.0,6.333333333333333
16,Blue,,,287.0,135.66666666666666,,276.6666666666667,,,,322.6666666666667,287.0
16,Green,,,215.33333333333334,74.33333333333333,,197.66666666666666,,,,229.0,215.33333333333334
