No.,Order,Color,Value
No.,Order,Color,Value
1416,6,White,823
1417,7,White,820
1418,8,White,821
1419,9,White,819
1420,10,White,825
1421,11,White,824
1422,12,White,820
1423,13,White,816
1424,14,White,820
1425,1,Red,818
1426,2,Red,341
1427,3,Red,345
1428,4,Red,336
1429,5,Red,332
1430,6,Red,339
1431,7,Red,335
1432,8,Red,337
1433,9,Red,338
1434,10,Red,342
1435,11,Red,338
1436,12,Red,339
1437,13,Red,343
1438,14,Red,341
1439,15,Red,341
1440,1,Green,332
1441,2,Green,196
1442,3,Green,197
1443,4,Green,195
1444,5,Green,198
1445,6,Green,197
1446,7,Green,193
1447,8,Green,198
1448,9,Green,201
1449,10,Green,193
1450,11,Green,202
1451,12,Green,196
1452,13,Green,200
1453,14,Green,194
1454,15,Green,197
1455,1,Blue,197
1456,2,Blue,327
1457,3,Blue,336
1458,4,Blue,337
1459,5,Blue,331
1460,6,Blue,328
1461,7,Blue,332
1462,8,Blue,331
1463,9,Blue,331
1464,10,Blue,336
1465,11,Blue,327
1466,12,Blue,334
1467,13,Blue,332
1468,14,Blue,327
1469,1,Black,326
1470,2,Black,5
1471,3,Black,4
1472,4,Black,6
1473,5,Black,6
1474,6,Black,6
1475,7,Black,6
1476,8,Black,5
1477,9,Black,6
1478,10,Black,5
1479,11,Black,7
1480,12,Black,8
1481,13,Black,5
1482,14,Black,5
