Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Mean,Std Deviation
Black,7.0,6.666666666666667,6.666666666666667,7.333333333333333,7.666666666666667,7.333333333333333,6.666666666666667,8.0,6.0,6.666666666666667,7.666666666666667,6.666666666666667,6.333333333333333,8.333333333333334,7.666666666666667,6.666666666666667,7.0,7.666666666666667,7.0,7.666666666666667,8.0,7.333333333333333,7.0,7.0,7.333333333333333,7.0,7.666666666666667,8.0,8.0,,7.241379310344827,0.5766388083288672
Blue,324.0,322.3333333333333,323.3333333333333,320.3333333333333,320.0,321.3333333333333,321.3333333333333,320.6666666666667,321.3333333333333,321.0,321.6666666666667,323.0,319.6666666666667,321.6666666666667,323.0,319.0,321.6666666666667,320.3333333333333,323.0,320.0,320.6666666666667,318.3333333333333,320.6666666666667,317.6666666666667,318.0,322.0,319.3333333333333,321.0,320.0,,320.9080459770115,1.588391798564549
Green,224.66666666666663,224.33333333333331,225.66666666666663,225.66666666666663,225.0,226.0,226.0,226.33333333333331,225.66666666666663,227.33333333333331,223.66666666666663,225.33333333333331,226.33333333333331,229.33333333333331,220.66666666666663,227.0,224.0,224.33333333333331,224.66666666666663,223.33333333333331,225.33333333333331,228.0,225.66666666666663,224.0,227.33333333333331,225.66666666666663,225.33333333333331,224.0,223.33333333333331,,225.31034482758614,1.6712580435934699
Red,348.6666666666667,350.6666666666667,354.3333333333333,349.6666666666667,350.6666666666667,355.6666666666667,353.3333333333333,347.6666666666667,354.3333333333333,349.0,352.6666666666667,352.3333333333333,352.0,351.0,346.0,352.0,352.3333333333333,347.6666666666667,351.3333333333333,349.3333333333333,352.0,349.0,351.0,354.0,351.6666666666667,354.0,353.3333333333333,351.3333333333333,348.6666666666667,,351.2298850574713,2.331808086993933
White,846.5,843.5,847.0,843.0,847.25,844.5,846.75,843.0,844.5,843.5,844.0,848.0,843.0,846.0,848.25,846.0,845.3333333333334,849.0,846.3333333333334,849.3333333333334,845.6666666666666,845.6666666666666,842.6666666666666,846.3333333333334,844.6666666666666,843.6666666666666,848.0,846.6666666666666,844.0,849.0,845.7027777777779,1.987591214964321
