Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Mean,Std Deviation
Black,5.333333333333333,6.333333333333333,6.0,6.333333333333333,5.666666666666667,6.0,7.0,5.666666666666667,6.0,6.666666666666667,7.0,6.0,6.0,6.666666666666667,6.0,6.333333333333333,6.333333333333333,6.0,6.666666666666667,6.0,6.666666666666667,5.666666666666667,6.0,6.333333333333333,6.0,6.0,6.0,6.0,6.333333333333333,,6.172413793103448,0.394613430040128
Blue,290.6666666666667,288.0,290.3333333333333,290.6666666666667,289.0,287.6666666666667,289.6666666666667,289.6666666666667,288.0,288.3333333333333,288.6666666666667,290.6666666666667,291.3333333333333,290.6666666666667,285.6666666666667,291.3333333333333,289.0,290.3333333333333,285.3333333333333,290.6666666666667,291.6666666666667,291.0,286.6666666666667,288.3333333333333,289.0,285.6666666666667,288.3333333333333,289.0,288.6666666666667,,289.1034482758621,1.7573054957417005
Green,219.0,218.0,220.0,217.33333333333331,218.33333333333331,216.0,216.0,215.0,219.33333333333331,215.66666666666663,216.33333333333331,217.33333333333331,217.66666666666663,217.66666666666663,217.33333333333331,219.0,219.33333333333331,219.33333333333331,219.33333333333331,216.0,215.33333333333331,214.33333333333331,219.66666666666663,217.0,218.0,215.66666666666663,218.33333333333331,220.66666666666663,221.0,,217.72413793103448,1.770725269570513
Red,357.3333333333333,355.3333333333333,355.0,355.3333333333333,353.3333333333333,358.3333333333333,355.0,353.6666666666667,356.0,351.3333333333333,354.3333333333333,353.0,354.6666666666667,352.6666666666667,355.6666666666667,353.6666666666667,356.0,358.0,354.3333333333333,354.3333333333333,357.0,350.6666666666667,358.3333333333333,352.3333333333333,356.6666666666667,355.0,356.3333333333333,356.3333333333333,353.3333333333333,357.0,355.0111111111112,1.9739361717687594
White,814.25,815.0,814.5,815.25,815.75,812.5,814.0,816.0,813.75,818.0,815.25,816.0,812.5,817.75,815.75,816.0,818.0,814.3333333333334,814.3333333333334,813.0,820.6666666666666,810.0,817.3333333333334,817.0,813.0,816.6666666666666,817.3333333333334,813.3333333333334,816.3333333333334,,815.2959770114942,2.166046867267343
