Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Mean,Std Deviation
Black,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,5.0,4.666666666666667,5.333333333333333,4.666666666666667,4.333333333333333,4.0,5.0,4.333333333333333,4.333333333333333,4.0,4.0,4.666666666666667,4.666666666666667,4.666666666666667,4.0,4.0,4.666666666666667,4.0,5.0,4.666666666666667,4.333333333333333,4.333333333333333,4.0,4.0,4.5,4.431034482758621,0.36600926288074287
Blue,123.33333333333331,123.0,124.66666666666669,123.0,121.0,121.66666666666669,123.66666666666669,124.33333333333331,123.0,121.33333333333331,123.0,122.66666666666669,124.33333333333331,125.0,121.33333333333331,124.66666666666669,124.33333333333331,123.0,124.33333333333331,123.66666666666669,121.66666666666669,122.66666666666669,122.66666666666669,122.33333333333331,123.66666666666669,125.0,123.33333333333331,125.33333333333331,124.0,123.3103448275862,1.1916742739775772
Green,66.33333333333333,68.0,67.0,65.33333333333333,64.33333333333333,66.33333333333333,67.0,66.33333333333333,65.33333333333333,67.66666666666667,64.66666666666667,65.66666666666667,67.33333333333333,67.0,66.66666666666667,68.66666666666667,65.66666666666667,68.33333333333333,68.0,67.0,69.33333333333333,66.0,66.66666666666667,65.0,67.0,66.0,68.33333333333333,68.0,67.0,66.75862068965516,1.2373055458065458
Red,107.33333333333331,111.66666666666669,109.66666666666669,110.33333333333331,109.0,107.66666666666669,111.0,109.33333333333331,109.66666666666669,111.66666666666669,110.0,108.0,108.0,110.33333333333331,112.66666666666669,110.33333333333331,108.0,111.33333333333331,112.0,110.33333333333331,109.33333333333331,111.33333333333331,110.0,111.0,109.66666666666669,112.0,109.0,109.0,110.33333333333331,110.00000000000001,1.4085904245475285
White,289.5,289.0,289.5,290.5,288.5,287.75,289.25,288.25,290.25,289.75,288.5,287.75,288.75,286.0,290.75,289.0,286.5,290.75,282.3333333333333,282.0,284.6666666666667,283.6666666666667,286.3333333333333,283.3333333333333,283.0,281.3333333333333,282.6666666666667,284.6666666666667,284.6666666666667,286.85919540229884,2.9879971068349946
