Order,Color,Soil_2.csv,Soil_3.csv,Soil_1.csv,Soil_0.csv,Empty_0.csv,Empty_1.csv,Urea_5.csv,Urea_4.csv,Urea_3.csv,Urea_2.csv,Urea_1.csv,Water_1.csv,Water_0.csv
5,Black,5.0,4.666666666666667,5.0,4.833333333333333,6.0,5.333333333333333,7.0,6.0,8.0,7.666666666666667,5.666666666666667,7.333333333333333,5.666666666666667
5,Blue,121.0,134.66666666666666,153.66666666666666,146.66666666666666,274.5,275.0,313.5,315.5,320.3333333333333,320.0,287.6666666666667,292.6666666666667,289.0
5,Green,64.33333333333333,74.0,91.83333333333333,87.0,200.5,201.0,224.5,224.5,231.66666666666666,225.0,215.0,217.33333333333334,218.33333333333334
5,Red,109.0,125.0,156.16666666666666,148.16666666666666,334.0,333.0,344.5,352.0,352.0,350.6666666666667,351.3333333333333,349.6666666666667,353.3333333333333
5,White,288.5,319.0,386.14285714285717,368.7142857142857,762.5,765.75,827.0,843.5,841.5,847.25,809.25,807.0,815.75
6,Black,4.666666666666667,4.333333333333333,4.333333333333333,4.833333333333333,6.0,6.666666666666667,8.0,7.0,7.333333333333333,7.333333333333333,5.666666666666667,6.333333333333333,6.0
6,Blue,121.66666666666667,135.33333333333334,153.66666666666666,149.16666666666666,279.0,279.0,312.0,320.0,321.6666666666667,321.3333333333333,284.3333333333333,287.6666666666667,287.6666666666667
6,Green,66.33333333333333,75.0,92.5,85.5,197.5,201.0,227.0,227.0,225.33333333333334,226.0,216.0,216.0,216.0
6,Red,107.66666666666667,127.33333333333333,154.83333333333334,147.33333333333334,336.0,334.3333333333333,344.5,351.5,348.6666666666667,355.6666666666667,352.0,348.6666666666667,358.3333333333333
6,White,287.75,324.25,386.0,367.7142857142857,764.0,767.5,820.5,847.0,841.5,844.5,806.25,809.75,812.5
7,Black,5.333333333333333,4.0,4.666666666666667,5.166666666666667,7.0,5.0,7.0,9.0,7.333333333333333,6.666666666666667,5.666666666666667,6.666666666666667,7.0
7,Blue,123.66666666666667,134.66666666666666,152.5,147.83333333333334,275.5,279.6666666666667,312.5,318.5,319.0,321.3333333333333,284.3333333333333,289.0,289.6666666666667
7,Green,67.0,74.0,90.33333333333333,86.0,200.5,195.33333333333334,227.5,226.0,225.33333333333334,226.0,216.0,217.0,216.0
7,Red,111.0,124.66666666666667,155.5,147.16666666666666,335.0,336.0,337.5,350.5,348.6666666666667,353.3333333333333,349.0,349.3333333333333,355.0
7,White,289.25,320.5,387.14285714285717,368.7142857142857,766.5,770.25,832.5,840.0,842.0,846.75,808.75,812.0,814.0
8,Black,4.666666666666667,5.0,4.5,4.833333333333333,6.0,6.333333333333333,6.0,6.0,8.0,8.0,5.666666666666667,7.333333333333333,5.666666666666667
8,Blue,124.33333333333333,137.33333333333334,153.83333333333334,150.0,276.5,278.0,313.5,319.0,318.6666666666667,320.6666666666667,288.3333333333333,290.3333333333333,289.6666666666667
8,Green,66.33333333333333,72.66666666666667,90.5,86.83333333333333,204.5,199.33333333333334,229.0,226.0,229.0,226.33333333333334,214.0,218.0,215.0
8,Red,109.33333333333333,122.0,156.0,148.5,331.5,334.6666666666667,343.0,352.0,355.3333333333333,347.6666666666667,352.3333333333333,352.6666666666667,353.6666666666667
8,White,288.25,321.25,389.14285714285717,368.42857142857144,767.0,768.75,823.0,846.0,839.75,843.0,811.25,810.25,816.0
9,Black,4.333333333333333,4.0,5.166666666666667,5.0,7.0,5.666666666666667,9.0,6.0,7.333333333333333,6.0,5.666666666666667,7.0,6.0
9,Blue,123.0,132.66666666666666,153.16666666666666,146.16666666666666,275.0,274.6666666666667,310.5,323.0,317.3333333333333,321.3333333333333,283.3333333333333,290.6666666666667,288.0
9,Green,65.33333333333333,73.0,90.0,87.5,197.5,200.0,224.0,230.0,228.66666666666666,225.66666666666666,218.33333333333334,218.33333333333334,219.33333333333334
9,Red,109.66666666666667,123.33333333333333,156.33333333333334,145.16666666666666,334.0,330.0,340.5,348.0,349.3333333333333,354.3333333333333,350.6666666666667,352.0,356.0
9,White,290.25,323.0,388.2857142857143,368.7142857142857,765.0,766.5,825.0,847.0,841.25,844.5,808.75,806.5,813.75
10,Black,4.0,4.666666666666667,3.8333333333333335,4.666666666666667,6.0,6.333333333333333,8.0,8.0,7.333333333333333,6.666666666666667,5.666666666666667,6.0,6.666666666666667
10,Blue,121.33333333333333,134.66666666666666,153.16666666666666,148.16666666666666,275.0,276.0,310.0,314.5,320.3333333333333,321.0,285.3333333333333,291.3333333333333,288.3333333333333
10,Green,67.66666666666667,75.66666666666667,93.66666666666667,86.83333333333333,200.0,197.0,225.5,230.0,227.0,227.33333333333334,217.0,216.0,215.66666666666666
10,Red,111.66666666666667,124.0,155.66666666666666,146.5,335.5,332.3333333333333,342.5,349.0,350.0,349.0,351.3333333333333,351.3333333333333,351.3333333333333
10,White,289.75,320.75,386.85714285714283,369.2857142857143,772.0,766.5,825.5,845.5,840.0,843.5,808.75,811.75,818.0
11,Black,5.0,4.0,5.166666666666667,4.666666666666667,8.0,6.0,9.0,7.0,8.0,7.666666666666667,6.0,6.333333333333333,7.0
11,Blue,123.0,132.0,154.66666666666666,146.83333333333334,282.5,279.0,315.0,316.0,315.6666666666667,321.6666666666667,288.3333333333333,291.3333333333333,288.6666666666667
11,Green,64.66666666666667,73.33333333333333,92.0,87.33333333333333,198.0,197.66666666666666,224.5,226.0,228.66666666666666,223.66666666666666,213.33333333333334,215.33333333333334,216.33333333333334
11,Red,110.0,123.33333333333333,155.16666666666666,149.0,332.0,334.3333333333333,341.0,347.5,347.0,352.6666666666667,350.6666666666667,351.0,354.3333333333333
11,White,288.5,324.75,387.2857142857143,368.2857142857143,769.0,770.75,824.0,842.0,846.75,844.0,811.0,810.25,815.25
12,Black,4.333333333333333,4.333333333333333,4.5,5.0,5.0,6.0,7.0,6.0,7.333333333333333,6.666666666666667,6.0,6.666666666666667,6.0
12,Blue,122.66666666666667,134.66666666666666,155.33333333333334,147.16666666666666,278.0,276.6666666666667,314.5,319.0,318.0,323.0,289.3333333333333,290.6666666666667,290.6666666666667
12,Green,65.66666666666667,74.0,91.0,86.5,198.5,201.33333333333334,224.5,224.5,229.0,225.33333333333334,215.33333333333334,219.66666666666666,217.33333333333334
12,Red,108.0,125.33333333333333,157.0,147.0,336.0,335.6666666666667,342.0,345.5,350.3333333333333,352.3333333333333,350.6666666666667,352.0,353.0
12,White,287.75,321.0,387.57142857142856,369.57142857142856,770.5,765.25,825.5,841.0,840.75,848.0,805.75,807.25,816.0
13,Black,4.333333333333333,3.3333333333333335,4.5,5.0,7.0,6.333333333333333,6.0,7.0,8.0,6.333333333333333,5.666666666666667,6.0,6.0
13,Blue,124.33333333333333,134.66666666666666,152.5,146.66666666666666,278.5,274.6666666666667,313.0,313.5,321.0,319.6666666666667,285.6666666666667,290.0,291.3333333333333
13,Green,67.33333333333333,73.66666666666667,90.66666666666667,85.16666666666667,198.5,198.66666666666666,225.5,227.5,227.66666666666666,226.33333333333334,216.66666666666666,215.66666666666666,217.66666666666666
13,Red,108.0,127.33333333333333,156.83333333333334,147.83333333333334,331.5,335.3333333333333,342.5,353.0,346.3333333333333,352.0,351.6666666666667,352.3333333333333,354.6666666666667
13,White,288.75,321.5,388.42857142857144,369.0,768.5,766.5,827.5,838.0,837.0,843.0,810.0,810.75,812.5
14,Black,4.0,4.333333333333333,4.5,4.833333333333333,6.0,6.333333333333333,8.0,8.0,7.666666666666667,8.333333333333334,6.0,6.0,6.666666666666667
14,Blue,125.0,133.66666666666666,153.66666666666666,148.16666666666666,275.5,276.0,313.0,316.0,319.6666666666667,321.6666666666667,285.0,289.6666666666667,290.6666666666667
14,Green,67.0,75.66666666666667,90.16666666666667,87.16666666666667,199.5,199.33333333333334,227.5,228.5,230.0,229.33333333333334,216.0,215.0,217.66666666666666
14,Red,110.33333333333333,126.0,156.16666666666666,147.0,332.0,331.6666666666667,339.0,352.5,347.3333333333333,351.0,351.3333333333333,351.0,352.6666666666667
14,White,286.0,319.0,387.0,368.2857142857143,768.0,773.0,826.5,839.5,845.0,846.0,809.5,808.75,817.75
15,Black,4.0,4.333333333333333,,,7.0,5.666666666666667,7.0,7.0,7.0,7.666666666666667,5.333333333333333,6.333333333333333,6.0
15,Blue,121.33333333333333,134.0,152.33333333333334,148.5,277.0,275.6666666666667,313.5,318.5,321.0,323.0,286.3333333333333,290.6666666666667,285.6666666666667
15,Green,66.66666666666667,74.66666666666667,,,201.5,200.66666666666666,224.0,224.5,230.0,220.66666666666666,217.66666666666666,218.0,217.33333333333334
15,Red,112.66666666666667,123.66666666666667,155.66666666666666,147.33333333333334,332.5,333.0,340.5,349.0,349.0,346.0,352.3333333333333,349.6666666666667,355.6666666666667
15,White,290.75,321.75,,,771.5,770.5,825.0,840.5,842.5,848.25,808.0,809.0,815.75
16,Black,4.666666666666667,4.0,,,6.0,6.333333333333333,7.0,6.0,7.0,6.666666666666667,5.333333333333333,6.333333333333333,6.333333333333333
16,Blue,124.66666666666667,135.66666666666666,,,276.5,276.6666666666667,314.5,312.0,322.6666666666667,319.0,289.3333333333333,287.0,291.3333333333333
16,Green,68.66666666666667,74.33333333333333,,,199.5,197.66666666666666,227.0,227.5,229.0,227.0,217.0,215.33333333333334,219.0
16,Red,110.33333333333333,124.66666666666667,,,331.5,336.0,343.5,347.0,348.3333333333333,352.0,349.3333333333333,350.6666666666667,353.6666666666667
16,White,289.0,322.75,,,773.5,767.25,826.0,843.0,840.3333333333334,846.0,807.3333333333334,811.3333333333334,816.0
17,Black,4.666666666666667,4.333333333333333,,,6.0,6.0,6.0,8.0,7.666666666666667,7.0,6.0,7.0,6.333333333333333
17,Blue,124.33333333333333,134.66666666666666,,,278.5,275.0,313.5,317.0,317.6666666666667,321.6666666666667,285.6666666666667,289.6666666666667,289.0
17,Green,65.66666666666667,75.66666666666667,,,199.5,201.0,223.5,230.0,229.33333333333334,224.0,214.0,219.0,219.33333333333334
17,Red,108.0,126.33333333333333,,,336.0,335.6666666666667,337.0,353.5,352.0,352.3333333333333,352.6666666666667,353.3333333333333,356.0
17,White,286.5,322.0,,,767.5,770.0,823.5,840.5,842.3333333333334,845.3333333333334,808.6666666666666,808.3333333333334,818.0
18,Black,4.666666666666667,4.333333333333333,,,6.0,6.0,7.0,7.0,7.666666666666667,7.666666666666667,5.333333333333333,6.666666666666667,6.0
18,Blue,123.0,133.33333333333334,,,269.0,276.0,313.5,317.0,317.0,320.3333333333333,288.0,291.0,290.3333333333333
18,Green,68.33333333333333,74.0,,,198.0,197.66666666666666,226.5,227.0,226.0,224.33333333333334,212.33333333333334,217.33333333333334,219.33333333333334
18,Red,111.33333333333333,122.33333333333333,,,333.0,336.6666666666667,340.0,346.0,348.3333333333333,347.6666666666667,352.6666666666667,353.6666666666667,358.0
18,White,290.75,321.0,,,770.5,767.0,825.0,839.0,845.3333333333334,849.0,809.6666666666666,810.3333333333334,814.3333333333334
19,Black,4.0,4.0,,,7.0,6.0,8.0,6.0,7.666666666666667,7.0,6.0,6.333333333333333,6.666666666666667
19,Blue,124.33333333333333,132.33333333333334,,,278.0,279.6666666666667,310.0,316.0,319.0,323.0,289.6666666666667,288.0,285.3333333333333
19,Green,68.0,74.66666666666667,,,197.5,200.0,222.5,224.0,229.33333333333334,224.66666666666666,218.0,220.0,219.33333333333334
19,Red,112.0,122.33333333333333,,,334.5,331.3333333333333,344.0,348.5,348.6666666666667,351.3333333333333,352.3333333333333,350.6666666666667,354.3333333333333
19,White,282.3333333333333,317.3333333333333,,,765.0,771.0,825.5,848.0,844.3333333333334,846.3333333333334,808.6666666666666,807.6666666666666,814.3333333333334
20,Black,4.0,5.0,,,7.0,6.666666666666667,7.0,9.0,7.666666666666667,7.666666666666667,5.333333333333333,6.666666666666667,6.0
20,Blue,123.66666666666667,135.66666666666666,,,280.0,276.3333333333333,311.0,315.0,315.3333333333333,320.0,284.6666666666667,289.3333333333333,290.6666666666667
20,Green,67.0,74.66666666666667,,,204.0,199.33333333333334,224.0,227.0,227.33333333333334,223.33333333333334,217.66666666666666,216.33333333333334,216.0
20,Red,110.33333333333333,121.66666666666667,,,333.0,334.0,342.5,353.0,349.3333333333333,349.3333333333333,352.0,349.3333333333333,354.3333333333333
20,White,282.0,320.3333333333333,,,765.5,767.3333333333334,825.0,845.5,843.3333333333334,849.3333333333334,810.3333333333334,809.3333333333334,813.0
21,Black,4.666666666666667,4.333333333333333,,,6.0,6.333333333333333,6.0,8.0,8.0,8.0,6.0,7.0,6.666666666666667
21,Blue,121.66666666666667,135.0,,,276.0,275.3333333333333,305.0,321.0,322.6666666666667,320.6666666666667,290.0,289.3333333333333,291.6666666666667
21,Green,69.33333333333333,75.33333333333333,,,198.0,200.0,225.5,233.0,230.0,225.33333333333334,214.66666666666666,218.66666666666666,215.33333333333334
21,Red,109.33333333333333,123.66666666666667,,,332.5,331.6666666666667,341.5,351.5,352.0,352.0,349.3333333333333,350.6666666666667,357.0
21,White,284.6666666666667,318.6666666666667,,,765.0,772.3333333333334,824.5,836.5,845.3333333333334,845.6666666666666,807.3333333333334,809.6666666666666,820.6666666666666
22,Black,4.0,4.0,,,6.0,6.0,8.0,7.0,6.666666666666667,7.333333333333333,6.0,6.666666666666667,5.666666666666667
22,Blue,122.66666666666667,135.0,,,276.0,275.0,312.0,318.0,318.0,318.3333333333333,286.0,289.3333333333333,291.0
22,Green,66.0,74.66666666666667,,,200.0,201.0,227.0,227.0,227.33333333333334,228.0,215.66666666666666,214.0,214.33333333333334
22,Red,111.33333333333333,125.0,,,331.0,335.6666666666667,342.0,353.0,349.3333333333333,349.0,349.3333333333333,348.6666666666667,350.6666666666667
22,White,283.6666666666667,319.6666666666667,,,769.0,771.3333333333334,825.0,842.5,842.0,845.6666666666666,810.3333333333334,811.0,810.0
23,Black,5.0,5.0,,,6.0,5.666666666666667,7.0,5.0,7.333333333333333,7.0,5.666666666666667,6.0,6.0
23,Blue,122.66666666666667,135.0,,,278.0,276.0,310.0,316.0,315.3333333333333,320.6666666666667,286.0,292.0,286.6666666666667
23,Green,66.66666666666667,74.0,,,199.5,202.66666666666666,223.0,224.0,228.0,225.66666666666666,214.0,219.66666666666666,219.66666666666666
23,Red,110.0,123.66666666666667,,,335.0,333.6666666666667,341.0,350.0,351.6666666666667,351.0,350.3333333333333,351.6666666666667,358.3333333333333
23,White,286.3333333333333,318.6666666666667,,,766.0,771.3333333333334,825.0,844.0,840.3333333333334,842.6666666666666,809.3333333333334,807.6666666666666,817.3333333333334
24,Black,4.666666666666667,4.333333333333333,,,7.0,6.0,9.0,7.0,7.666666666666667,7.0,6.0,6.666666666666667,6.333333333333333
24,Blue,122.33333333333333,134.33333333333334,,,276.0,275.3333333333333,315.0,318.0,318.3333333333333,317.6666666666667,287.3333333333333,290.3333333333333,288.3333333333333
24,Green,65.0,73.66666666666667,,,199.0,199.66666666666666,224.0,226.0,226.33333333333334,224.0,218.66666666666666,219.0,217.0
24,Red,111.0,123.0,,,335.0,333.6666666666667,337.0,347.0,351.0,354.0,352.3333333333333,353.0,352.3333333333333
24,White,283.3333333333333,320.6666666666667,,,768.5,772.3333333333334,825.5,841.5,846.0,846.3333333333334,809.3333333333334,811.0,817.0
25,Black,4.333333333333333,4.333333333333333,,,7.0,5.666666666666667,7.0,8.0,7.666666666666667,7.333333333333333,5.333333333333333,7.0,6.0
25,Blue,123.66666666666667,133.66666666666666,,,276.0,277.3333333333333,311.0,317.0,317.6666666666667,318.0,283.3333333333333,291.6666666666667,289.0
25,Green,67.0,72.66666666666667,,,198.0,199.0,228.5,231.0,230.66666666666666,227.33333333333334,215.33333333333334,217.0,218.0
25,Red,109.66666666666667,123.33333333333333,,,333.5,332.0,338.5,350.0,345.0,351.6666666666667,349.3333333333333,352.0,356.6666666666667
25,White,283.0,320.3333333333333,,,765.0,768.0,824.0,843.5,844.0,844.6666666666666,808.3333333333334,807.0,813.0
26,Black,4.333333333333333,4.333333333333333,,,5.0,6.0,8.0,7.0,8.0,7.0,6.0,7.0,6.0
26,Blue,125.0,132.0,,,275.0,279.0,311.0,319.0,319.6666666666667,322.0,285.6666666666667,288.3333333333333,285.6666666666667
26,Green,66.0,74.0,,,200.0,200.0,228.5,229.0,228.66666666666666,225.66666666666666,217.66666666666666,217.0,215.66666666666666
26,Red,112.0,126.0,,,333.0,336.3333333333333,340.5,349.5,349.6666666666667,354.0,352.6666666666667,351.0,355.0
26,White,281.3333333333333,319.0,,,774.0,768.6666666666666,827.5,839.5,842.3333333333334,843.6666666666666,810.0,810.0,816.6666666666666
27,Black,4.0,4.333333333333333,,,7.0,5.333333333333333,9.0,7.0,8.0,7.666666666666667,5.666666666666667,6.666666666666667,6.0
27,Blue,123.33333333333333,133.33333333333334,,,277.0,278.0,308.0,324.0,319.0,319.3333333333333,285.0,290.0,288.3333333333333
27,Green,68.33333333333333,73.66666666666667,,,199.5,198.66666666666666,227.0,227.5,229.0,225.33333333333334,216.33333333333334,217.66666666666666,218.33333333333334
27,Red,109.0,126.0,,,334.0,333.3333333333333,341.0,350.5,351.0,353.3333333333333,352.0,350.6666666666667,356.3333333333333
27,White,282.6666666666667,320.3333333333333,,,769.0,768.3333333333334,832.0,844.5,846.3333333333334,848.0,804.3333333333334,811.3333333333334,817.3333333333334
28,Black,4.0,3.6666666666666665,,,7.0,6.333333333333333,7.0,7.0,7.333333333333333,8.0,5.666666666666667,6.0,6.0
28,Blue,125.33333333333333,135.0,,,271.0,277.0,311.0,315.0,316.6666666666667,321.0,286.0,288.0,289.0
28,Green,68.0,73.66666666666667,,,201.0,199.0,223.5,231.5,226.0,224.0,214.66666666666666,215.0,220.66666666666666
28,Red,109.0,124.33333333333333,,,332.5,332.0,343.0,351.5,346.0,351.3333333333333,348.6666666666667,351.6666666666667,356.3333333333333
28,White,284.6666666666667,320.6666666666667,,,769.0,771.6666666666666,823.5,844.5,845.3333333333334,846.6666666666666,809.6666666666666,813.0,813.3333333333334
29,Black,4.5,4.0,,,5.0,5.666666666666667,7.0,7.0,6.666666666666667,8.0,5.666666666666667,7.333333333333333,6.333333333333333
29,Blue,124.0,135.0,,,275.0,279.3333333333333,313.0,315.0,319.0,320.0,288.0,289.3333333333333,288.6666666666667
29,Green,67.0,73.33333333333333,,,198.0,199.66666666666666,223.0,228.0,228.66666666666666,223.33333333333334,214.33333333333334,217.66666666666666,221.0
29,Red,110.33333333333333,123.0,,,335.0,335.6666666666667,339.0,346.5,350.0,348.6666666666667,353.6666666666667,351.3333333333333,353.3333333333333
29,White,284.6666666666667,321.6666666666667,,,767.5,769.3333333333334,825.5,840.0,840.0,844.0,812.0,812.6666666666666,816.3333333333334
30,Black,,,,,6.0,,8.0,6.0,,,5.0,,
30,Blue,,,,,275.0,,309.0,318.0,,,,,
30,Green,,,,,201.0,,222.0,225.0,,,,218.0,
30,Red,,,,,331.0,,341.0,349.5,,,353.0,,357.0
30,White,,,,,767.5,,826.0,842.0,836.0,849.0,,,
31,Black,,,,,7.0,,8.0,7.0,,,,,
31,Blue,,,,,279.0,,314.0,317.0,,,,,
31,Green,,,,,201.0,,226.0,230.5,,,,,
31,Red,,,,,332.5,,342.0,352.5,,,,,
31,White,,,,,763.5,,821.5,842.0,,,,,
32,Black,,,,,6.0,,7.0,7.0,,,,,
32,Blue,,,,,276.0,,312.0,317.0,,,,,
32,Green,,,,,199.0,,223.5,229.5,,,,,
32,Red,,,,,333.5,,338.0,351.0,,,,,
32,White,,,,,765.0,,826.0,842.5,,,,,
33,Black,,,,,6.0,,6.0,6.0,,,,,
33,Blue,,,,,272.0,,311.0,317.0,,,,,
33,Green,,,,,199.5,,226.5,224.0,,,,,
33,Red,,,,,331.0,,340.0,346.0,,,,,
33,White,,,,,767.5,,827.0,838.0,,,,,
34,Black,,,,,6.0,,7.0,6.0,,,,,
34,Blue,,,,,281.0,,312.0,318.0,,,,,
34,Green,,,,,198.0,,223.5,228.5,,,,,
34,Red,,,,,331.5,,343.5,356.0,,,,,
34,White,,,,,771.0,,831.5,840.0,,,,,
35,Black,,,,,6.0,,8.0,7.0,,,,,
35,Blue,,,,,275.0,,314.0,318.0,,,,,
35,Green,,,,,196.5,,225.0,226.5,,,,,
35,Red,,,,,338.0,,341.0,354.0,,,,,
35,White,,,,,768.5,,827.0,842.5,,,,,
36,Black,,,,,8.0,,7.0,8.0,,,,,
36,Blue,,,,,277.0,,312.0,313.0,,,,,
36,Green,,,,,199.5,,223.0,226.5,,,,,
36,Red,,,,,334.0,,339.5,346.5,,,,,
36,White,,,,,769.5,,824.0,845.5,,,,,
37,Black,,,,,6.0,,8.0,6.0,,,,,
37,Blue,,,,,279.0,,307.0,315.0,,,,,
37,Green,,,,,199.5,,225.5,229.5,,,,,
37,Red,,,,,329.5,,342.5,347.0,,,,,
37,White,,,,,768.5,,826.5,840.5,,,,,
38,Black,,,,,6.0,,8.0,7.0,,,,,
38,Blue,,,,,275.0,,314.0,317.0,,,,,
38,Green,,,,,203.0,,226.0,225.5,,,,,
38,Red,,,,,333.0,,339.0,353.0,,,,,
38,White,,,,,765.5,,822.5,843.5,,,,,
39,Black,,,,,7.0,,7.0,8.0,,,,,
39,Blue,,,,,277.0,,312.0,315.0,,,,,
39,Green,,,,,203.5,,226.0,224.0,,,,,
39,Red,,,,,329.5,,344.5,348.5,,,,,
39,White,,,,,765.5,,824.5,843.5,,,,,
40,Black,,,,,5.0,,7.0,7.0,,,,,
40,Blue,,,,,275.0,,312.0,315.0,,,,,
40,Green,,,,,197.0,,225.5,227.0,,,,,
40,Red,,,,,335.5,,343.5,347.5,,,,,
40,White,,,,,765.5,,825.0,839.5,,,,,
41,Black,,,,,6.0,,7.0,5.0,,,,,
41,Blue,,,,,277.0,,312.0,313.0,,,,,
41,Green,,,,,198.5,,226.5,228.5,,,,,
41,Red,,,,,336.5,,344.5,349.5,,,,,
41,White,,,,,771.5,,828.5,838.0,,,,,
42,Black,,,,,7.0,,7.0,6.0,,,,,
42,Blue,,,,,276.0,,312.0,317.0,,,,,
42,Green,,,,,199.0,,223.5,230.0,,,,,
42,Red,,,,,333.0,,341.5,349.0,,,,,
42,White,,,,,768.5,,824.5,840.5,,,,,
43,Black,,,,,6.0,,8.0,6.0,,,,,
43,Blue,,,,,277.0,,314.0,315.0,,,,,
43,Green,,,,,200.5,,226.5,224.5,,,,,
43,Red,,,,,331.0,,338.0,348.0,,,,,
43,White,,,,,766.5,,826.5,843.0,,,,,
44,Black,,,,,5.0,,7.0,6.0,,,,,
44,Blue,,,,,276.0,,314.0,314.0,,,,,
44,Green,,,,,199.0,,227.0,229.0,,,,,
44,Red,,,,,332.0,,342.0,350.0,,,,,
44,White,,,,,770.0,,831.5,844.0,,,,,
45,Black,,,,,7.0,,6.0,7.0,,,,,
45,Blue,,,,,279.0,,316.0,322.0,,,,,
45,Green,,,,,200.5,,223.5,228.0,,,,,
45,Red,,,,,329.5,,341.0,354.0,,,,,
45,White,,,,,769.0,,826.0,845.5,,,,,
46,Black,,,,,6.0,,7.0,7.0,,,,,
46,Blue,,,,,274.0,,309.0,317.0,,,,,
46,Green,,,,,201.0,,229.0,225.0,,,,,
46,Red,,,,,335.0,,338.0,350.0,,,,,
46,White,,,,,768.0,,823.5,845.0,,,,,
47,Black,,,,,6.0,,8.0,8.0,,,,,
47,Blue,,,,,278.0,,312.0,318.0,,,,,
47,Green,,,,,199.0,,226.5,231.0,,,,,
47,Red,,,,,330.5,,342.5,346.5,,,,,
47,White,,,,,766.5,,828.5,837.5,,,,,
48,Black,,,,,7.0,,9.0,6.0,,,,,
48,Blue,,,,,276.0,,315.0,317.0,,,,,
48,Green,,,,,202.5,,224.5,228.5,,,,,
48,Red,,,,,335.5,,340.5,348.0,,,,,
48,White,,,,,766.5,,828.0,843.5,,,,,
49,Black,,,,,7.0,,7.0,8.0,,,,,
49,Blue,,,,,274.0,,311.0,318.0,,,,,
49,Green,,,,,199.5,,227.0,227.0,,,,,
49,Red,,,,,333.5,,343.0,351.5,,,,,
49,White,,,,,764.0,,824.5,842.0,,,,,
50,Black,,,,,7.0,,7.0,6.0,,,,,
50,Blue,,,,,274.0,,312.0,318.0,,,,,
50,Green,,,,,196.5,,225.0,229.0,,,,,
50,Red,,,,,332.0,,335.5,349.5,,,,,
50,White,,,,,765.0,,824.0,841.5,,,,,
51,Black,,,,,7.0,,7.0,7.0,,,,,
51,Blue,,,,,274.0,,310.0,315.0,,,,,
51,Green,,,,,196.0,,224.5,227.0,,,,,
51,Red,,,,,334.5,,340.5,349.0,,,,,
51,White,,,,,770.0,,826.0,843.5,,,,,
52,Black,,,,,6.0,,8.0,7.0,,,,,
52,Blue,,,,,273.0,,314.0,314.0,,,,,
52,Green,,,,,199.5,,226.0,228.0,,,,,
52,Red,,,,,333.0,,346.5,353.5,,,,,
52,White,,,,,766.5,,826.5,843.0,,,,,
53,Black,,,,,6.0,,9.0,7.0,,,,,
53,Blue,,,,,275.0,,309.0,312.0,,,,,
53,Green,,,,,197.5,,227.0,228.5,,,,,
53,Red,,,,,332.0,,342.0,354.0,,,,,
53,White,,,,,766.5,,829.0,841.0,,,,,
54,Black,,,,,7.0,,8.0,6.0,,,,,
54,Blue,,,,,275.0,,310.0,316.0,,,,,
54,Green,,,,,199.0,,226.5,223.0,,,,,
54,Red,,,,,336.5,,342.0,352.0,,,,,
54,White,,,,,766.5,,826.0,839.5,,,,,
55,Black,,,,,6.0,,7.0,6.0,,,,,
55,Blue,,,,,277.0,,314.0,310.0,,,,,
55,Green,,,,,197.5,,225.5,227.0,,,,,
55,Red,,,,,334.0,,340.0,350.0,,,,,
55,White,,,,,768.0,,818.5,845.0,,,,,
56,Black,,,,,6.0,,8.0,6.0,,,,,
56,Blue,,,,,275.0,,312.0,316.0,,,,,
56,Green,,,,,200.5,,224.5,229.0,,,,,
56,Red,,,,,332.0,,343.0,351.0,,,,,
56,White,,,,,769.0,,827.5,839.0,,,,,
57,Black,,,,,7.0,,8.0,8.0,,,,,
57,Blue,,,,,279.0,,312.0,320.0,,,,,
57,Green,,,,,199.5,,226.0,230.5,,,,,
57,Red,,,,,333.5,,344.5,348.0,,,,,
57,White,,,,,759.5,,821.5,843.5,,,,,
58,Black,,,,,6.0,,8.0,6.0,,,,,
58,Blue,,,,,269.0,,313.0,322.0,,,,,
58,Green,,,,,201.5,,227.0,225.0,,,,,
58,Red,,,,,336.0,,342.0,349.5,,,,,
58,White,,,,,768.5,,825.0,847.0,,,,,
59,Blue,,,,,,,,316.0,,,,,
59,White,,,,,,,,844.0,,,,,
Order,Color,Soil_2.csv,Soil_3.csv,Soil_1.csv,Soil_0.csv,Empty_0.csv,Empty_1.csv,Urea_5.csv,Urea_4.csv,Urea_3.csv,Urea_2.csv,Urea_1.csv,Water_1.csv,Water_0.csv
1,Black,0.5773502691896257,0.0,0.5163977794943221,0.752772652709081,,0.0,,,0.5773502691896258,0.0,0.5773502691896257,1.5275252316519465,0.5773502691896257
1,Blue,2.081665999466134,2.0816659994661366,2.1908902300206616,2.280350850198278,3.5355339059327378,1.0,1.4142135623730951,2.8284271247461903,4.041451884327376,2.0,2.081665999466135,2.6457513110645907,3.5118845842842394
1,Green,3.511884584284246,3.5118845842842448,2.3166067138525404,1.7224014243685104,1.4142135623730951,3.21455025366432,3.5355339059327378,2.8284271247461903,4.04145188432738,1.5275252316519499,2.0,1.1547005383792495,2.0
1,Red,7.234178138070236,1.1547005383792495,5.163977794943223,1.6183471874253719,3.5355339059327378,6.658328118479401,1.4142135623730951,4.242640687119285,2.081665999466135,0.577350269189634,4.932882862316256,2.309401076758499,3.7859388972001873
