Color,1,2,3,4,5,6,7,8,9,10,Mean,Std Deviation
Black,5.5,4.5,5.5,6.0,5.5,6.0,5.0,4.5,4.5,6.0,5.3,0.6324555320336759
Blue,115.0,112.5,114.5,112.0,115.5,113.0,112.5,114.5,114.0,115.5,113.9,1.3080944580232388
Green,36.0,38.0,35.0,35.5,35.0,36.5,36.5,37.0,38.5,36.5,36.45,1.165475582469806
Red,70.0,69.0,68.66666666666667,68.33333333333333,68.33333333333333,67.0,69.0,68.5,66.0,67.0,68.18333333333332,1.1823026288445948
White,210.0,208.33333333333331,209.33333333333331,207.66666666666663,210.0,208.0,208.66666666666663,207.66666666666663,210.66666666666663,208.0,208.83333333333331,1.0914934835771415
