Color,1,2,3,4,5,6,7,8,9,10,Mean,Std Deviation
Black,4.35,4.2,4.35,4.5,4.05,3.95,4.4,4.3,4.0,4.125,4.222499999999999,0.18576044908549405
Blue,40.95,41.05,40.45,40.85,41.1,41.65,40.95,41.0,40.8,40.5,40.93,0.3343318378165282
Green,77.5,77.45,77.95,78.1,77.8,77.5,78.25,78.25,77.3,76.83333333333333,77.69333333333333,0.4583383838105583
Red,87.42857142857143,86.14285714285714,86.9047619047619,85.47619047619048,87.0,86.7,86.1,85.95,86.9,87.27777777777777,86.58801587301589,0.6361153277279888
White,201.0,204.0,202.3809523809524,202.14285714285717,201.3809523809524,200.33333333333331,199.7142857142857,199.1904761904762,199.23809523809524,190.0,199.93809523809526,3.8087333836069965
