Color,1,2,3,4,5,6,7,8,9,10,Mean,Std Deviation
Black,4.3,4.15,4.1,4.2,4.2,4.25,4.0,4.4,4.05,4.05,4.17,0.12516655570345736
Blue,46.4,46.45,46.15,46.5,46.0,46.15,45.65,46.3,45.7,48.266666666666666,46.35666666666666,0.7322466696306544
Green,90.25,91.0,90.75,90.7,90.95,91.1,91.35,90.85,91.5,92.0,91.045,0.4833045968468879
Red,93.9047619047619,93.61904761904762,93.9047619047619,93.71428571428572,93.71428571428572,93.1904761904762,93.66666666666669,92.8095238095238,94.04761904761904,92.6,93.51714285714287,0.4877341547340423
White,220.9047619047619,221.0952380952381,221.28571428571428,221.23809523809524,221.0952380952381,221.3809523809524,220.33333333333331,219.47619047619048,221.0952380952381,216.33333333333331,220.42380952380955,1.5471834958941584
