Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Mean,Std Deviation
Black,4.25,4.6,4.5,4.35,4.3,4.3,4.45,4.45,4.7,4.5,4.2,4.45,4.25,4.3,4.333333333333333,4.395555555555556,0.14120606728874455
Blue,115.76190476190476,115.33333333333331,116.3,115.45,115.3,116.0,115.45,116.35,115.95,115.1,115.9,116.3,116.25,115.2,117.16666666666669,115.85412698412698,0.564773080004003
Green,127.57142857142856,128.33333333333334,127.38095238095238,127.66666666666669,127.0,127.0,127.14285714285714,127.61904761904762,127.28571428571428,126.57142857142856,127.1904761904762,127.47619047619048,127.23809523809524,127.0952380952381,126.14285714285714,127.24761904761903,0.5004694912721509
Red,168.33333333333334,166.42857142857142,167.33333333333334,167.04761904761904,167.33333333333334,167.33333333333334,168.33333333333334,167.14285714285714,167.57142857142858,167.61904761904762,166.23809523809524,167.04761904761904,166.8095238095238,167.04761904761904,167.41666666666666,167.26904761904763,0.5767503042983739
White,398.1428571428572,396.8571428571428,397.4285714285714,398.0952380952381,397.0,395.6666666666667,397.2380952380952,397.3333333333333,396.6666666666667,396.3809523809524,395.6190476190476,395.8095238095238,397.0,395.5238095238095,394.1666666666667,396.59523809523813,1.0764809071716117
