Color,1,2,3,4,5,6,7,8,9,10,Mean,Std Deviation
Black,4.85,4.65,4.9,4.65,4.85,5.1,4.8,5.1,4.65,4.7,4.825,0.17199806200458553
Blue,35.85,34.95,35.4,34.9,35.45,34.7,35.1,35.4,35.2,35.588235294117645,35.25382352941176,0.34948484634374843
Green,71.9,71.0,71.75,72.25,71.9,71.8,71.7,71.3,71.15,72.0,71.67499999999998,0.39878287046684674
Red,71.76190476190476,71.52380952380952,71.23809523809524,72.28571428571429,71.71428571428571,71.71428571428571,71.52380952380952,71.66666666666667,71.66666666666667,70.45454545454545,71.55497835497836,0.46735784956380216
White,168.8095238095238,167.28571428571428,167.9047619047619,167.8095238095238,167.14285714285714,167.1904761904762,167.85714285714286,167.42857142857142,167.14285714285714,166.8,167.53714285714284,0.5754391883693755
