Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Mean,Std Deviation
Black,3.9,3.9,4.15,3.75,3.7,3.95,3.7,4.05,3.95,3.9,3.75,3.85,3.9,3.9,3.9166666666666665,3.8844444444444437,0.1236781965275056
Blue,27.19047619047619,27.4,27.95,27.5,27.15,27.0,26.95,27.45,27.0,27.35,26.8,27.25,26.55,27.05,26.785714285714285,27.158412698412697,0.3459748959936431
Green,56.095238095238095,56.285714285714285,56.38095238095238,55.47619047619048,56.38095238095238,55.76190476190476,56.285714285714285,55.61904761904762,56.90476190476191,56.285714285714285,55.71428571428572,55.23809523809524,56.47619047619048,55.76190476190476,56.07692307692308,56.04957264957264,0.4434955262171469
Red,59.57142857142857,59.142857142857146,59.57142857142857,59.71428571428572,59.285714285714285,58.76190476190476,59.285714285714285,59.19047619047619,59.47619047619048,59.523809523809526,59.19047619047619,58.66666666666666,58.333333333333336,59.333333333333336,59.833333333333336,59.25873015873016,0.40833424234510235
White,136.47619047619048,134.85714285714286,135.47619047619048,135.52380952380952,135.0,135.9047619047619,134.1904761904762,134.8095238095238,134.66666666666666,134.8095238095238,134.61904761904762,135.0952380952381,135.85714285714286,135.14285714285714,131.85714285714286,134.952380952381,1.0389249632986386
