Color,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Mean,Std Deviation
Black,5.2,4.9,5.25,4.95,4.85,5.3,5.25,5.2,5.25,5.2,5.1,5.15,5.05,5.1,5.461538461538462,5.147435897435898,0.1613464758321498
Blue,338.42857142857144,336.6,337.15,337.65,337.9,337.5,337.65,338.0,336.8,337.1,338.2,337.8,337.4,337.15,336.84615384615387,337.478315018315,0.5367033042032989
Green,200.8571428571429,201.66666666666663,201.1904761904762,201.23809523809524,201.7619047619048,201.33333333333331,200.33333333333331,202.0952380952381,200.7619047619048,201.9047619047619,201.0,201.28571428571428,201.33333333333331,200.9047619047619,201.41666666666663,201.2722222222222,0.4654152200675311
Red,343.7142857142857,343.42857142857144,343.1904761904762,344.6190476190476,343.5238095238095,343.9047619047619,344.3809523809524,343.8095238095238,343.5238095238095,343.0952380952381,344.42857142857144,343.9047619047619,343.5238095238095,344.42857142857144,344.85714285714283,343.88888888888886,0.5386478008929013
White,836.3333333333334,837.952380952381,836.047619047619,835.3809523809524,836.5714285714286,836.2380952380952,835.952380952381,835.5238095238095,834.2857142857143,835.1428571428571,834.3333333333334,835.2857142857143,836.1904761904761,836.7142857142857,835.5,835.8301587301588,0.9352570530704228
