Order,Color,N2_NoR,N10_NoR,N20_W,N2_W,N60_W,N8_NoR,N4_W,N60_NoR,N40_W,N80_W,N6_W,N10_W,N8_W,N20_NoR,N4_NoR,N80_NoR,N40_NoR,N6_NoR,N100_NoR,N100_W
10,Blue,2.943920288775957,4.123105625617657,2.309401076758503,2.6457513110645907,3.403429642777022,1.2909944487358056,2.986078811194816,2.5000000000000067,4.991659710623982,3.0,3.915780041490245,0.9574271077563368,0.9999999999999952,2.8722813232690143,1.2583057392117971,2.081665999466135,4.509249752822888,1.290994448735802,2.449489742783177,1.632993161855452
10,Green,3.55902608401044,5.25198375219625,9.535023160258536,3.947573094108999,3.947573094109002,2.081665999466128,2.2173557826083528,2.6299556396765835,14.53730832490436,1.2909944487358056,4.573474244670748,7.788880963698615,5.507570547286103,3.8622100754188224,3.774917217635374,6.055300708194978,15.75859553809708,1.892969448600095,3.915780041490251,2.081665999466126
10,Red,2.8722813232690143,3.862210075418827,2.217355782608345,2.6299556396765835,1.914854215512676,3.366501646120697,3.415650255319866,4.242640687119285,2.1602468994692847,2.9860788111948198,1.2909944487358056,3.304037933599827,2.500000000000001,1.892969448600095,1.258305739211786,2.943920288775949,3.1622776601683715,1.825741858350556,3.0,3.0
10,White,2.0816659994661326,13.291601358251256,3.366501646120693,2.0615528128088463,6.855654600401041,0.957427107756353,3.1622776601683795,3.304037933599848,13.225606476327153,3.774917217635375,2.0816659994661326,6.652067347825052,1.7078251276599303,3.9999999999999902,4.69041575982343,2.828427124746177,19.60442127004347,2.8722813232690143,2.0000000000000093,2.160246899469291
11,Black,0.5,0.4999999999999999,0.5773502691896258,0.816496580927726,0.816496580927726,0.5,0.5773502691896257,0.5,0.5,0.5773502691896257,0.0,0.5773502691896257,0.5,0.0,0.0,0.5773502691896257,0.5,0.0,0.5,0.0
11,Blue,2.7537852736430537,4.99165971062398,3.304037933599835,1.707825127659933,2.081665999466135,2.3804761428476167,2.9860788111948198,1.4999999999999984,4.041451884327388,3.1091263510296048,2.9860788111948198,2.872281323269014,1.6329931618554578,3.162277660168378,2.645751311064587,2.061552812808828,2.87228132326902,1.4142135623731018,1.258305739211789,3.403429642777025
11,Green,4.690415759823434,5.560275772537426,15.534906930308065,4.716990566028304,5.744562646538034,4.546060565661951,2.75378527364305,2.645751311064587,17.03672503740082,0.9574271077563308,2.6299556396765835,7.041543391425862,2.1602468994692936,2.3804761428476167,2.9860788111948198,5.439056290693567,15.79029237643602,1.4142135623730916,3.862210075418827,1.2909944487358056
11,Red,6.075908711186061,2.581988897471604,3.4034296427770165,0.5773502691896257,3.403429642777029,2.2173557826083528,2.6299556396765844,4.082482904638627,3.559026084010441,0.816496580927726,4.16333199893227,3.2015621187164163,2.1602468994692803,2.8867513459481358,4.434711565216696,2.629955639676578,5.123475382979799,2.21735578260834,2.7537852736430537,3.55902608401044
11,White,3.7749172176353687,12.124355652982128,3.593976442141304,1.892969448600084,9.604686356149276,1.500000000000003,1.5,3.593976442141304,10.862780491200205,2.362907813126298,2.217355782608345,3.095695936834447,1.4142135623731018,3.1622776601683795,4.1129875597510255,6.85565460040103,22.173557826083464,3.4641016151377544,2.70801280154533,2.872281323269006
12,Black,0.0,0.5773502691896257,0.5773502691896258,0.4999999999999999,0.4999999999999999,0.5,0.4999999999999999,0.4999999999999999,0.0,0.0,0.957427107756338,0.5773502691896257,0.5773502691896257,0.5,0.5773502691896258,0.5773502691896257,0.5773502691896257,0.5,0.5773502691896257,0.0
12,Blue,3.559026084010429,6.055300708194984,2.645751311064587,2.160246899469287,1.7078251276599323,2.629955639676578,1.4142135623730885,4.5092497528229005,0.9574271077563404,0.957427107756338,2.9439202887759537,1.5000000000000009,2.1602468994692847,3.593976442141304,3.559026084010429,2.6457513110645907,1.914854215512676,4.795831523312712,2.500000000000002,4.031128874149268
12,Green,4.112987559751022,6.377042156569672,15.6498136304132,5.9090326337452765,8.05708797684788,3.774917217635375,3.1622776601683764,4.5,15.416441439796229,0.9574271077563404,3.4641016151377544,8.99536917900909,1.7320508075688772,4.546060565661952,2.581988897471611,5.066228051190227,15.755951256588736,4.031128874149272,4.96655480858378,2.581988897471604
