Order,Color,P4_R,P60_R,P80_W,P40_W,P40_A,P2_B,P80_WR,P80_A,P100_blank,BG_rbru0,P2_W,P2_A,BG_rbru1,P4_blank,P6_R,P10_WR,P6_A,P10_NoR,P2_R,P6_W,P4_B,P2_blank,P80_R,P4_W,P60_W,P6_B,P2_NoR,P40_R,P80_blank,P60_A,P4_A,P60_NoR,P20_WR,P8_blank,P20_blank,P20_A,P100_WR,P20_W,P20_R,P8_NoR,P60_WR,P80_NoR,P40_blank,P20_NoR,P6_blank,P4_NoR,P2_WR,BG_1,BG_0,P10_blank,P8_WR,P10_R,P8_A,P60_blank,P4_WR,P8_W,P8_B,P100_A,P100_W,P40_WR,P100_R,P10_B,P100_NoR,P6_WR,P40_NoR,P10_W,P6_NoR,P8_R,P10_A
14,Green,142.25,121.0,535.25,350.0,80.75,158.66666666666666,453.75,51.0,330.75,369.25,377.5,158.75,372.0,281.75,164.0,364.5,91.0,426.75,180.25,459.0,83.5,301.0,91.0,325.25,394.25,62.75,384.5,152.5,365.25,80.0,92.0,448.75,407.75,335.25,305.0,80.5,443.0,438.25,120.5,377.75,337.25,389.0,324.75,452.75,345.5,363.5,325.25,372.5,369.25,316.0,355.5,118.0,67.25,324.25,326.75,386.5,45.25,51.25,462.25,319.25,80.75,43.25,383.25,420.0,441.0,376.0,410.0,108.0,64.5
14,Red,77.0,54.5,355.5,287.75,32.75,93.0,307.75,23.0,292.75,304.75,314.75,97.0,304.5,248.75,98.25,314.0,40.75,367.5,123.75,366.75,35.75,250.25,42.25,294.0,316.75,22.75,314.75,67.75,279.75,29.5,46.25,344.0,311.75,288.25,272.25,30.0,329.25,327.25,65.25,329.25,289.0,318.0,273.0,331.5,286.0,310.75,263.0,311.0,310.25,296.0,310.0,68.75,28.5,274.75,262.75,331.75,21.75,21.5,322.0,269.5,35.25,17.25,323.5,323.0,326.0,343.0,336.5,69.0,29.75
14,White,353.0,304.25,962.75,838.25,199.25,368.0,950.0,134.25,812.0,857.5,898.75,379.0,868.25,674.0,418.25,870.0,207.0,947.5,465.5,952.25,194.5,707.25,233.75,794.75,922.5,155.25,893.75,362.75,835.25,194.25,207.75,950.5,913.75,787.75,737.0,186.25,953.25,949.75,308.0,882.25,824.0,918.5,782.75,949.5,799.25,868.25,777.75,866.0,865.0,775.75,855.75,322.5,156.25,779.25,771.25,905.25,108.5,127.5,950.25,797.0,208.25,106.5,929.0,928.5,948.75,905.0,940.25,330.0,149.5
15,Black,5.5,7.0,6.0,7.0,5.5,8.0,5.25,5.25,7.25,4.25,7.25,12.25,5.25,7.25,12.25,13.0,12.5,16.0,7.75,23.25,6.5,7.0,6.0,7.5,6.5,7.0,8.75,4.25,8.5,6.0,12.0,8.25,8.75,16.25,5.5,5.25,4.5,8.75,5.5,15.0,5.5,6.0,6.75,8.5,17.0,7.5,7.0,5.5,5.0,15.75,14.5,11.0,12.25,6.25,7.0,17.75,5.75,5.75,7.0,6.5,5.0,4.75,6.0,15.25,6.75,13.25,17.5,11.0,10.5
15,Blue,128.25,127.5,334.25,269.25,97.75,142.66666666666666,297.75,72.0,243.0,236.75,273.0,154.0,240.75,186.25,146.25,265.75,105.25,289.5,152.0,306.25,88.25,204.0,101.25,221.25,288.25,82.25,266.0,140.75,237.75,93.75,98.75,304.5,264.0,239.0,198.5,90.5,308.75,285.5,120.75,268.5,243.25,277.75,232.0,289.75,238.5,251.25,226.25,237.25,240.0,236.75,258.5,107.5,84.75,218.0,225.0,280.5,55.25,70.25,318.25,246.5,93.0,55.75,294.25,281.5,296.5,276.25,302.0,109.5,79.5
15,Green,143.0,122.0,536.25,355.25,84.25,158.0,453.25,52.0,330.75,369.25,374.25,159.5,373.5,283.75,162.75,363.5,92.0,424.5,180.5,456.75,84.5,298.25,90.75,328.75,394.25,66.25,386.25,149.0,365.5,79.5,93.25,450.25,413.75,335.0,307.25,80.0,437.25,441.5,121.0,377.0,335.25,387.5,329.0,451.75,346.5,359.75,326.25,370.5,370.0,309.75,356.25,117.5,66.0,328.75,326.5,385.5,44.75,51.75,463.0,316.5,82.0,45.0,384.75,415.25,442.0,374.5,411.25,108.5,62.0
15,Red,79.25,55.5,354.5,289.5,31.25,90.0,305.5,23.75,291.5,304.0,313.75,97.5,303.75,250.75,98.5,310.5,40.0,366.0,124.5,366.75,35.25,246.75,42.0,297.25,319.5,24.5,314.0,67.75,282.25,30.0,44.75,344.25,310.0,287.5,270.75,28.75,327.25,326.75,66.0,326.5,286.5,319.5,275.75,332.75,289.0,311.0,262.0,312.5,312.25,293.75,313.0,66.5,28.75,273.5,260.75,332.25,21.25,22.75,322.75,267.75,35.0,18.0,323.5,321.25,331.5,346.25,337.5,68.25,31.0
15,White,353.0,304.75,963.0,841.0,201.0,368.6666666666667,949.0,130.75,810.0,857.75,900.5,379.0,868.0,675.75,418.25,862.25,206.75,946.5,464.0,955.0,193.0,709.0,231.0,792.25,917.0,154.25,896.75,358.5,834.0,191.25,208.25,954.0,916.75,786.0,732.25,187.5,951.5,948.5,305.5,880.5,821.25,916.5,785.25,950.0,804.5,867.75,774.25,865.25,865.5,770.75,855.0,320.75,153.75,777.5,764.75,905.25,111.0,129.5,953.5,792.75,206.75,106.25,929.5,929.75,948.75,903.75,938.75,327.0,148.5
16,Black,6.25,6.25,5.75,6.75,5.75,8.333333333333334,5.25,5.75,8.5,4.5,7.0,12.0,5.25,7.0,11.0,13.0,13.75,14.75,8.0,24.25,7.25,7.75,5.75,7.25,7.5,6.75,8.5,4.0,9.0,5.75,11.5,8.25,7.75,15.5,5.75,5.5,5.0,9.75,5.75,14.25,5.5,7.0,7.25,8.0,15.75,8.0,7.0,5.25,5.25,14.25,15.25,11.25,12.25,6.25,7.25,16.5,6.25,4.75,6.5,5.75,4.75,5.25,5.75,16.5,7.5,14.5,18.0,11.25,10.0
16,Blue,127.75,128.75,331.5,270.25,99.5,146.66666666666666,297.0,69.25,241.5,234.75,273.0,157.25,238.5,187.0,146.0,264.25,105.75,290.75,153.25,305.75,89.75,200.0,101.25,220.25,288.25,81.25,262.5,142.0,235.0,96.25,100.25,303.75,264.5,236.5,198.0,89.75,308.25,282.75,124.25,266.25,244.0,278.75,233.5,292.75,237.75,253.0,225.0,238.5,238.0,233.0,260.25,107.75,84.5,217.5,222.5,279.0,55.5,68.25,320.25,247.75,94.5,56.0,294.0,280.5,295.5,271.75,304.5,107.5,79.25
16,Green,142.25,120.25,536.0,351.5,83.0,157.33333333333334,453.0,49.5,327.75,369.5,378.25,157.25,372.25,282.5,164.5,360.5,91.0,427.5,180.0,456.0,84.5,299.5,90.75,327.5,389.0,63.0,382.5,150.0,363.5,78.25,93.0,453.5,414.25,335.75,305.0,81.5,441.75,438.5,123.5,376.75,337.5,386.75,328.0,455.25,347.0,365.0,325.5,371.25,371.0,316.25,358.0,117.0,67.0,327.0,327.75,385.5,44.5,50.75,462.75,317.75,82.0,44.75,388.0,418.0,442.0,373.25,407.25,113.0,62.0
16,Red,78.5,54.75,358.0,287.0,31.0,88.0,305.75,23.0,291.0,302.5,315.75,96.25,307.25,250.5,98.5,313.25,38.5,368.25,125.5,366.0,36.0,247.5,42.0,295.75,318.75,24.5,316.25,67.25,284.75,31.25,45.25,343.25,309.75,290.75,270.5,30.25,326.75,327.75,64.75,329.0,288.5,320.0,276.0,332.25,288.75,311.0,259.5,313.75,310.0,294.75,309.5,67.5,29.75,276.0,260.5,332.5,20.75,21.0,320.75,270.25,33.75,16.25,321.5,323.5,326.0,343.75,332.5,69.0,30.0
16,White,352.25,302.25,962.25,841.5,199.0,370.6666666666667,949.75,134.5,808.75,856.75,903.0,382.0,869.0,678.5,417.0,865.25,205.0,947.25,465.0,951.25,190.75,711.25,232.25,793.0,915.0,153.25,896.75,361.5,833.25,190.5,209.25,953.0,914.5,789.75,731.0,188.5,953.25,947.0,305.0,880.75,826.5,918.25,785.25,951.0,800.0,866.25,775.5,867.0,865.5,770.0,855.25,323.0,155.25,775.5,771.0,901.25,108.5,130.5,955.5,799.25,208.75,106.0,927.25,926.25,949.25,901.75,938.75,326.75,149.25
17,Black,5.5,6.5,5.25,6.75,5.25,8.333333333333334,5.75,5.5,9.0,4.5,7.0,13.0,4.75,7.25,12.5,11.75,13.75,15.25,7.75,23.0,6.25,7.75,5.5,7.0,6.75,6.25,8.75,4.0,8.5,6.75,12.0,9.25,8.5,16.5,6.0,5.5,5.25,8.75,5.25,14.0,5.25,7.0,7.0,7.5,15.25,8.25,7.0,5.5,5.0,15.5,15.75,10.5,12.0,6.5,7.25,18.0,6.0,5.0,5.75,6.25,5.25,5.0,7.0,16.0,7.0,14.0,17.0,11.5,10.0
17,Blue,127.75,127.5,334.0,271.5,98.25,142.66666666666666,296.75,69.0,239.0,236.5,270.75,156.0,241.75,184.5,149.0,265.0,104.5,289.0,150.25,305.75,89.25,202.25,103.5,222.75,286.75,82.25,264.75,139.75,237.25,94.75,98.0,306.25,264.0,237.25,198.5,89.5,311.5,282.5,123.75,269.0,242.75,277.5,231.5,290.5,239.5,251.25,224.75,237.0,239.5,233.75,258.25,107.25,82.5,219.5,224.5,281.0,55.5,71.0,316.75,250.75,95.25,56.25,293.0,282.25,294.0,274.0,302.0,108.25,78.25
17,Green,140.0,119.75,534.75,350.25,82.0,160.0,453.25,50.5,327.0,369.75,376.75,158.25,374.75,281.5,163.25,363.75,90.0,424.5,180.25,454.5,84.25,302.0,91.5,326.75,389.0,64.75,387.25,149.75,365.5,79.0,92.25,450.25,413.25,337.0,304.75,78.0,444.25,439.0,122.25,378.5,343.25,390.5,331.5,453.0,346.75,361.5,327.25,372.0,371.5,318.75,355.0,114.75,67.5,325.25,328.0,383.75,42.75,50.0,466.0,319.5,80.75,44.25,384.75,420.75,440.0,373.25,408.5,113.75,62.25
17,Red,77.5,53.5,352.5,288.0,32.5,90.0,309.25,22.5,289.25,303.5,315.75,98.75,307.0,252.5,96.5,313.5,38.25,368.5,123.75,365.5,38.0,249.5,41.5,296.75,315.0,23.5,314.5,68.5,282.5,29.25,42.75,345.75,307.5,290.5,271.0,30.75,326.5,325.5,66.0,329.25,289.0,320.5,274.0,329.5,287.25,313.75,260.75,310.0,311.25,292.0,311.25,67.25,29.0,272.25,261.0,333.5,21.5,21.75,320.0,270.0,35.5,16.75,325.5,319.75,328.25,344.75,336.25,67.75,29.25
17,White,351.0,300.25,965.0,836.0,200.5,367.0,948.25,131.75,810.75,859.75,899.75,379.25,867.5,676.5,412.75,869.5,205.5,949.75,462.75,955.5,191.75,712.0,234.5,795.5,921.5,153.25,897.75,358.75,832.0,192.5,210.0,954.0,913.5,789.5,735.75,188.5,951.5,947.0,305.25,880.25,825.5,916.25,786.0,950.5,800.75,863.5,774.5,865.75,866.5,774.5,857.0,318.75,154.0,772.5,768.25,906.0,110.5,133.5,956.25,797.75,206.0,108.5,922.25,925.75,950.0,903.5,938.75,325.0,151.75
18,Black,5.25,6.75,5.5,7.25,6.25,8.666666666666666,5.25,5.0,6.75,4.75,7.0,13.0,5.0,7.5,12.25,12.75,13.25,15.0,8.75,23.75,6.0,7.0,6.5,7.0,6.75,6.75,8.25,4.25,7.25,6.5,12.5,8.75,8.75,16.0,5.5,5.25,5.75,9.25,5.5,14.75,5.75,6.75,6.75,8.75,16.5,7.75,6.75,5.25,5.5,14.25,15.0,11.0,12.0,7.25,7.25,17.0,6.5,5.75,6.75,6.0,4.75,5.0,7.0,16.5,7.75,14.75,16.5,10.75,10.5
18,Blue,129.0,127.0,332.5,267.75,96.5,143.33333333333334,296.0,69.25,241.0,237.0,273.5,157.0,241.75,187.5,144.25,264.25,104.5,292.25,151.25,306.25,87.75,200.5,102.75,223.75,286.5,79.75,264.25,141.25,234.25,94.0,99.75,304.5,262.5,238.75,197.5,92.0,311.75,281.75,122.0,269.25,245.25,277.75,231.75,289.75,238.25,251.75,225.25,237.0,235.5,232.25,260.5,106.75,84.25,218.0,222.25,278.75,55.75,68.75,317.75,249.0,94.75,55.5,294.75,281.5,296.25,272.5,303.0,107.5,79.25
18,Green,141.0,117.75,537.75,352.0,82.0,155.66666666666666,455.75,51.0,325.5,369.25,377.5,157.0,375.5,279.25,161.25,364.25,90.25,426.75,179.75,457.0,86.0,299.0,92.75,329.25,388.75,63.75,386.0,152.25,365.0,80.75,90.75,447.5,413.75,339.75,303.25,79.5,441.25,441.25,124.25,377.5,336.5,389.25,327.25,454.25,348.5,363.25,328.25,371.5,369.75,314.25,358.5,115.75,66.5,327.5,326.5,383.5,45.25,51.5,463.75,316.0,80.25,44.5,387.25,418.25,443.25,376.0,413.5,112.0,64.0
18,Red,76.75,53.75,352.25,285.25,31.0,90.0,307.0,23.5,291.25,304.25,316.75,96.75,305.25,252.75,98.5,311.75,38.0,367.25,124.0,365.5,35.5,247.75,41.25,296.5,318.25,25.25,315.0,68.75,282.25,31.0,44.0,340.0,309.75,287.75,271.0,30.5,326.75,328.75,66.0,329.5,289.5,321.0,273.25,331.75,287.25,310.25,261.25,310.0,311.5,294.25,310.75,67.75,29.25,276.0,258.5,332.0,21.5,22.0,320.75,271.0,34.25,17.0,324.5,320.25,329.25,343.25,334.25,65.75,30.5
18,White,352.0,299.5,962.75,840.0,201.25,368.3333333333333,951.25,136.0,803.0,861.25,901.5,381.25,870.75,682.5,413.75,867.5,205.0,947.5,463.75,954.0,193.75,705.5,233.5,791.75,923.0,154.5,895.5,359.75,827.5,190.25,208.0,955.5,915.25,787.5,735.5,187.0,953.25,947.25,305.25,877.5,823.75,918.25,782.5,950.5,800.75,867.5,774.75,864.5,864.0,777.5,857.5,320.75,155.75,773.25,769.0,902.75,110.25,130.0,951.75,795.75,205.25,107.25,926.25,925.75,950.0,904.0,938.0,322.0,149.25
19,Black,5.5,6.75,5.0,7.0,5.5,8.333333333333334,5.75,5.5,8.75,4.75,7.0,12.25,5.0,6.75,11.75,11.75,13.0,15.0,7.5,25.25,6.25,7.0,6.25,7.75,6.75,7.25,8.25,4.25,7.0,6.25,12.25,7.75,8.0,16.0,5.75,6.25,5.5,7.75,5.5,14.5,5.25,6.25,6.5,7.75,16.5,7.5,7.0,5.25,5.75,15.25,15.25,11.0,11.75,6.25,7.5,17.0,5.75,5.5,8.25,6.25,5.75,4.75,6.5,16.5,8.0,14.0,17.0,12.25,10.25
19,Blue,128.0,129.5,333.75,268.75,98.0,143.0,296.5,71.0,240.5,236.25,272.5,156.5,244.75,185.75,147.25,265.5,102.5,290.75,151.25,305.5,90.0,197.25,101.75,221.5,289.0,79.5,265.0,140.25,238.0,93.5,99.25,306.0,265.25,236.75,198.25,88.5,311.5,282.5,123.5,269.5,245.5,275.5,229.5,290.25,238.25,252.75,225.25,236.75,237.25,231.75,259.5,108.5,82.0,216.25,224.0,280.0,54.25,70.25,318.75,249.75,93.75,55.25,292.25,281.75,294.5,273.25,300.75,110.0,77.25
19,Green,142.5,119.75,538.0,352.0,82.75,157.33333333333334,450.25,49.5,329.5,369.25,376.75,160.5,375.25,282.25,162.25,366.0,90.75,425.5,182.25,454.5,85.25,300.0,90.75,328.5,388.5,65.25,384.25,150.0,365.5,78.25,94.0,447.25,413.5,336.25,308.0,79.75,440.5,439.0,122.75,379.75,326.25,390.0,329.75,454.0,348.75,360.75,326.25,370.0,369.25,315.0,354.25,114.5,65.75,325.5,326.75,383.0,46.25,52.0,466.75,321.0,80.5,43.5,383.5,420.0,441.25,372.5,411.5,112.25,63.5
19,Red,75.75,53.5,356.0,286.75,31.5,91.0,304.75,24.0,290.0,302.75,318.0,95.75,307.5,251.5,97.5,314.5,38.5,367.25,123.5,365.5,36.5,248.75,40.75,293.25,316.25,24.75,316.5,68.25,284.0,30.0,44.5,345.0,309.5,289.25,271.5,30.25,326.75,323.75,64.75,330.25,289.5,321.0,272.0,332.5,288.25,311.5,262.0,310.5,311.25,297.5,310.75,65.25,30.75,274.5,261.75,334.0,20.25,21.25,320.0,269.25,36.0,18.0,326.5,320.75,327.75,345.0,336.5,67.5,29.25
19,White,350.25,299.5,961.25,838.25,197.25,370.0,948.75,134.5,808.5,858.0,902.5,378.75,868.0,679.0,418.5,870.25,206.75,948.5,463.25,951.5,194.0,707.0,233.75,789.5,919.75,152.5,898.0,358.75,833.0,191.0,210.5,954.25,913.75,789.0,737.0,189.25,950.25,947.75,305.75,873.75,824.25,916.25,787.25,951.75,799.25,866.5,775.75,865.75,866.25,779.5,852.75,319.25,155.5,776.75,770.0,903.75,108.5,132.25,954.75,795.75,201.75,105.75,927.75,928.75,947.25,904.25,942.0,320.25,149.0
20,Black,5.75,6.25,5.5,7.5,4.75,9.0,5.5,5.25,6.25,5.5,7.5,12.0,5.0,7.25,12.5,12.75,12.25,14.25,7.75,25.25,6.5,7.75,6.0,7.5,6.25,7.0,8.75,3.75,8.25,6.25,12.25,7.5,7.5,15.25,6.0,5.75,5.5,8.0,6.5,15.5,5.75,6.5,6.25,9.0,15.5,7.75,7.0,5.25,5.5,15.25,15.0,10.5,11.25,5.75,7.5,17.0,6.25,5.5,6.75,6.0,5.0,4.75,6.25,16.25,7.25,14.5,16.5,10.0,11.0
20,Blue,128.25,127.75,333.0,271.75,99.75,144.0,295.5,73.0,241.0,238.5,272.5,156.5,243.0,184.0,145.0,263.5,104.75,291.25,152.25,304.0,86.75,200.0,100.5,220.75,287.25,82.5,263.5,138.25,241.25,95.5,100.25,305.75,265.25,238.0,196.0,89.25,311.25,283.5,122.75,269.25,244.0,277.25,230.25,290.5,238.75,252.75,225.25,237.0,238.25,235.0,261.25,105.5,82.25,218.75,224.25,278.75,54.25,68.0,317.5,247.25,93.5,55.25,291.0,282.75,293.75,274.5,304.0,105.75,79.75
20,Green,142.5,119.0,538.0,353.75,83.0,160.0,452.75,50.75,330.0,368.75,376.5,157.75,374.0,283.5,163.5,363.0,91.75,425.25,180.5,456.0,84.75,300.0,92.5,329.5,390.0,65.25,384.5,150.0,363.75,80.0,91.75,449.0,411.75,336.5,306.75,78.25,439.5,440.75,121.0,376.5,331.75,388.0,328.0,453.25,346.5,363.0,326.25,373.25,371.75,309.75,353.5,114.75,65.75,326.25,326.25,386.75,43.0,51.75,463.5,319.0,82.75,44.25,390.25,422.5,441.5,374.5,413.0,112.75,64.0
20,Red,77.0,54.5,354.25,287.75,31.75,90.66666666666669,307.25,23.25,294.0,305.5,314.0,97.5,306.5,250.75,97.5,315.0,39.25,365.75,122.5,365.25,34.25,249.25,41.75,294.0,315.75,25.25,315.0,67.75,283.75,30.0,43.25,345.0,307.5,288.5,272.25,30.5,328.25,323.0,65.0,329.25,287.5,320.5,273.5,332.0,286.0,310.75,262.25,312.0,312.0,294.75,312.25,64.0,30.0,276.5,258.0,331.25,22.0,22.5,320.25,272.0,35.25,17.25,326.25,320.75,329.25,344.0,334.5,68.25,30.75
20,White,349.0,299.25,963.5,839.75,200.0,368.3333333333333,949.75,133.5,804.0,858.75,902.75,382.75,869.75,677.75,417.0,870.75,206.75,950.75,462.5,955.75,192.25,708.5,231.75,793.25,924.0,154.75,900.0,357.5,829.25,193.0,209.75,952.0,915.5,791.25,734.75,190.5,949.0,947.0,307.0,883.5,824.75,916.5,784.25,949.5,803.25,865.5,773.5,865.5,866.5,776.75,853.0,314.0,154.25,775.5,771.5,907.25,110.5,130.25,954.75,799.25,205.0,106.25,929.0,929.5,947.5,904.75,943.5,321.0,150.0
21,Black,5.25,6.25,6.75,7.25,5.5,8.0,5.5,5.75,8.25,5.25,7.5,12.25,4.75,7.0,12.0,12.25,12.75,14.25,7.75,23.75,6.75,7.25,5.5,7.25,7.0,6.75,8.25,4.5,7.75,6.75,10.75,8.5,8.25,15.5,5.75,5.0,5.5,8.75,6.666666666666667,14.5,5.5,7.25,6.75,9.0,16.75,7.75,6.5,5.0,5.25,15.0,15.25,11.0,12.25,6.75,7.0,17.5,6.0,5.25,6.5,6.0,5.5,5.25,7.5,16.25,6.75,14.25,15.75,11.0,11.0
21,Blue,128.75,126.5,334.5,271.5,98.0,145.0,296.0,71.75,241.75,237.25,274.0,156.25,241.25,187.25,145.0,267.5,104.25,290.0,150.0,308.5,87.0,202.75,103.5,220.5,286.75,81.25,266.0,139.75,239.0,95.0,98.75,305.0,265.75,234.75,197.5,90.5,312.0,283.0,122.75,268.5,242.25,278.75,229.75,293.0,239.5,250.5,224.25,237.5,238.0,232.5,260.75,109.0,85.25,216.25,222.75,282.0,56.5,68.75,318.0,249.75,93.25,56.5,293.5,280.5,294.75,273.75,305.25,106.25,78.25
21,Green,139.75,117.5,535.5,355.25,85.5,156.33333333333334,454.5,50.5,329.25,369.5,380.0,161.5,372.5,281.5,162.75,363.5,92.0,423.25,179.25,456.25,85.75,300.5,91.25,327.75,389.5,63.75,384.25,150.75,366.25,79.75,93.0,445.75,414.5,338.0,302.75,80.25,439.0,437.0,122.75,380.0,332.5,389.25,330.75,454.5,345.25,362.5,326.0,370.75,368.5,310.25,352.25,115.25,66.25,328.75,326.75,388.0,44.25,49.75,463.25,318.75,80.75,44.75,384.0,421.0,437.25,374.75,410.25,114.0,62.0
21,Red,77.25,53.25,352.5,286.75,30.5,90.33333333333331,305.75,23.75,292.0,303.25,314.75,97.75,305.0,251.25,96.75,311.5,40.0,367.75,121.75,365.0,35.75,249.75,41.75,298.0,315.5,24.75,313.5,69.25,283.75,29.0,45.5,347.5,310.25,287.5,270.75,29.25,327.25,328.25,66.75,327.75,289.25,320.0,275.25,332.25,286.0,310.25,259.75,310.25,311.25,293.0,311.25,65.5,29.25,275.75,263.25,333.75,20.0,23.0,322.5,271.5,35.25,17.75,323.5,319.0,327.0,346.25,335.75,66.5,30.5
21,White,349.25,299.75,961.5,829.75,198.0,367.6666666666667,949.75,132.5,809.25,859.5,902.5,379.25,867.75,680.0,411.5,870.25,207.25,952.0,464.0,952.25,195.0,712.5,231.5,790.75,922.75,156.0,896.0,356.5,833.5,190.25,208.25,951.5,919.25,789.75,732.5,189.5,954.0,947.75,303.25,879.5,828.0,919.0,783.0,953.0,801.25,866.0,777.0,866.25,865.5,779.25,855.25,316.5,155.0,774.75,769.25,904.25,107.25,130.25,950.25,797.5,203.5,106.5,928.75,928.75,951.5,900.5,942.25,317.75,150.25
22,Black,5.75,6.0,6.25,7.0,5.75,9.0,5.5,5.5,8.5,5.5,8.0,12.0,5.25,7.25,12.5,13.25,12.5,15.5,7.75,24.25,6.25,7.0,6.0,7.5,6.75,6.5,8.5,4.75,8.0,5.25,12.0,8.75,7.5,15.5,5.5,5.5,5.25,8.0,6.666666666666667,14.5,5.75,6.0,7.75,9.5,15.75,7.25,6.75,5.25,5.25,15.75,15.25,10.75,11.5,7.0,7.5,17.5,6.0,5.25,6.75,6.25,4.5,4.75,7.25,16.5,7.75,13.75,16.75,11.5,10.5
22,Blue,125.75,126.5,333.5,269.75,97.25,143.66666666666666,294.75,70.5,242.25,238.25,270.5,155.75,241.25,185.25,146.25,262.0,103.25,292.5,152.75,305.5,88.25,200.5,102.0,220.25,286.75,81.25,266.0,139.5,238.5,94.75,100.0,308.25,265.75,239.5,196.75,91.0,312.25,284.75,122.0,268.25,244.25,277.25,231.75,291.5,236.75,251.75,223.0,239.0,238.75,231.5,263.0,106.5,84.5,218.5,223.75,279.25,55.25,69.0,318.75,248.25,94.5,56.25,294.25,282.25,294.0,276.25,303.5,105.5,78.5
22,Green,141.25,120.5,536.25,352.0,83.5,158.66666666666666,453.25,51.75,326.25,369.25,373.75,158.25,377.25,280.75,160.75,365.0,89.75,423.5,179.5,455.75,84.0,300.5,90.75,330.0,390.0,63.0,385.5,151.25,365.25,78.25,93.75,446.25,413.25,337.5,305.0,79.75,443.25,439.5,121.5,378.75,334.25,389.0,330.25,453.75,344.75,361.25,325.25,372.0,372.25,309.75,355.75,114.75,67.25,324.5,328.0,387.75,44.0,50.25,464.0,320.5,81.75,44.0,381.25,420.0,442.0,376.75,409.5,111.75,62.75
22,Red,77.75,53.75,355.5,285.0,30.75,90.66666666666669,308.25,23.75,290.75,304.25,317.0,96.25,306.75,251.5,96.25,313.5,39.0,367.5,121.75,367.0,35.5,249.75,43.75,296.5,316.0,24.0,315.5,70.0,280.25,30.5,45.25,342.5,310.75,289.0,270.75,31.0,326.0,326.25,65.25,326.25,290.0,320.25,271.5,330.75,285.5,309.0,264.0,314.0,312.75,294.25,312.5,63.25,29.75,275.0,261.0,334.25,21.5,21.25,323.0,270.0,34.5,16.5,322.75,320.75,327.25,345.75,336.5,64.25,30.5
22,White,348.5,300.5,963.0,838.0,201.75,370.6666666666667,950.0,133.75,811.25,861.25,896.5,378.75,868.75,679.0,413.0,868.75,205.5,949.5,464.0,955.25,192.25,708.25,231.0,795.0,924.75,153.0,897.75,359.25,834.0,189.75,208.75,955.5,917.5,789.25,736.25,188.25,952.25,947.5,305.0,883.0,826.75,915.75,785.25,954.25,801.5,867.75,776.75,867.25,868.75,778.0,857.25,314.75,154.0,772.75,770.75,906.5,106.5,133.75,955.5,791.0,203.25,105.75,928.25,930.25,952.0,900.0,940.5,318.75,148.75
23,Black,5.75,6.25,5.5,7.0,5.5,8.0,5.5,6.0,7.75,5.0,7.75,12.25,5.0,7.0,12.0,12.5,12.75,14.75,7.75,24.75,6.75,8.0,6.0,7.5,6.75,7.25,7.75,4.25,8.25,6.0,12.25,8.25,8.5,16.0,6.0,5.5,5.0,9.0,5.666666666666667,15.25,5.0,6.0,6.0,8.5,15.5,7.75,6.5,5.5,5.5,14.25,15.25,10.75,11.25,6.25,7.25,16.5,6.25,5.25,8.0,6.5,4.75,4.5,7.25,17.25,7.5,14.5,16.0,10.75,11.0
23,Blue,127.75,126.75,334.0,272.75,99.75,145.0,294.25,72.25,241.75,238.5,272.5,154.25,240.0,184.25,144.0,264.75,104.5,292.0,151.5,306.5,87.75,200.75,102.25,223.25,286.0,80.5,264.25,140.0,238.0,94.5,101.0,307.75,266.0,237.25,198.75,92.0,310.0,285.75,122.75,270.75,245.5,279.0,229.0,290.5,239.75,254.25,225.0,237.25,237.25,236.0,260.5,109.25,84.0,217.75,222.5,280.5,56.0,68.75,317.5,249.25,93.75,54.75,292.0,281.5,295.75,274.5,302.25,108.25,78.5
23,Green,142.5,122.0,536.75,352.0,83.5,158.0,455.25,52.25,329.5,372.5,376.25,160.25,374.75,281.0,164.75,365.0,92.5,422.5,178.5,454.0,84.5,298.5,89.5,329.25,388.0,66.0,383.75,149.25,363.75,78.5,91.0,449.0,412.75,337.5,307.75,78.5,453.0,441.25,121.75,378.25,335.25,388.75,331.0,454.5,346.25,360.25,328.5,369.0,369.5,315.75,357.25,117.25,66.5,326.0,325.0,388.0,43.0,50.5,463.0,319.5,80.0,44.5,381.25,420.75,439.75,375.0,410.0,114.25,61.75
23,Red,75.75,53.5,354.0,286.5,30.75,89.66666666666667,305.75,23.25,289.5,303.75,313.5,99.25,308.25,252.5,95.75,315.5,39.75,366.75,122.75,365.25,34.75,249.5,41.5,297.25,317.25,24.0,311.5,67.25,285.5,30.5,43.75,345.0,309.25,290.5,271.5,29.75,326.75,329.25,67.75,326.75,291.5,318.75,272.5,331.25,288.0,312.75,263.0,307.5,309.75,296.25,311.25,66.25,29.5,275.5,259.0,331.0,20.75,22.75,324.25,270.0,35.5,17.75,325.75,321.5,329.5,343.0,334.0,66.5,29.75
23,White,347.75,300.0,960.5,842.25,200.5,369.0,950.5,136.0,807.75,856.25,897.75,377.25,866.5,679.25,412.0,869.25,206.0,948.75,462.75,953.5,193.25,710.0,231.0,792.25,921.0,153.75,895.0,358.25,831.5,192.25,208.5,954.25,916.5,791.75,735.75,185.5,951.5,947.0,306.0,879.5,823.75,916.25,790.25,950.25,801.5,865.5,773.75,866.25,868.75,775.5,855.0,313.5,155.0,776.0,769.5,906.75,108.5,130.0,952.25,797.0,201.5,107.5,924.75,930.0,950.75,904.5,941.0,317.0,149.0
