Order,Color,P4_R,P60_R,P80_W,P40_W,P40_A,P2_B,P80_WR,P80_A,P100_blank,BG_rbru0,P2_W,P2_A,BG_rbru1,P4_blank,P6_R,P10_WR,P6_A,P10_NoR,P2_R,P6_W,P4_B,P2_blank,P80_R,P4_W,P60_W,P6_B,P2_NoR,P40_R,P80_blank,P60_A,P4_A,P60_NoR,P20_WR,P8_blank,P20_blank,P20_A,P100_WR,P20_W,P20_R,P8_NoR,P60_WR,P80_NoR,P40_blank,P20_NoR,P6_blank,P4_NoR,P2_WR,BG_1,BG_0,P10_blank,P8_WR,P10_R,P8_A,P60_blank,P4_WR,P8_W,P8_B,P100_A,P100_W,P40_WR,P100_R,P10_B,P100_NoR,P6_WR,P40_NoR,P10_W,P6_NoR,P8_R,P10_A
1,Black,0.5,0.9574271077563382,0.9574271077563382,1.0,0.957427107756338,1.0,0.957427107756338,0.5773502691896257,0.5000000000000001,0.5,0.0,0.957427107756338,0.8164965809277259,0.5,0.5000000000000001,2.06155281280883,0.957427107756338,1.414213562373095,0.4999999999999999,0.4999999999999996,0.957427107756338,0.5,1.0,0.4999999999999999,0.816496580927726,0.4999999999999999,0.816496580927726,0.9574271077563382,0.5773502691896257,1.2583057392117916,0.957427107756338,0.957427107756338,0.957427107756338,0.5000000000000001,0.4999999999999999,0.5773502691896257,0.5773502691896258,0.957427107756338,0.5,1.0,0.4999999999999999,0.4999999999999999,0.816496580927726,1.7320508075688776,0.9574271077563382,0.5,0.0,0.5773502691896257,0.4999999999999999,0.816496580927726,0.816496580927726,0.5773502691896257,0.816496580927726,0.5773502691896257,0.9574271077563382,0.4999999999999996,0.5,0.5,0.957427107756338,1.707825127659933,0.5773502691896257,0.816496580927726,1.4142135623730951,1.2909944487358056,1.2583057392117916,1.2583057392117918,0.9574271077563384,0.5,0.4999999999999998
1,Blue,5.354126134736333,9.4339811320566,1.707825127659933,1.8929694486000876,1.825741858350552,3.0,2.061552812808831,2.629955639676582,0.9574271077563418,4.99165971062398,2.6457513110645907,1.5,3.559026084010436,2.8284271247461903,18.303005217723125,4.43471156521669,2.3804761428476167,2.1602468994692847,8.42614977317636,3.109126351029608,2.160246899469288,6.0,6.601767440112788,1.2909944487358074,2.98607881119482,1.892969448600092,1.4142135623730885,9.215023964519396,1.914854215512677,3.464101615137756,1.707825127659933,3.8622100754188224,3.1091263510296048,3.696845502136476,0.9574271077563368,2.309401076758505,1.7320508075688743,1.8929694486000972,3.415650255319868,2.9860788111948198,2.8284271247461867,5.5976185412488855,0.5,3.304037933599835,1.499999999999996,2.8284271247461934,5.852349955359815,1.9148542155126724,2.3629078131263026,1.1547005383792517,3.366501646120686,4.4347115652166895,1.707825127659932,1.73205080756888,6.601767440112785,2.1602468994692847,2.217355782608345,1.707825127659932,3.201562118716424,3.1091263510296034,4.966554808583778,2.5,3.304037933599835,4.716990566028299,2.061552812808831,2.75378527364305,3.304037933599835,7.25718035235908,1.825741858350556
1,Green,10.904891868637057,14.453949863849214,2.7537852736430666,9.810708435174297,1.000000000000001,2.08166599946613,1.8257418583505536,4.242640687119285,3.829708431025355,2.3804761428476207,5.439056290693567,2.449489742783179,2.9439202887759426,1.290994448735802,37.66519171153476,3.0956959368344585,1.2583057392117902,21.54646142641525,34.56756668709365,2.629955639676586,1.707825127659933,5.000000000000004,16.062378404209014,8.5,2.9860788111948198,2.872281323269013,4.654746681256314,14.387494569938156,2.3629078131262973,3.3040379335998327,2.629955639676584,5.228129047119372,11.803954139750514,7.14142842854285,4.509249752822888,2.217355782608345,20.564937798755103,4.573474244670751,8.381527307120104,15.143755588800724,31.394001550190016,6.806859285554044,9.57427107756338,3.593976442141301,5.678908345800281,3.1091263510296097,15.063753405664434,1.290994448735813,2.7080128015453164,3.403429642777021,10.893423092245468,14.38749456993816,1.707825127659933,1.707825127659933,10.626225419530051,16.82012683265696,1.5,1.1547005383792517,14.291605927956452,4.546060565661952,8.717797887081344,2.06155281280883,5.737304826019503,1.4142135623730916,4.112987559751016,8.020806277010637,8.524474568362955,28.36664708185771,2.8722813232690143
1,Red,14.730919862656236,11.803954139750516,2.645751311064587,2.6299556396765835,0.9574271077563375,0.5773502691896247,7.675719293112969,1.5000000000000002,2.7080128015453164,2.3804761428476167,3.0956959368344554,2.0615528128088285,3.774917217635375,1.707825127659933,51.33874430356343,4.041451884327388,1.7320508075688767,2.5166114784235774,50.861740696388544,2.9860788111948198,1.4142135623730956,4.203173404306168,4.96655480858378,2.061552812808831,1.7078251276599343,0.4999999999999996,4.573474244670748,12.19289410544792,1.707825127659926,2.629955639676583,2.943920288775949,3.696845502136475,1.707825127659933,2.645751311064598,3.5118845842842465,2.2173557826083456,2.217355782608345,2.645751311064583,8.831760866327848,2.500000000000001,1.7078251276599343,2.3804761428476207,1.4142135623730951,1.2909944487358056,2.6299556396765835,3.8622100754188224,16.911534525287767,2.160246899469287,3.774917217635376,2.449489742783178,3.1091263510296128,34.70230539892127,0.957427107756338,2.629955639676586,18.02544497832624,2.7537852736430586,0.9999999999999996,1.258305739211792,6.238322424070967,1.4142135623730916,8.524474568362946,1.2909944487358056,1.707825127659933,9.912113800799505,4.349329450233298,2.4494897427831703,2.6299556396765835,43.48467162882418,0.5773502691896257
1,White,75.91826745476567,63.773035054010094,1.290994448735813,5.737304826019502,2.0615528128088343,4.358898943540674,3.5939764421413187,3.685557397916,4.203173404306164,4.24264068711927,3.304037933599822,5.188127472091127,3.651483716701113,7.187952884282608,179.02793078176376,13.598406769422164,3.86221007541882,17.802153427792557,146.04337255304216,1.707825127659933,2.3804761428476167,13.598406769422152,34.76947895305115,8.655441448399179,9.878427675158296,1.4142135623730934,5.852349955359803,57.42531381426371,4.725815626252614,3.162277660168378,2.0615528128088343,2.645751311064605,3.201562118716423,5.446711546122731,2.5,6.928203230275508,6.557438524302011,2.872281323269016,46.38246795216199,29.43920288775949,8.65544144839919,4.509249752822907,6.952217871538054,1.290994448735813,9.215023964519393,5.56027577253743,36.55475345286847,2.9439202887759524,5.259911279353167,26.55183609470352,0.816496580927726,166.76605369998617,3.403429642777026,5.686240703077317,28.3357842077234,15.478479684172274,1.914854215512676,5.18812747209113,1.707825127659933,3.1622776601683853,39.76074278313556,1.732050807568876,16.713268182295575,9.201449161228174,2.217355782608345,10.307764064044164,24.198829172778872,196.03231026202457,2.5000000000000004
2,Black,0.5773502691896257,1.0,0.9574271077563382,1.0,0.816496580927726,0.0,0.957427107756338,0.816496580927726,0.957427107756338,0.5,0.5773502691896257,1.4142135623730951,0.4999999999999999,0.0,0.957427107756338,0.957427107756338,0.5,0.957427107756338,0.0,1.914854215512676,0.4999999999999999,0.5,0.957427107756338,0.5773502691896257,1.5,0.957427107756338,0.4999999999999998,0.4999999999999999,1.5000000000000002,0.816496580927726,0.816496580927726,1.707825127659933,0.957427107756338,1.2909944487358056,0.957427107756338,0.4999999999999999,0.816496580927726,1.2583057392117911,0.9574271077563382,1.4142135623730951,0.957427107756338,1.7320508075688772,1.0,0.0,1.5,0.5773502691896257,0.957427107756338,0.5,0.8164965809277259,1.4142135623730951,1.2583057392117911,1.1547005383792517,0.957427107756338,0.5773502691896258,1.2909944487358056,0.816496580927726,1.0,0.816496580927726,2.0615528128088303,0.957427107756338,0.5773502691896258,0.5773502691896257,0.4999999999999999,2.9860788111948198,1.707825127659933,0.816496580927726,1.258305739211792,1.0,1.0
2,Blue,7.588368291888143,11.842719282327014,3.696845502136472,4.434711565216694,4.5,2.6457513110645907,1.8929694486000876,1.0,2.943920288775949,2.6299556396765835,2.8284271247461867,1.4142135623730951,1.2583057392117944,2.8722813232690143,18.38477631085024,2.6299556396765835,2.708012801545318,2.7080128015453253,8.770214744615247,2.160246899469287,2.645751311064592,4.041451884327384,7.54983443527075,2.380476142847615,1.707825127659933,3.4641016151377544,3.265986323710904,7.438637868140463,3.947573094109007,2.217355782608345,3.1091263510296034,1.1547005383792432,0.9574271077563404,2.3804761428476207,3.0956959368344497,2.4999999999999982,1.892969448600095,0.5,6.130524719249842,3.3040379335998327,2.217355782608345,2.9439202887759537,3.1091263510296048,3.2015621187164296,2.9860788111948167,3.947573094109007,7.071067811865472,0.816496580927726,2.3804761428476167,2.943920288775949,2.2173557826083483,6.557438524301999,2.629955639676582,3.1622776601683777,6.3966136874651625,3.30403793359984,1.258305739211791,2.217355782608347,6.130524719249848,2.000000000000002,1.825741858350556,2.5166114784235827,1.5000000000000078,2.217355782608345,1.9148542155126689,2.943920288775949,2.44948974278318,4.924428900898052,2.380476142847615
2,Green,11.086778913041726,9.535023160258536,1.707825127659947,10.468205831628136,0.9574271077563388,4.041451884327377,2.943920288775949,1.9148542155126755,3.8622100754188224,4.57347424467074,7.852812659593159,2.7080128015453173,1.9999999999999951,4.242640687119285,40.32369030731191,5.099019513592792,2.8722813232690143,17.568911937472585,37.02701716314724,2.3629078131262973,1.2909944487358047,1.5,15.121728296285005,8.286535263104035,3.7749172176353816,1.258305739211791,1.0000000000000049,12.419742348374218,3.3665016461206885,1.8257418583505545,1.4142135623730934,8.655441448399191,6.454972243679028,5.597618541248883,4.112987559751019,2.4999999999999987,22.052966542697447,4.112987559751022,11.4418821295566,17.914147109663542,28.5482048472404,3.201562118716424,10.90489186863706,4.203173404306164,4.856267428111161,3.41565025531987,14.314910641239315,2.217355782608345,1.732050807568872,2.943920288775949,12.233832869001718,14.750706197783662,2.06155281280883,2.0615528128088303,14.73091986265623,13.9522996909709,1.914854215512676,0.957427107756338,11.412712210513323,7.724420150837645,7.7028133388608975,1.914854215512676,2.0615528128088383,1.825741858350556,2.217355782608345,5.0,7.874007874011806,24.79919353527449,2.75378527364305
2,Red,16.173538058610838,7.932002689527196,1.1547005383792517,3.1622776601683715,0.957427107756338,0.5773502691896247,5.4390562906935775,1.2583057392117916,3.4641016151377544,1.7320508075688827,3.0000000000000013,2.7080128015453213,3.366501646120693,4.690415759823432,53.44389581607987,5.066228051190223,0.816496580927726,3.304037933599827,48.84669896727925,3.109126351029599,1.8929694486000908,5.1881274720911295,7.25718035235908,2.5000000000000067,3.5939764421412983,1.732050807568877,2.21735578260834,11.236102527122116,3.8622100754188224,1.8929694486000916,1.707825127659933,1.8257418583505536,2.449489742783186,1.892969448600095,2.499999999999999,0.816496580927726,0.5000000000000047,3.8622100754188224,9.66091783079296,3.741657386773941,3.1091263510296048,2.581988897471611,3.9475730941090057,1.7078251276599288,0.957427107756338,1.2583057392117898,19.27649691550135,4.546060565661952,2.217355782608345,1.4142135623730985,2.5166114784235774,31.63726705432482,1.258305739211792,2.516611478423589,20.36950334855189,3.500000000000001,1.2909944487358056,1.5000000000000004,4.203173404306156,0.4999999999999952,5.1234753829798,0.9574271077563375,2.645751311064598,6.849574196011505,4.193248541803047,2.753785273643043,2.4999999999999933,44.96202101032974,1.4142135623730945
2,White,71.2320152740325,66.34442955767526,2.0615528128088325,34.03307215048327,5.852349955359813,4.163331998932264,2.7080128015453098,4.123105625617658,3.095695936834447,4.99165971062398,2.1602468994693,6.879922480183425,8.850612031567838,8.888194417315589,179.18147225648082,32.998737349581525,0.816496580927726,6.130524719249827,142.70015183360294,2.21735578260833,1.892969448600088,11.757976016304834,37.35416085703618,4.358898943540674,8.098353742170898,1.5,2.9860788111948198,59.295868321494375,3.915780041490251,3.774917217635373,3.87298334620742,3.304037933599835,4.760952285695233,4.96655480858378,9.678154093971983,3.774917217635375,4.203173404306164,2.362907813126318,43.74547595656797,34.989284073841795,9.398581453247774,9.255628917943222,2.943920288775949,2.2173557826083514,2.217355782608345,4.193248541803052,35.036885325801066,1.7078251276599303,2.5000000000000018,26.38812864401969,7.41057802513857,145.14131045295136,3.366501646120693,1.154700538379268,22.750457870850266,23.951339558919592,2.217355782608345,5.972157622389639,4.193248541803052,8.88350531415762,37.65634076752546,1.2909944487358056,10.376254944182254,3.915780041490258,3.304037933599835,18.227726133558185,2.3094010767584865,194.2753629945564,1.2909944487358056
