0,1,2,3
Blue,Green,Red,White
116.23237932507476,78.64035510952425,78.51513390020682,82.75315886101012
107.3323823109843,74.961763956156,74.18852492315193,79.47693673392742
121.951600312256,77.61714344304319,70.67444913802946,74.96894491154204
117.0012199179328,76.21719843942066,71.73328017542113,76.88395921663638
112.49172514232755,71.29751893807769,80.70782261034246,85.97573017928067
114.22991071428572,79.45169299033333,81.84665322631774,86.290490203586
