Concentrate,Blue,Green,Red,White
10,40.66094959213555,15.725012309207294,62.49949639418234,58.972366731977566
20,56.98411456295486,18.59187178019461,66.24625618951583,64.75221529373154
40,69.2110655737705,57.52015946362236,80.61747776033489,79.4251134644478
60,79.06137184115525,60.441480069874544,82.59527804410354,82.03920875569638
80,95.34482758620688,93.56510025387286,96.000700921982,95.91201566652678
100,96.14698813861538,91.2103185634069,95.77931491529635,95.83489593099569
