Color,N2_A,N2_B,N2_WR,N2_blank,N4_A,N4_B,N4_WR,N4_blank,N6_A,N6_B,N6_WR,N6_blank,N8_A,N8_B,N8_WR,N8_blank,N10_A,N10_B,N10_WR,N10_blank
Black,4.2631578947368425,4.184210526315789,5.184210526315789,5.605263157894737,4.9605263157894735,4.578947368421052,4.407894736842105,4.381578947368421,4.2368421052631575,4.328947368421052,3.8421052631578942,4.105263157894737,4.328947368421052,4.2368421052631575,3.4473684210526314,3.276315789473684,4.197368421052632,4.131578947368421,3.25,3.4210526315789473
Blue,136.14473684210526,120.84210526315788,252.3421052631579,220.8684210526316,90.42105263157896,86.3157894736842,257.5657894736842,212.03947368421052,93.17105263157896,54.973684210526315,270.9868421052632,210.47368421052633,43.25,37.828947368421055,243.19736842105263,206.57894736842104,29.81578947368421,35.46052631578947,258.4342105263158,211.97368421052633
Green,294.2763157894737,287.69736842105266,411.0,343.4868421052632,231.26315789473685,233.6315789473684,398.4342105263158,331.0263157894737,232.19736842105263,177.56578947368422,393.10526315789474,312.75,168.89473684210526,149.1315789473684,396.25,319.2763157894737,120.61842105263158,124.11842105263158,407.85526315789474,327.89473684210526
Red,312.6842105263158,298.8421052631579,336.5657894736842,279.9605263157895,290.55263157894734,288.3157894736842,320.1578947368421,273.8421052631579,261.2368421052632,268.7236842105263,334.7631578947368,281.32894736842104,270.5131578947368,255.1052631578947,328.38157894736844,275.60526315789474,238.81578947368425,231.1447368421053,318.7236842105263,273.88157894736844
White,711.1315789473684,676.9605263157895,930.7368421052632,797.1315789473684,589.0921052631579,586.6973684210526,914.092105263158,775.4473684210526,565.75,483.4868421052632,932.1447368421052,765.3421052631579,466.42105263157896,428.5131578947368,911.1973684210526,764.6184210526316,376.44736842105266,379.44736842105266,925.2763157894736,774.2763157894736
