NPK_PO4_0.4mgL_1  :  ปริมาณ 0.4 มิลลิกรัมต่อลิตร...NPK_RGBGLOVE_Auto_TCS
Light Source Color - OFF
N,P,K
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
Light Source Color - WHITE	 , 29/03/2024,11:55:45
1,1,1,0
1,231,255,255
1,229,255,255
1,228,255,255
1,228,255,255
1,227,255,255
1,227,255,255
1,226,255,255
1,226,255,255
1,226,255,255
1,226,255,255
1,226,255,255
1,226,255,255
1,226,255,255
1,226,255,255
1,225,255,255
1,225,255,255
1,225,255,255
Light Source Color - OFF	 , 29/03/2024,11:55:58
2,224,255,255
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
Light Source Color - RED	 , 29/03/2024,11:56:10
3,12,1,2
3,199,11,22
3,199,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
3,198,11,22
Light Source Color - OFF	 , 29/03/2024,11:56:23
4,198,11,22
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
Light Source Color - GREEN	 , 29/03/2024,11:56:35
5,1,1,0
5,30,221,83
5,30,221,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,29,220,83
5,29,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
5,30,220,83
Light Source Color - OFF	 , 29/03/2024,11:56:48
6,26,192,72
6,1,1,0
