Color,Intensity
White,406
White,403
White,407
White,405
White,397
White,398
White,397
White,398
White,405
Red,130
Red,125
Red,131
Red,130
Red,127
Red,132
Red,126
Red,128
Red,125
Red,125
Green,29
Green,29
Green,31
Green,29
Green,28
Green,28
Green,30
Green,32
Green,31
Green,29
Blue,259
Blue,253
Blue,260
Blue,255
Blue,262
Blue,257
Blue,251
Blue,259
Blue,256
Blue,250
White,401
White,401
White,397
White,397
White,394
White,395
White,397
White,398
White,394
White,398
Red,124
Red,124
Red,124
Red,124
Red,127
Red,127
Red,125
Red,124
Red,126
Red,127
Off,5
White,396
White,401
White,400
White,400
White,398
White,401
White,398
White,403
White,400
Red,121
Red,119
Red,127
Red,129
Red,126
Red,122
Red,123
Red,125
Red,123
Red,124
Green,29
Green,31
Green,29
Green,31
Green,30
Green,30
Green,31
Green,27
Green,30
Green,30
Blue,262
Blue,260
Blue,256
Blue,260
Blue,256
Blue,251
Blue,259
Blue,253
Blue,249
Blue,254
White,391
White,397
White,397
White,387
White,391
White,394
White,394
White,391
White,395
White,396
Red,121
Red,124
Red,124
Red,122
Red,127
Red,126
Red,123
Red,120
Red,126
Red,126
Off,4
White,395
White,399
White,399
White,397
White,394
White,399
White,399
White,395
White,394
Red,125
Red,123
Red,127
Red,123
Red,121
Red,121
Red,126
Red,123
Red,124
Red,123
Green,31
Green,31
Green,27
Green,28
Green,28
Green,28
Green,30
Green,30
Green,27
Green,27
Blue,254
Blue,251
Blue,253
Blue,252
Blue,257
Blue,251
Blue,253
Blue,258
Blue,253
Blue,257
White,389
White,391
White,393
White,392
White,391
White,395
White,392
White,393
White,391
White,395
Red,124
Red,123
Red,127
Red,123
Red,122
Red,120
Red,123
Red,126
Red,121
Red,120
Off,5
White,387
White,397
White,394
White,393
White,392
White,389
White,397
White,396
White,399
Red,120
Red,118
Red,121
Red,121
Red,121
Red,120
Red,120
Red,120
Red,124
Red,122
Green,28
Green,29
Green,28
Green,27
Green,28
Green,29
Green,29
Green,32
Green,27
Green,30
Blue,258
Blue,260
Blue,253
Blue,251
Blue,254
Blue,253
Blue,254
Blue,257
Blue,255
Blue,252
White,392
White,390
White,392
White,391
White,389
White,395
White,389
White,389
White,392
White,386
Red,119
Red,122
Red,122
Red,122
Red,121
Red,123
Red,119
Red,125
Red,126
Red,118
Off,4
White,390
White,395
White,384
White,388
White,394
White,386
White,391
White,393
White,393
Red,119
Red,123
Red,123
Red,120
Red,120
Red,120
Red,119
Red,119
Red,122
Red,119
Green,28
Green,27
Green,29
Green,27
Green,29
Green,28
Green,27
Green,27
Green,30
Green,28
Blue,249
Blue,257
Blue,257
Blue,257
Blue,247
Blue,257
Blue,257
Blue,256
Blue,250
Blue,252
White,389
White,390
White,388
White,386
White,391
White,386
White,389
White,388
White,387
White,388
Red,118
Red,121
Red,121
Red,119
Red,124
Red,121
Red,119
Red,118
Red,122
Red,123
Off,6
White,384
White,387
White,384
White,392
White,389
White,387
White,390
White,392
White,395
Red,122
Red,121
Red,118
Red,116
Red,118
Red,121
Red,123
Red,124
Red,120
Red,123
Green,29
Green,26
Green,30
Green,30
Green,28
Green,30
Green,31
Green,29
Green,29
Green,29
Blue,255
Blue,250
Blue,249
Blue,253
Blue,253
Blue,249
Blue,257
Blue,245
Blue,257
Blue,246
White,387
White,392
White,383
White,390
White,386
White,391
White,393
White,386
White,388
White,391
Red,121
Red,117
Red,119
Red,123
Red,118
Red,123
Red,119
Red,120
Red,116
Red,118
Off,5
White,390
White,387
White,386
White,389
White,379
White,392
White,387
White,386
White,381
Red,120
Red,120
Red,123
Red,119
Red,120
Red,119
Red,124
Red,119
Red,116
Red,123
Green,27
Green,29
Green,28
Green,27
Green,30
Green,30
Green,29
Green,31
Green,28
Green,28
Blue,249
Blue,251
Blue,247
Blue,248
Blue,248
Blue,253
Blue,249
Blue,255
Blue,251
Blue,252
White,387
White,384
White,386
White,383
White,385
White,384
White,388
White,377
White,383
White,391
Red,117
Red,122
Red,119
Red,121
Red,121
Red,119
Red,122
Red,122
Red,123
Red,117
Off,5
White,386
White,386
White,390
White,384
White,380
White,384
White,391
White,387
White,384
Red,122
Red,120
Red,121
Red,117
Red,121
Red,119
Red,119
Red,124
Red,117
Red,116
Green,29
Green,26
Green,29
Green,30
Green,27
Green,26
Green,30
Green,27
Green,29
Green,25
Blue,250
Blue,248
Blue,250
Blue,254
Blue,253
Blue,252
Blue,255
Blue,252
Blue,248
Blue,250
White,383
White,385
White,385
White,388
White,388
White,378
White,385
White,388
White,390
White,390
Red,116
Red,118
Red,120
Red,120
Red,121
Red,117
Red,119
Red,119
Red,122
Red,117
Off,5
White,385
White,388
White,384
White,382
White,385
White,387
White,388
White,389
White,390
Red,118
Red,123
Red,116
Red,117
Red,119
Red,116
Red,117
Red,119
Red,117
Red,121
Green,28
Green,26
Green,29
Green,27
Green,26
Green,27
Green,30
Green,28
Green,27
Green,28
Blue,254
Blue,247
Blue,249
Blue,246
Blue,249
Blue,250
Blue,249
Blue,247
Blue,251
Blue,247
White,380
White,381
White,383
White,389
White,381
White,383
White,387
White,388
White,383
White,387
Red,115
Red,116
Red,119
Red,121
Red,121
Red,121
Red,122
Red,119
Red,116
Red,119
Off,6
White,386
White,386
White,381
White,381
White,384
White,383
White,387
White,379
White,386
Red,117
Red,120
Red,121
Red,120
Red,115
Red,120
Red,116
Red,118
Red,117
Red,119
Green,29
Green,30
Green,27
Green,27
Green,26
Green,28
Green,27
Green,29
Green,26
Green,27
Blue,248
Blue,247
Blue,256
Blue,250
Blue,247
Blue,250
Blue,253
Blue,251
Blue,250
Blue,247
White,385
White,386
White,378
White,382
White,382
White,380
White,385
White,387
White,388
White,377
Red,117
Red,116
Red,120
Red,122
Red,113
Red,117
Red,120
Red,118
Red,117
Red,120
Off,5
White,385
White,381
White,382
White,381
White,387
White,377
White,381
White,385
White,378
Red,117
Red,121
Red,122
Red,119
Red,119
Red,117
Red,119
Red,114
Red,121
Red,116
Green,29
Green,26
Green,29
Green,26
Green,27
Green,25
Green,29
Green,28
Green,26
Green,26
Blue,249
Blue,253
Blue,246
Blue,251
Blue,253
Blue,246
Blue,250
Blue,252
Blue,245
Blue,247
White,381
White,384
White,376
White,384
White,389
White,381
White,383
White,381
White,384
White,382
Red,116
Red,119
Red,119
Red,121
Red,122
Red,115
Red,120
Red,121
Red,117
Red,119
Off,5
White,380
White,383
White,382
White,376
White,383
White,380
White,386
White,388
White,384
Red,119
Red,118
Red,121
Red,117
Red,115
Red,116
Red,122
Red,117
Red,119
Red,118
Green,30
Green,26
Green,26
Green,27
Green,27
Green,26
Green,29
Green,29
Green,25
Green,30
Blue,253
Blue,249
Blue,250
Blue,251
Blue,245
Blue,252
Blue,245
Blue,251
Blue,246
Blue,246
White,381
White,384
White,375
White,381
White,386
White,383
White,377
White,387
White,373
White,383
Red,119
Red,117
Red,117
Red,115
Red,115
Red,114
Red,115
Red,116
Red,117
Red,114
Off,5
White,382
White,382
White,385
White,381
White,373
White,379
White,384
White,387
White,382
Red,120
Red,118
Red,119
Red,117
Red,117
Red,119
Red,119
Red,117
Red,117
Red,119
Green,30
Green,28
Green,28
Green,28
Green,26
Green,27
Green,27
Green,28
Green,27
Green,27
Blue,252
Blue,253
Blue,245
Blue,251
Blue,249
Blue,247
Blue,247
Blue,247
Blue,248
Blue,247
White,380
White,375
White,377
White,385
White,378
White,378
White,383
White,380
White,382
White,380
Red,120
Red,115
Red,116
Red,117
Red,114
Red,117
Red,118
Red,118
Red,119
Red,120
Off,5
White,382
White,380
White,385
White,380
White,379
White,384
White,378
White,378
White,382
Red,114
Red,115
Red,114
Red,116
Red,121
Red,118
Red,117
Red,115
Red,114
Red,119
Green,28
Green,29
Green,29
Green,26
Green,27
Green,26
Green,27
Green,27
Green,27
Green,29
Blue,248
Blue,247
Blue,245
Blue,252
Blue,253
Blue,246
Blue,251
Blue,248
Blue,248
Blue,246
White,383
White,381
White,379
White,379
White,381
White,382
White,380
White,374
White,380
White,382
Red,121
Red,114
Red,115
Red,116
Red,115
Red,117
Red,116
Red,119
Red,114
Red,119
Off,4
White,381
White,374
White,378
White,379
White,381
White,378
White,377
White,385
White,382
Red,116
Red,118
Red,119
Red,118
Red,117
Red,114
Red,115
Red,116
Red,118
Red,114
Green,27
Green,25
Green,27
Green,29
Green,29
Green,27
Green,26
Green,29
Green,29
Green,30
Blue,248
Blue,247
Blue,250
Blue,250
Blue,247
Blue,251
Blue,251
Blue,250
Blue,247
Blue,249
White,382
White,383
White,379
White,387
White,380
White,380
White,377
White,376
White,383
White,381
Red,121
Red,115
Red,117
Red,120
Red,115
Red,115
Red,117
Red,116
Red,118
Red,115
Off,5
White,381
White,375
White,378
White,384
White,378
White,381
White,386
White,380
White,381
Red,114
Red,120
Red,119
Red,120
Red,119
Red,114
Red,115
Red,117
Red,117
Red,114
Green,27
Green,25
Green,29
Green,28
Green,29
Green,27
Green,28
Green,27
Green,26
Green,27
Blue,251
Blue,251
Blue,250
Blue,253
Blue,252
Blue,250
Blue,247
Blue,248
Blue,244
Blue,246
White,381
White,381
White,379
White,379
White,379
White,381
White,380
White,379
White,382
White,374
Red,113
Red,118
Red,116
Red,120
Red,115
Red,120
Red,116
Red,118
Red,116
Red,117
Off,4
White,378
White,373
White,380
White,373
White,375
White,375
White,381
White,379
White,377
Red,117
Red,115
Red,118
Red,114
Red,114
Red,113
Red,118
Red,114
Red,117
Red,117
Green,29
Green,25
Green,26
Green,29
Green,26
Green,26
Green,26
Green,28
Green,27
Green,29
Blue,246
Blue,247
Blue,249
Blue,247
Blue,247
Blue,246
Blue,245
Blue,249
Blue,248
Blue,246
White,378
White,383
White,372
White,377
White,382
White,379
White,381
White,381
White,381
White,380
Red,114
Red,118
Red,117
Red,114
Red,115
Red,113
Red,118
Red,115
Red,118
Red,113
Off,5
White,378
White,372
White,378
White,377
White,377
White,384
White,382
White,374
White,380
Red,113
Red,114
Red,119
Red,113
Red,114
Red,116
Red,113
Red,116
Red,114
Red,117
Green,29
Green,26
Green,24
Green,26
Green,25
Green,27
Green,28
Green,25
Green,27
Green,28
Blue,247
Blue,247
Blue,253
Blue,243
Blue,249
Blue,247
Blue,247
Blue,250
Blue,252
Blue,251
White,384
White,377
White,376
White,382
White,369
White,378
White,381
White,378
White,379
White,379
Red,112
Red,119
Red,114
Red,117
Red,113
Red,115
Red,116
Red,114
Red,113
Red,118
Off,5
White,379
White,374
White,381
White,377
