Color,Intensity
White,94
White,94
White,94
White,93
White,97
White,95
White,99
White,96
White,96
Red,21
Red,21
Red,19
Red,21
Red,20
Red,20
Red,21
Red,20
Red,20
Red,22
Green,14
Green,13
Green,14
Green,14
Green,12
Green,13
Green,15
Green,13
Green,11
Green,12
Blue,71
Blue,71
Blue,72
Blue,72
Blue,70
Blue,69
Blue,72
Blue,72
Blue,70
Blue,68
White,95
White,93
White,92
White,92
White,93
White,93
White,91
White,90
White,92
White,89
Red,22
Red,20
Red,19
Red,20
Red,19
Red,22
Red,20
Red,19
Red,19
Red,21
Off,5
White,88
White,93
White,93
White,94
White,93
White,92
White,90
White,89
White,89
Red,23
Red,20
Red,20
Red,23
Red,22
Red,19
Red,21
Red,19
Red,21
Red,20
Green,13
Green,15
Green,12
Green,15
Green,14
Green,12
Green,14
Green,14
Green,15
Green,13
Blue,68
Blue,68
Blue,68
Blue,70
Blue,67
Blue,66
Blue,63
Blue,70
Blue,65
Blue,66
White,87
White,89
White,87
White,88
White,91
White,88
White,89
White,87
White,90
White,89
Red,18
Red,21
Red,20
Red,18
Red,19
Red,23
Red,23
Red,21
Red,21
Red,21
Off,5
White,89
White,87
White,92
White,86
White,88
White,88
White,89
White,90
White,87
Red,21
Red,17
Red,20
Red,20
Red,21
Red,21
Red,21
Red,20
Red,22
Red,19
Green,13
Green,13
Green,15
Green,13
Green,13
Green,16
Green,13
Green,13
Green,14
Green,14
Blue,65
Blue,62
Blue,64
Blue,67
Blue,68
Blue,60
Blue,61
Blue,63
Blue,61
Blue,62
White,88
White,85
White,85
White,82
White,87
White,85
White,86
White,86
White,83
White,89
Red,20
Red,18
Red,20
Red,19
Red,20
Red,19
Red,20
Red,18
Red,19
Red,20
Off,5
White,85
White,88
White,87
White,88
White,82
White,83
White,86
White,87
White,83
Red,21
Red,20
Red,19
Red,21
Red,19
Red,21
Red,18
Red,22
Red,18
Red,21
Green,15
Green,14
Green,13
Green,13
Green,15
Green,14
Green,12
Green,15
Green,15
Green,13
Blue,61
Blue,61
Blue,61
Blue,62
Blue,58
Blue,59
Blue,61
Blue,64
Blue,59
Blue,60
White,84
White,79
White,79
White,83
White,81
White,80
White,81
White,81
White,80
White,84
Red,21
Red,19
Red,21
Red,19
Red,21
Red,19
Red,20
Red,21
Red,19
Red,21
Off,8
White,82
White,81
White,79
White,82
White,81
White,81
White,84
White,81
White,79
Red,20
Red,18
Red,18
Red,19
Red,22
Red,21
Red,22
Red,22
Red,19
Red,19
Green,12
Green,14
Green,12
Green,15
Green,16
Green,13
Green,12
Green,13
Green,12
Green,13
Blue,55
Blue,60
Blue,55
Blue,58
Blue,59
Blue,53
Blue,53
Blue,56
Blue,54
Blue,55
White,75
White,78
White,78
White,76
White,76
White,77
White,76
White,77
White,75
White,73
Red,20
Red,19
Red,19
Red,19
Red,21
Red,22
Red,18
Red,17
Red,21
Red,20
Off,5
White,74
White,78
White,73
White,80
White,74
White,75
White,78
White,77
White,78
Red,21
Red,20
Red,20
Red,20
Red,19
Red,19
Red,20
Red,22
Red,21
Red,21
Green,12
Green,13
Green,13
Green,13
Green,13
Green,16
Green,14
Green,12
Green,14
Green,13
Blue,53
Blue,52
Blue,53
Blue,51
Blue,52
Blue,51
Blue,51
Blue,51
Blue,50
Blue,53
White,77
White,72
White,74
White,73
White,74
White,74
White,72
White,77
White,71
White,75
Red,20
Red,20
Red,18
Red,21
Red,18
Red,17
Red,19
Red,20
Red,19
Red,21
Off,5
White,71
White,72
White,73
White,70
White,70
White,70
White,72
White,70
White,68
Red,21
Red,20
Red,20
Red,22
Red,20
Red,17
Red,17
Red,19
Red,22
Red,20
Green,13
Green,13
Green,13
Green,14
Green,13
Green,14
Green,14
Green,15
Green,15
Green,14
Blue,46
Blue,47
Blue,48
Blue,49
Blue,46
Blue,46
Blue,47
Blue,44
Blue,48
Blue,47
White,70
White,67
White,70
White,68
White,68
White,67
White,66
White,67
White,66
White,71
Red,19
Red,21
Red,18
Red,17
Red,22
Red,19
Red,19
Red,17
Red,20
Red,18
Off,6
White,69
White,72
White,65
White,67
White,64
White,63
White,65
White,67
White,66
Red,18
Red,19
Red,20
Red,19
Red,18
Red,21
Red,18
Red,19
Red,19
Red,19
Green,16
Green,13
Green,14
Green,13
Green,13
Green,14
Green,16
Green,15
Green,13
Green,15
Blue,45
Blue,43
Blue,40
Blue,42
Blue,40
Blue,45
Blue,41
Blue,43
Blue,43
Blue,39
White,61
White,67
White,61
White,63
White,66
White,64
White,66
White,59
White,66
White,63
Red,17
Red,20
Red,18
Red,17
Red,19
Red,21
Red,17
Red,20
Red,17
Red,17
Off,5
White,62
White,59
White,63
White,63
White,61
White,58
White,63
White,59
White,61
Red,21
Red,17
Red,17
Red,17
Red,20
Red,19
Red,21
Red,18
Red,17
Red,17
Green,14
Green,13
Green,13
Green,14
Green,14
Green,15
Green,14
Green,13
Green,11
Green,14
Blue,38
Blue,39
Blue,34
Blue,37
Blue,36
Blue,36
Blue,36
Blue,35
Blue,40
Blue,39
White,57
White,60
White,61
White,59
White,57
White,61
White,57
White,60
White,55
White,61
Red,20
Red,17
Red,17
Red,18
Red,18
Red,19
Red,20
Red,19
Red,17
Red,17
Off,6
White,56
White,54
White,57
White,57
White,57
White,60
White,58
White,57
White,56
Red,21
Red,19
Red,19
Red,20
Red,20
Red,18
Red,20
Red,18
Red,17
Red,19
Green,14
Green,13
Green,14
Green,12
Green,14
Green,14
Green,12
Green,15
Green,15
Green,12
Blue,32
Blue,33
Blue,34
Blue,34
Blue,37
Blue,33
Blue,33
Blue,36
Blue,34
Blue,35
White,53
White,55
White,53
White,53
White,55
White,53
White,54
White,50
White,53
White,53
Red,17
Red,18
Red,18
Red,17
Red,19
Red,18
Red,18
Red,18
Red,18
Red,18
Off,6
White,51
White,52
White,53
White,53
White,52
White,51
White,50
White,52
White,50
Red,17
Red,18
Red,18
Red,19
Red,18
Red,16
Red,20
Red,17
Red,16
Red,20
Green,14
Green,15
Green,14
Green,12
Green,13
Green,13
Green,14
Green,14
Green,14
Green,11
Blue,32
Blue,31
Blue,29
Blue,32
Blue,28
Blue,29
Blue,34
Blue,31
Blue,30
Blue,28
White,49
White,48
White,47
White,50
White,47
White,47
White,49
White,49
White,51
White,49
Red,18
Red,15
Red,19
Red,17
Red,15
Red,19
Red,17
Red,20
Red,18
Red,18
Off,5
White,51
White,48
