dataset,sample_name,integration_time_ms,gain,net_intensity_red,net_intensity_green,net_intensity_blue,net_intensity_clear
7_soil_calibration,C,360.0,1.0,2316.9505376344086,1954.031182795699,2334.4645161290323,6337.54623655914
7_soil_calibration,RED,24.0,1.0,66.52995391705069,58.21198156682028,84.7012987012987,209.44323418516967
7_soil_calibration,B,199.0,1.0,1320.134278002699,1156.3947368421052,1500.7645074224022,3811.287449392712
7_soil_calibration,blank,2.4,60.0,403.4583333333333,308.7402482269503,180.4494680851064,857.3882978723404
7_soil_calibration,Blank,540.0,1.0,0.0,0.0,0.0,0.0
7_soil_calibration,RER,300.0,1.0,820.1765873015873,693.343253968254,1148.3779761904761,2556.9007936507937
7_soil_calibration,C,180.0,1.0,1217.3145569620253,1031.992405063291,1233.8911392405062,3341.4664556962025
7_soil_calibration,E,6144.0,1.0,3729.4170212765957,3304.748936170213,3539.1127659574468,10155.502127659574
7_soil_calibration,C,101.0,1.0,716.3056426332288,607.9461859979101,734.6912225705329,1975.6233019853712
7_soil_calibration,C,154.0,1.0,1024.4132911392403,864.1658227848101,1035.3037974683543,2805.115189873418
7_soil_calibration,blank0,240.0,1.0,542.1087636932708,444.7464788732394,312.72065727699527,1277.8834115805948
7_soil_calibration,Blank,540.0,1.0,22.395652173913042,18.095652173913045,15.399999999999999,55.891304347826086
7_soil_calibration,blank,2.4,60.0,13313.0,10886.5,6960.25,29663.25
7_soil_calibration,RER,2.4,1.0,8.0,6.950980392156863,10.950980392156863,24.862745098039216
7_soil_calibration,RED,24.0,1.0,0.0,0.0,0.0,0.0
7_soil_calibration,blankA,24.0,1.0,61.56387665198238,52.013215859030836,37.72687224669603,148.59471365638765
7_soil_calibration,B,154.0,1.0,1005.2430379746835,882.6145569620254,1149.1259493670887,2909.372151898734
7_soil_calibration,B,101.0,1.0,696.8646812957157,613.5,798.9916405433647,2020.8861024033438
7_soil_calibration,A,2.4,1.0,15.0,12.567796610169491,13.474576271186441,39.00467562828755
7_soil_calibration,C,199.0,1.0,1338.7492492492493,1132.906906906907,1364.7882882882884,3681.147147147147
7_soil_calibration,RED,614.0,1.0,60135.919241573036,56706.988061797754,54805.77106741573,40979.4297752809
7_soil_calibration,B,360.0,1.0,2223.282258064516,1949.4717741935483,2537.9495967741937,6429.727822580645
7_soil_calibration,A,300.0,1.0,1499.6775793650793,1255.8650793650793,1408.610119047619,4002.8571428571427
7_soil_calibration,B,180.0,1.0,1193.146835443038,1050.9158227848102,1359.170253164557,3451.3132911392404
7_soil_calibration,blankA,24.0,1.0,0.0,0.0,0.0,0.0
