No.,Order,Color,Intensity
6,6,White,205
7,7,White,205
8,8,White,203
9,9,White,208
10,10,White,209
11,11,White,202
12,12,White,204
13,13,White,205
14,14,White,202
15,15,White,202
16,16,White,206
17,17,White,198
18,18,White,200
19,19,White,200
20,20,White,205
21,21,White,204
22,22,White,198
23,23,White,202
24,24,White,197
34,6,Red,115
35,7,Red,117
36,8,Red,110
37,9,Red,112
38,10,Red,112
39,11,Red,115
40,12,Red,110
41,13,Red,109
42,14,Red,110
43,15,Red,110
44,16,Red,111
45,17,Red,109
46,18,Red,113
47,19,Red,115
48,20,Red,109
49,21,Red,110
50,22,Red,115
51,23,Red,110
52,24,Red,112
63,6,Green,85
64,7,Green,80
65,8,Green,79
66,9,Green,80
67,10,Green,84
68,11,Green,81
69,12,Green,81
70,13,Green,84
71,14,Green,80
72,15,Green,83
73,16,Green,83
74,17,Green,83
75,18,Green,81
76,19,Green,81
77,20,Green,81
78,21,Green,86
79,22,Green,85
80,23,Green,80
81,24,Green,82
92,6,Blue,59
93,7,Blue,57
94,8,Blue,58
95,9,Blue,59
96,10,Blue,57
97,11,Blue,58
98,12,Blue,61
99,13,Blue,58
100,14,Blue,60
101,15,Blue,62
102,16,Blue,59
103,17,Blue,60
104,18,Blue,61
105,19,Blue,59
106,20,Blue,61
107,21,Blue,58
108,22,Blue,60
109,23,Blue,60
110,24,Blue,62
121,6,Black,30
122,7,Black,29
123,8,Black,30
124,9,Black,30
125,10,Black,32
126,11,Black,30
127,12,Black,29
128,13,Black,30
129,14,Black,31
130,15,Black,33
131,16,Black,33
132,17,Black,28
133,18,Black,31
134,19,Black,30
135,20,Black,29
136,21,Black,29
137,22,Black,29
138,23,Black,29
139,24,Black,32
178,6,White,189
179,7,White,187
180,8,White,186
181,9,White,188
182,10,White,186
183,11,White,185
184,12,White,187
185,13,White,186
186,14,White,189
187,15,White,187
188,16,White,190
189,17,White,189
190,18,White,188
191,19,White,185
192,20,White,188
193,21,White,192
194,22,White,187
195,23,White,186
196,24,White,188
207,6,Red,106
208,7,Red,110
209,8,Red,111
210,9,Red,108
211,10,Red,111
212,11,Red,109
213,12,Red,109
214,13,Red,112
215,14,Red,108
216,15,Red,111
217,16,Red,105
218,17,Red,109
219,18,Red,105
220,19,Red,105
221,20,Red,107
222,21,Red,110
223,22,Red,108
224,23,Red,106
225,24,Red,105
235,6,Green,81
236,7,Green,78
237,8,Green,81
238,9,Green,81
239,10,Green,82
240,11,Green,80
241,12,Green,82
242,13,Green,78
243,14,Green,84
244,15,Green,83
245,16,Green,80
246,17,Green,81
247,18,Green,83
248,19,Green,78
249,20,Green,78
250,21,Green,79
251,22,Green,84
252,23,Green,79
253,24,Green,79
264,6,Blue,60
265,7,Blue,56
266,8,Blue,62
267,9,Blue,59
268,10,Blue,59
269,11,Blue,61
270,12,Blue,57
271,13,Blue,59
272,14,Blue,61
273,15,Blue,56
274,16,Blue,60
275,17,Blue,55
276,18,Blue,57
277,19,Blue,60
278,20,Blue,59
279,21,Blue,57
280,22,Blue,56
281,23,Blue,59
282,24,Blue,59
293,6,Black,28
294,7,Black,29
295,8,Black,32
296,9,Black,29
297,10,Black,30
298,11,Black,28
299,12,Black,27
300,13,Black,29
301,14,Black,31
302,15,Black,30
303,16,Black,28
304,17,Black,30
305,18,Black,30
306,19,Black,28
307,20,Black,29
308,21,Black,30
309,22,Black,28
310,23,Black,31
311,24,Black,32
350,6,White,183
351,7,White,181
352,8,White,181
353,9,White,180
354,10,White,185
355,11,White,180
356,12,White,183
357,13,White,179
358,14,White,180
359,15,White,180
360,16,White,181
361,17,White,185
362,18,White,181
363,19,White,182
364,20,White,183
365,21,White,180
366,22,White,184
367,23,White,184
368,24,White,178
379,6,Red,102
380,7,Red,109
381,8,Red,108
382,9,Red,107
383,10,Red,106
384,11,Red,103
385,12,Red,106
386,13,Red,106
387,14,Red,101
388,15,Red,106
389,16,Red,107
390,17,Red,104
391,18,Red,108
392,19,Red,101
393,20,Red,106
394,21,Red,106
395,22,Red,101
396,23,Red,102
397,24,Red,103
408,6,Green,75
409,7,Green,77
410,8,Green,78
411,9,Green,75
412,10,Green,74
413,11,Green,77
414,12,Green,76
415,13,Green,73
416,14,Green,73
417,15,Green,77
418,16,Green,78
419,17,Green,76
420,18,Green,75
421,19,Green,75
422,20,Green,74
423,21,Green,76
424,22,Green,75
425,23,Green,72
426,24,Green,77
437,6,Blue,57
438,7,Blue,53
439,8,Blue,56
440,9,Blue,56
441,10,Blue,57
442,11,Blue,53
443,12,Blue,56
444,13,Blue,53
445,14,Blue,58
446,15,Blue,56
447,16,Blue,54
448,17,Blue,54
449,18,Blue,58
450,19,Blue,59
451,20,Blue,55
452,21,Blue,55
453,22,Blue,58
454,23,Blue,56
455,24,Blue,57
465,6,Black,27
466,7,Black,29
467,8,Black,26
468,9,Black,28
469,10,Black,29
470,11,Black,28
471,12,Black,29
472,13,Black,28
473,14,Black,30
474,15,Black,26
475,16,Black,28
476,17,Black,28
477,18,Black,28
478,19,Black,30
479,20,Black,28
480,21,Black,30
481,22,Black,27
482,23,Black,27
483,24,Black,29
523,6,White,175
524,7,White,183
525,8,White,180
526,9,White,180
527,10,White,182
528,11,White,184
529,12,White,180
530,13,White,182
531,14,White,180
532,15,White,177
533,16,White,177
534,17,White,177
535,18,White,176
536,19,White,178
537,20,White,183
538,21,White,181
539,22,White,181
540,23,White,178
541,24,White,179
551,6,Red,100
552,7,Red,104
553,8,Red,102
554,9,Red,100
555,10,Red,100
556,11,Red,99
557,12,Red,100
558,13,Red,99
559,14,Red,98
560,15,Red,98
561,16,Red,99
562,17,Red,100
563,18,Red,104
564,19,Red,103
565,20,Red,101
566,21,Red,103
567,22,Red,99
568,23,Red,105
569,24,Red,103
580,6,Green,74
581,7,Green,74
582,8,Green,76
583,9,Green,79
584,10,Green,80
585,11,Green,80
586,12,Green,82
587,13,Green,80
588,14,Green,76
589,15,Green,76
590,16,Green,81
591,17,Green,77
592,18,Green,78
593,19,Green,81
594,20,Green,80
595,21,Green,80
596,22,Green,79
597,23,Green,83
598,24,Green,79
609,6,Blue,56
610,7,Blue,59
611,8,Blue,56
612,9,Blue,55
613,10,Blue,57
