NPK_PO4_0.6mgL_0  :  ปริมาณ 0.6 มิลลิกรัมต่อลิตร...NPK_RGBGLOVE_Auto_TCS
Light Source Color - OFF
N,P,K
0,3,15,6
0,3,14,6
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
0,3,14,5
Light Source Color - WHITE	 , 28/03/2024,11:48:57
1,3,14,5
1,67,155,228
1,67,155,228
1,67,154,227
1,66,154,227
1,66,154,227
1,66,154,227
1,66,154,227
1,66,153,226
1,66,153,227
1,66,153,227
1,66,153,227
1,66,153,227
1,66,153,227
1,65,153,227
1,65,153,227
1,65,153,227
Light Source Color - OFF	 , 28/03/2024,11:49:09
2,65,153,226
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,1,1,0
Light Source Color - RED	 , 28/03/2024,11:49:21
3,5,1,1
3,54,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
3,53,4,6
Light Source Color - OFF	 , 28/03/2024,11:49:34
4,46,3,5
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
4,1,1,0
Light Source Color - GREEN	 , 28/03/2024,11:49:46
5,4,21,8
5,13,100,39
5,13,100,39
5,13,100,39
5,13,100,39
5,13,100,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
5,13,99,39
Light Source Color - OFF	 , 28/03/2024,11:49:58
6,10,77,30
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
Light Source Color - BLUE	 , 28/03/2024,11:50:10
7,2,16,54
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
7,3,55,189
Light Source Color - OFF	 , 28/03/2024,11:50:22
8,3,55,189
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
Light Source Color - WHITE	 , 28/03/2024,11:50:34
9,1,1,0
9,66,153,226
9,65,153,226
9,65,153,226
9,65,153,225
9,65,152,225
9,65,152,225
9,64,152,225
9,64,152,225
9,64,152,225
9,64,152,225
9,64,152,225
9,64,152,225
9,64,152,225
9,64,152,225
9,64,152,224
9,64,152,225
Light Source Color - OFF	 , 28/03/2024,11:50:46
10,64,152,225
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
Light Source Color - RED	 , 28/03/2024,11:50:58
11,1,1,0
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
11,52,4,6
Light Source Color - OFF	 , 28/03/2024,11:51:11
12,52,4,6
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
Light Source Color - GREEN	 , 28/03/2024,11:51:23
13,1,1,0
13,13,99,38
13,13,99,38
13,13,99,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
13,13,98,38
Light Source Color - OFF	 , 28/03/2024,11:51:35
14,13,98,38
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
Light Source Color - BLUE	 , 28/03/2024,11:51:47
15,1,1,0
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
15,3,55,188
Light Source Color - OFF	 , 28/03/2024,11:51:59
